date,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
11-05,1.3222222222,2.6157894737,0.4842105263,0.3831578947,0.6381443299,1.1357142857,1.8343434343,2.1242424242,1.0181818182,1.3931372549,0.8854368932,2.8300970874,1.0553398058,1.5828571429,0.1716981132,1.9981308411,0.4743119266,1.4009090909,1.1232142857,2.7663793103,0.6422413793,1.5939655172,0.6872881356,0.6579831933,1.3264,1.1546153846,1.1415384615,0.3353846154,1.6638461538,0.4792307692,0.8876923077,0.1446153846,0.7446153846,1.4923076923,1.4323076923,0.3643410853,1.0238461538,1.6461538462,0.5776923077,1.27,0.2323076923,0.3812762138,0.6784966529,1.4103286713,2.0107419994,0.1446153846,0.89,1.1294642857,2.8300970874,
11-06,1.4271604938,2.6431578947,0.7073684211,0.3978947368,0.6835051546,1.4867346939,1.9838383838,2.1696969697,1.0444444444,1.4558823529,0.9349514563,3.0689320388,1.0563106796,1.6876190476,0.1669811321,2.2719626168,0.476146789,1.3990909091,1.1857142857,2.7629310345,0.7793103448,1.6189655172,0.6855932203,0.8142857143,1.312,1.1330769231,1.5038461538,0.3361538462,1.7,0.4730769231,0.9930769231,0.1661538462,0.9030769231,1.5469230769,1.42,0.3410852713,1.01,1.9130769231,0.5846153846,1.5476923077,0.2353846154,0.3922137903,0.8037931034,1.5167692308,2.1799235344,0.1661538462,0.9807692308,1.1593956044,3.0689320388,
11-07,1.5308641975,3.0252631579,0.9010526316,0.4073684211,0.7659793814,1.6367346939,2.1838383838,2.198989899,1.0525252525,1.4931372549,0.9834951456,3.0844660194,1.0475728155,1.8447619048,0.1641509434,2.2869158879,0.4972477064,1.4190909091,1.2196428571,2.7560344828,0.85,1.6396551724,0.6822033898,0.8268907563,1.2816,1.11,1.5569230769,0.3346153846,1.79,0.4630769231,1.0923076923,0.1484615385,0.9884615385,1.5538461538,1.3992307692,0.3480620155,1.0084615385,2,0.6,1.6438461538,0.2592307692,0.4014377805,0.8857368421,1.580866562,2.2077824979,0.1484615385,1.0138461538,1.1648214286,3.0844660194,
11-08,1.8444444444,3.2684210526,0.9842105263,0.4347368421,0.818556701,1.7,2.1575757576,2.2575757576,1.0505050505,1.4950980392,1.0330097087,3.1300970874,1.0368932039,1.9533333333,0.1603773585,2.314953271,0.5577981651,1.4936363636,1.2883928571,2.8034482759,0.8517241379,1.5655172414,0.6847457627,0.9134453782,1.2544,1.1030769231,1.6315384615,0.3315384615,1.8407692308,0.4438461538,1.1223076923,0.1423076923,1.0561538462,1.5684615385,1.39,0.8403100775,0.9946153846,2.0192307692,0.6223076923,1.7646153846,0.28,0.4429352227,0.9629809819,1.6520769231,2.2633135089,0.1423076923,1.0438461538,1.1883538462,3.2684210526,
11-09,2.1617283951,3.4663157895,0.9747368421,0.7631578947,0.8391752577,1.7408163265,2.1777777778,2.3787878788,1.0575757576,1.7509803922,1.0922330097,3.1611650485,1.1,2.659047619,0.1660377358,2.4242990654,0.6027522936,2.15,1.3125,2.9206896552,0.8844827586,1.5301724138,0.6872881356,0.9092436975,1.244,1.2561538462,1.6130769231,0.3669230769,1.8230769231,0.4407692308,1.1407692308,0.14,1.0715384615,1.5592307692,1.3876923077,1.1031007752,0.9853846154,2.06,0.6338461538,1.8853846154,0.2753846154,0.5865539873,0.9821902834,1.7726093514,2.4477739208,0.14,1.1046153846,1.2500769231,3.4663157895,
11-10,2.4728395062,3.6063157895,0.9873684211,0.9021052632,0.8422680412,1.7408163265,2.196969697,2.5474747475,1.0888888889,1.7578431373,1.5252427184,3.1524271845,1.2194174757,2.8771428571,0.1641509434,2.5962616822,0.6100917431,2.8872727273,1.5598214286,3.1370689655,0.8594827586,1.5379310345,0.6957627119,0.9722689076,1.2392,1.3876923077,1.6223076923,0.9023076923,1.8076923077,0.4653846154,1.23,0.1384615385,1.0992307692,1.5792307692,1.3784615385,1.3519379845,1.1707692308,2.32,0.6384615385,1.9461538462,0.2892307692,0.6356245589,1.0584327485,1.7727978884,2.8781558442,0.1384615385,1.2184615385,1.3830769231,3.6063157895,
11-11,2.6802469136,3.6326315789,1.0221052632,1.0578947368,0.8144329897,1.7112244898,2.2171717172,2.7515151515,1.1373737374,1.768627451,1.8786407767,3.1475728155,1.3640776699,2.9247619048,0.1622641509,2.9308411215,0.6431192661,3.0854545455,1.86875,3.1672413793,0.8646551724,1.5034482759,0.6949152542,1.1016806723,1.2464,1.4661538462,1.6469230769,1.2207692308,1.7846153846,0.5653846154,1.5646153846,0.1361538462,1.1038461538,1.5976923077,1.3738461538,1.392248062,1.2584615385,2.3376923077,0.6461538462,1.95,0.2938461538,0.6458503881,1.1273154623,1.871717233,2.9463024639,0.1361538462,1.3246153846,1.484801061,3.6326315789,
11-12,3.3024691358,3.7042105263,1.0378947368,1.4242105263,0.7969072165,1.7081632653,2.1858585859,2.7565656566,1.4767676768,1.9392156863,2.0708737864,3.1524271845,1.7165048544,3.0704761905,0.1603773585,2.9794392523,0.6587155963,3.1536363636,1.9794642857,3.2379310345,1.1465517241,1.7120689655,0.7313559322,1.187394958,1.26,1.5092307692,1.6992307692,1.3115384615,1.7661538462,0.5984615385,1.6753846154,0.1330769231,1.0892307692,1.6630769231,1.3546153846,1.5054263566,1.3861538462,2.3369230769,0.6515384615,1.9561538462,0.29,0.6579978829,1.2960769231,1.963146978,3.1525481024,0.1330769231,1.4276923077,1.6692307692,3.7042105263,
11-13,3.8777777778,3.7252631579,1.0673684211,1.5126315789,0.7659793814,1.6928571429,2.2090909091,2.7848484848,1.8535353535,2.4990196078,2.3718446602,3.1398058252,1.7495145631,3.0857142857,0.1556603774,3.0037383178,0.6541284404,3.2054545455,2.1125,3.2982758621,1.3094827586,1.8456896552,0.7406779661,1.3008403361,1.332,1.5446153846,1.9576923077,1.36,1.7576923077,0.6638461538,1.6938461538,0.1307692308,1.1053846154,1.6692307692,1.3684615385,1.5527131783,1.3769230769,2.3607692308,0.6584615385,2.0846153846,0.2953846154,0.6633076923,1.3516,2.1414772727,3.1463706973,0.1307692308,1.5061538462,1.6933516484,3.8777777778,
11-14,3.9888888889,3.7221052632,1.1715789474,1.6178947368,0.7773195876,1.6979591837,2.2323232323,2.7767676768,1.9868686869,2.7147058824,2.4786407767,3.132038835,1.7980582524,3.1085714286,0.1547169811,2.9981308411,0.6678899083,3.3081818182,2.4875,3.3620689655,1.5905172414,2.1853448276,0.7847457627,1.3722689076,1.5856,1.6276923077,2.3523076923,1.3738461538,1.7907692308,1.0753846154,1.7015384615,0.1338461538,1.1061538462,1.7261538462,1.3684615385,1.8131782946,1.36,2.3946153846,0.6607692308,2.09,0.3,0.7663766197,1.37337298,2.365,3.1496531333,0.1338461538,1.6138461538,1.7584615385,3.9888888889,
11-15,4.1037037037,3.7473684211,1.4842105263,2.1031578947,0.8463917526,1.6887755102,2.6858585859,2.7747474747,2.0777777778,2.7284313725,2.4533980583,3.1980582524,1.8038834951,3.1123809524,0.1547169811,3.1056074766,0.6587155963,3.3818181818,2.5714285714,3.3318965517,2.0775862069,2.8034482759,0.7906779661,1.3588235294,1.8816,1.8484615385,2.3553846154,1.41,1.7892307692,1.4269230769,1.7046153846,0.1323076923,1.0976923077,1.7453846154,1.3715384615,2.0829457364,1.3430769231,2.4046153846,0.66,2.0907692308,0.3015384615,0.7776101695,1.4670242915,2.4888072122,3.2114420824,0.1323076923,1.7315384615,1.9795931034,4.1037037037,
11-16,4.1851851852,3.7705263158,1.5526315789,2.2021052632,0.8587628866,1.687755102,3.1181818182,2.7626262626,2.1070707071,2.8107843137,2.4339805825,3.6766990291,1.8165048544,3.1038095238,0.1716981132,3.2112149533,0.6633027523,3.4318181818,2.5991071429,3.3603448276,2.074137931,2.8318965517,0.8127118644,1.3638655462,1.9056,2.1830769231,2.35,1.4115384615,2.0107692308,1.7038461538,1.8307692308,0.1315384615,1.1269230769,1.7461538462,1.3869230769,2.2604651163,1.3253846154,2.3953846154,0.6769230769,2.0984615385,0.2961538462,0.7991329857,1.6472180451,2.4835185506,3.367492163,0.1315384615,1.7984615385,2.0862997347,4.1851851852,
11-17,4.2938271605,3.9105263158,1.7010526316,2.2863157895,0.8567010309,1.687755102,3.2414141414,2.7595959596,2.1333333333,3.1156862745,2.4155339806,3.845631068,1.9019417476,3.0923809524,0.1716981132,3.2065420561,0.6788990826,3.4509090909,2.78125,3.3836206897,2.1456896552,2.9120689655,0.8381355932,1.3596638655,1.9328,2.5807692308,2.3476923077,1.5061538462,2.4946153846,1.7176923077,2.3715384615,0.1353846154,1.3269230769,1.7869230769,1.3923076923,2.2782945736,1.3084615385,2.4415384615,0.8738461538,2.0892307692,0.6407692308,0.8548444872,1.6970633727,2.6344172494,3.3903495298,0.1353846154,1.9107692308,2.2119921144,4.2938271605,
11-18,4.6407407407,4.0389473684,1.8410526316,2.5252631579,0.8608247423,1.6826530612,3.5171717172,2.7636363636,2.1606060606,3.3117647059,2.3737864078,4.2970873786,1.9640776699,3.1676190476,0.2443396226,3.2224299065,0.6899082569,3.4918181818,3.2410714286,3.375862069,2.1732758621,2.9189655172,0.8703389831,1.3521008403,1.94,2.5992307692,2.3961538462,1.6130769231,2.5515384615,1.7415384615,2.4438461538,0.3676923077,1.9046153846,1.8430769231,1.4038461538,2.2798449612,1.2907692308,2.5053846154,0.8792307692,2.1015384615,0.8307692308,0.869387559,1.8111983806,2.6485524476,3.4943535354,0.2443396226,2,2.2265604117,4.6407407407,
11-19,4.8703703704,4.4094736842,1.8673684211,2.5610526316,0.8639175258,1.693877551,3.9343434343,2.8,2.3545454545,3.5421568627,2.3805825243,4.6660194175,2.0174757282,3.2085714286,0.2820754717,3.308411215,0.7577981651,3.4854545455,3.2642857143,3.3706896552,2.2301724138,2.9,0.8703389831,1.3344537815,1.9376,2.6292307692,2.5553846154,1.7023076923,2.5715384615,1.7838461538,2.5323076923,0.3953846154,1.9076923077,1.8446153846,1.4123076923,2.2821705426,1.3376923077,2.4976923077,0.99,2.1676923077,0.8707692308,0.8696968373,1.8263846154,2.6804615385,3.5813755199,0.2820754717,2.0638461538,2.3183579986,4.8703703704,
11-20,4.949382716,4.5547368421,1.8821052632,2.5663157895,0.8639175258,1.8020408163,3.9898989899,2.9292929293,2.3757575758,3.718627451,2.354368932,4.7038834951,2.154368932,3.2076190476,0.3169811321,3.3112149533,0.7577981651,3.51,3.3026785714,3.3844827586,2.1948275862,2.9112068966,0.8745762712,1.325210084,1.9376,2.6523076923,2.7138461538,1.6961538462,2.7307692308,1.81,2.6876923077,0.4607692308,1.9307692308,1.8507692308,1.4730769231,2.2488372093,1.39,2.5184615385,1.18,2.1969230769,0.9976923077,0.8735103966,1.8385384615,2.7849005305,3.7457546049,0.3169811321,2.1053846154,2.3016030707,4.949382716,
11-21,5.1172839506,4.5736842105,1.9,2.5747368421,0.8639175258,2.2112244898,4.1323232323,3.0919191919,2.4,3.8058823529,2.3427184466,4.7048543689,2.3203883495,3.200952381,0.4066037736,3.3214953271,0.7623853211,3.5163636364,3.3133928571,3.6413793103,2.225862069,2.9181034483,0.8940677966,1.3201680672,1.9408,2.8846153846,2.8061538462,1.6915384615,2.8953846154,1.82,2.7546153846,0.5246153846,2.0269230769,1.8592307692,1.92,2.2441860465,1.4684615385,2.5438461538,1.2315384615,2.2638461538,1.0769230769,0.8910527695,1.914,2.9022002653,3.8385264409,0.4066037736,2.1992307692,2.3315533981,5.1172839506,
11-22,5.2395061728,4.7442105263,1.9084210526,2.5842105263,0.8659793814,2.2989795918,4.3323232323,3.1171717172,2.4717171717,3.9294117647,2.354368932,4.7980582524,2.4883495146,3.2619047619,0.570754717,3.3476635514,0.828440367,3.5145454545,3.3928571429,3.8836206897,2.2344827586,2.9370689655,0.9305084746,1.3218487395,1.9624,3.5507692308,2.9776923077,1.6892307692,3.1846153846,1.8307692308,2.77,0.9969230769,2.1246153846,1.8861538462,2.1530769231,2.2387596899,1.4676923077,2.5623076923,1.2323076923,2.2915384615,1.0823076923,0.9902816167,1.9462063158,3.1374048174,3.9697029115,0.570754717,2.3069230769,2.4130430519,5.2395061728,
11-23,5.349382716,4.7894736842,1.9505263158,2.6536842105,0.8969072165,2.3418367347,4.4070707071,3.3373737374,2.8888888889,3.9225490196,2.3747572816,5.340776699,2.4990291262,3.3085714286,0.6575471698,3.3738317757,1.504587156,3.5181818182,3.4910714286,3.8879310345,2.2362068966,2.9413793103,0.9593220339,1.3411764706,2.0744,3.6769230769,2.9784615385,1.6715384615,3.4546153846,2.2769230769,2.7784615385,1.0930769231,2.1046153846,2.2053846154,2.2392307692,2.288372093,1.4869230769,2.5730769231,1.2476923077,2.3,1.0792307692,1.2322307692,2.1751538462,3.3172121212,3.9710011884,0.6575471698,2.4292307692,2.4368932039,5.349382716,
11-24,5.7185185185,4.8063157895,2.0221052632,2.8305263158,0.9216494845,2.3571428571,4.4707070707,3.4898989899,3.1282828283,3.9401960784,2.3747572816,5.4563106796,2.5466019417,3.3276190476,0.6490566038,3.3672897196,1.7100917431,3.6481818182,3.5392857143,3.9112068966,2.2344827586,2.9077586207,1.056779661,1.3336134454,2.144,3.8769230769,2.9838461538,1.6692307692,3.6961538462,2.5361538462,2.7946153846,1.23,2.0876923077,2.4684615385,2.2415384615,2.407751938,1.5430769231,2.6515384615,1.3138461538,2.3346153846,1.1784615385,1.3054615385,2.207337931,3.3395202492,3.9932471777,0.6490566038,2.4953846154,2.541377894,5.7185185185,
11-25,6.262962963,4.8421052632,2.06,3.1326315789,1.1670103093,2.3693877551,4.6050505051,3.5111111111,3.2060606061,3.9941176471,2.3951456311,5.4776699029,2.567961165,3.3533333333,0.7037735849,3.3925233645,1.9504587156,3.7890909091,3.6294642857,4.0051724138,2.2431034483,2.9474137931,1.0855932203,1.3512605042,2.1616,3.9553846154,3.01,1.6715384615,3.7507692308,2.7323076923,2.8076923077,1.2646153846,2.0792307692,2.9523076923,2.2646153846,2.5046511628,1.5684615385,2.6630769231,1.6653846154,2.4738461538,1.1792307692,1.3425959922,2.2186524138,3.3650903427,4.0651602229,0.7037735849,2.5792307692,2.6976923077,6.262962963,
11-26,6.7209876543,4.9705263158,2.1505263158,3.2821052632,1.3762886598,2.393877551,4.798989899,3.5252525253,3.2353535354,4.0823529412,2.4252427184,5.5184466019,2.5825242718,3.3619047619,0.9283018868,3.4018691589,2.5651376147,3.7809090909,3.7473214286,4.1620689655,2.3379310345,2.9586206897,1.1093220339,1.3647058824,2.1728,3.9853846154,3.0692307692,1.6715384615,3.7461538462,3.1361538462,2.8761538462,1.3069230769,2.0707692308,2.9469230769,2.5530769231,2.5085271318,1.5984615385,2.6961538462,1.6992307692,2.5784615385,1.1746153846,1.375130382,2.3770935961,3.373894081,4.2257610589,0.9283018868,2.6661538462,2.7861538462,6.7209876543,
11-27,6.7654320988,4.9894736842,2.2,3.5126315789,2.1278350515,2.7489795918,4.995959596,3.5313131313,3.2888888889,4.3039215686,2.8436893204,5.6398058252,3,3.3780952381,1.0132075472,3.4542056075,2.6220183486,3.7745454545,3.9026785714,4.3655172414,2.5844827586,3.0137931034,1.1372881356,1.4420168067,2.1712,4.0269230769,3.0715384615,1.6684615385,3.7492307692,3.1715384615,2.9338461538,1.4515384615,2.0638461538,2.9915384615,2.6607692308,2.5147286822,1.6292307692,2.7646153846,1.7030769231,3.6146153846,1.2115384615,1.6114615385,2.5635565357,3.5182360447,4.4279128857,1.0132075472,2.7738461538,2.9957692308,6.7654320988,
11-28,6.8592592593,5.0147368421,2.2126315789,3.5947368421,2.2494845361,2.8459183673,5.0797979798,3.5555555556,3.3161616162,4.4176470588,2.9854368932,5.6718446602,3.332038835,3.3866666667,1.0433962264,3.6121495327,2.6064220183,3.7963636364,3.91875,4.9215517241,2.6706896552,3.4086206897,1.2050847458,1.6361344538,2.172,4.0623076923,3.0976923077,1.6715384615,3.7484615385,3.1692307692,3.0446153846,1.9646153846,2.0661538462,3.0730769231,2.8961538462,2.523255814,1.6192307692,2.7907692308,1.7146153846,3.7376923077,1.2338461538,1.6679980608,2.581472157,3.5999606493,4.9308702359,1.0433962264,2.8907692308,3.0853846154,6.8592592593,
11-29,7.3518518519,5.0378947368,2.2284210526,3.8252631579,2.281443299,2.8897959184,5.1656565657,3.604040404,3.3484848485,4.5980392157,3.2563106796,5.7553398058,3.3572815534,3.5904761905,1.0443396226,3.6373831776,2.6798165138,3.8118181818,3.9964285714,5.1879310345,2.7129310345,3.8379310345,1.2423728814,1.7848739496,2.1944,4.2823076923,3.1115384615,1.6961538462,3.7461538462,3.1569230769,3.09,2.2676923077,2.0538461538,3.2484615385,3.2523076923,2.5286821705,1.6361538462,3.0084615385,1.7323076923,3.7407692308,1.3207692308,1.7286923077,2.6344762108,3.7423846154,5.0506709197,1.0443396226,2.9946153846,3.2503846154,7.3518518519,
11-30,8.0382716049,5.2094736842,2.2284210526,3.9347368421,2.3020618557,2.9316326531,5.3313131313,3.6262626263,3.3656565657,4.7323529412,3.3194174757,5.9932038835,3.372815534,3.7514285714,1.0575471698,3.7009345794,2.9055045872,3.8181818182,4.0348214286,5.1793103448,3.0172413793,3.8275862069,1.2957627119,2.0319327731,2.1968,4.3315384615,3.1123076923,1.7053846154,3.7453846154,3.1861538462,3.1692307692,2.3069230769,2.0423076923,3.5315384615,4.0784615385,2.5294573643,1.6376923077,3.1284615385,1.75,3.75,1.3284615385,1.7455384615,2.7926904203,3.7714545455,5.1823266788,1.0575471698,3.0969230769,3.3425370207,8.0382716049,
12-01,8.2469135802,5.3231578947,2.2421052632,3.9694736842,2.3103092784,2.9408163265,5.402020202,3.695959596,3.402020202,4.8029411765,3.3757281553,6.0388349515,3.4029126214,3.7695238095,1.0613207547,3.7168224299,3.0743119266,3.8509090909,4.0446428571,5.2077586207,3.1836206897,3.9370689655,2.0322033898,2.2957983193,2.2,4.4061538462,3.1638461538,1.7815384615,3.7623076923,3.1869230769,3.2123076923,2.3184615385,2.0453846154,3.8438461538,4.2284615385,2.5434108527,1.6379844961,3.2046153846,1.8653846154,3.7715384615,1.6076923077,2.0155215124,2.8215946844,3.845965035,5.2192985481,1.0613207547,3.1769230769,3.3888741787,8.2469135802,
12-02,8.4283950617,5.3347368421,2.3189473684,3.9715789474,2.3041237113,2.9663265306,5.4484848485,3.7202020202,3.4464646465,4.8039215686,3.386407767,6.2786407767,3.5077669903,3.7752380952,1.1103773585,3.7280373832,3.3027522936,3.8945454545,4.0419642857,5.2120689655,3.5913793103,3.9905172414,2.893220339,2.3168067227,2.2016,4.5084615385,3.2884615385,1.8038461538,3.9023076923,3.2592307692,3.2361538462,2.3446153846,2.0553846154,3.9130769231,4.2707692308,2.6317829457,1.6279069767,3.3523076923,2.1038461538,3.7776923077,1.6276923077,2.099,2.9443946731,3.9055384615,5.2243357532,1.1103773585,3.2753846154,3.4771158184,8.4283950617,
12-03,8.9444444444,5.3421052632,2.4115789474,3.9842105263,2.3226804124,3.0367346939,5.5949494949,3.8111111111,3.5303030303,4.8029411765,3.3766990291,6.3611650485,3.6038834951,3.7819047619,1.2037735849,3.7411214953,3.5165137615,3.9,4.0321428571,5.2370689655,4.2706896552,3.9879310345,2.9474576271,2.3966386555,2.2128,4.5476923077,3.4076923077,1.95,4.0638461538,3.29,3.2938461538,2.3938461538,2.0638461538,4.0476923077,4.33,2.6379844961,1.6186046512,3.5976923077,2.5176923077,3.7830769231,1.7723076923,2.1979046154,3.0099515738,4.0011945813,5.2475725953,1.2037735849,3.3615384615,3.6007879014,8.9444444444,
12-04,9.2592592593,5.3378947368,2.4326315789,3.9894736842,2.3268041237,3.0724489796,5.6303030303,3.8282828283,3.5666666667,4.8715686275,3.3737864078,6.4388349515,3.632038835,3.7895238095,1.3028301887,3.7429906542,3.5917431193,3.9063636364,4.0339285714,5.2810344828,4.4663793103,4.0353448276,3.0389830508,2.4731092437,2.2144,4.6276923077,3.5230769231,1.9815384615,4.4376923077,3.3815384615,3.3084615385,2.4523076923,2.2215384615,4.0969230769,4.3461538462,2.6604651163,1.6139534884,3.7915384615,3,3.7807692308,1.8592307692,2.2208246154,3.062409201,4.0343534483,5.2867205082,1.3028301887,3.4238461538,3.6875147446,9.2592592593,
12-05,9.2938271605,5.3515789474,2.4589473684,3.9989473684,2.3463917526,3.106122449,5.6353535354,3.9090909091,3.6626262626,5.0107843137,3.6194174757,6.4873786408,3.6533980583,3.8142857143,1.3179245283,3.7485981308,3.8211009174,3.9427272727,4.0375,5.3706896552,4.5620689655,4.0775862069,3.1008474576,2.5806722689,2.2304,4.6723076923,3.6007692308,2.0492307692,4.6938461538,3.4061538462,3.3407692308,2.61,2.2469230769,4.1130769231,4.4853846154,2.6728682171,1.6085271318,3.8761538462,3.0430769231,3.7784615385,1.9261538462,2.2452707692,3.1045399516,4.0495258621,5.3534900181,1.3179245283,3.4961538462,3.7635298347,9.2938271605,
12-06,9.3234567901,5.4242105263,2.5336842105,4.0126315789,2.3649484536,3.1193877551,5.6434343434,4.0828282828,3.6858585859,5.2931372549,3.8533980583,7.1398058252,3.6854368932,3.9171428571,1.3528301887,3.7962616822,3.9871559633,3.9518181818,4.0883928571,5.4232758621,4.6387931034,4.099137931,3.206779661,2.6394957983,2.2944,4.68,3.6284615385,2.1076923077,4.7084615385,3.3969230769,3.3469230769,2.6446153846,2.2553846154,4.25,4.7107692308,2.6720930233,1.6031007752,4.0584615385,3.0461538462,3.7753846154,2.2753846154,2.2904984615,3.1805620892,4.0916163793,5.4233693285,1.3528301887,3.5515384615,3.8248298702,9.3234567901,
12-07,9.3543209877,5.6378947368,2.5768421053,4.0736842105,2.4907216495,3.1163265306,5.6454545455,4.1161616162,3.7474747475,5.6754901961,3.959223301,7.5941747573,3.7330097087,3.940952381,1.3924528302,3.8112149533,4.3146788991,3.9481818182,4.1553571429,5.4543103448,4.8818965517,4.1043103448,3.5279661017,2.6546218487,2.4168,4.8946153846,3.6676923077,2.1261538462,4.7438461538,3.3976923077,3.3723076923,2.7569230769,2.26,4.3307692308,4.7230769231,2.6736434109,1.6829457364,4.2192307692,3.0592307692,3.7761538462,2.75,2.40112,3.2955133438,4.2478652082,5.6386507177,1.3924528302,3.6115384615,3.8760836671,9.3543209877,
12-08,9.4666666667,5.6884210526,2.8305263158,4.1526315789,2.5371134021,3.1295918367,5.6858585859,4.1707070707,3.7727272727,5.9068627451,4.2067961165,7.6873786408,3.9427184466,3.9476190476,1.4905660377,3.8186915888,4.4440366972,3.95,4.4401785714,5.6198275862,4.8732758621,4.0982758621,4.5305084746,2.6672268908,3,4.9684615385,3.6884615385,2.1776923077,5.0746153846,3.3938461538,3.5007692308,2.7823076923,2.3107692308,4.3461538462,4.78,2.676744186,1.7023255814,4.4684615385,3.1661538462,3.7846153846,2.7861538462,2.5144789849,3.3255384615,4.4513641496,5.6861148325,1.4905660377,3.7461538462,3.9488095238,9.4666666667,
12-09,9.6790123457,5.7757894737,2.8831578947,4.1589473684,2.5783505155,3.1459183673,5.7515151515,4.2646464646,3.8121212121,5.9147058824,4.2184466019,7.767961165,4.313592233,4.0304761905,1.5216981132,3.976635514,4.4678899083,3.95,4.7473214286,6.0896551724,4.9344827586,4.1025862069,4.8127118644,2.9243697479,3.3528,5.0215384615,3.6953846154,2.3384615385,5.1638461538,3.3969230769,3.5384615385,3.0853846154,2.3192307692,4.35,5.25,2.680620155,1.9,4.5253846154,3.3746153846,3.8,2.8253846154,2.5543616178,3.3902307692,4.5919656593,5.7896811146,1.5216981132,3.8715384615,4.0665311987,9.6790123457,
12-10,9.8074074074,5.8031578947,3.0242105263,4.18,2.6432989691,3.1551020408,5.7606060606,4.5050505051,3.8373737374,5.9382352941,4.2961165049,7.8980582524,4.4368932039,4.06,1.6056603774,4.1121495327,4.4917431193,3.9627272727,4.7598214286,6.4577586207,4.9775862069,4.1068965517,4.8661016949,2.9344537815,3.4008,5.0738461538,3.71,2.3938461538,5.2015384615,3.4046153846,3.5615384615,3.3392307692,2.3176923077,4.3515384615,5.2923076923,2.6899224806,2.7658914729,4.5484615385,3.3969230769,3.8523076923,2.9,2.6852601295,3.4034707692,4.6118695055,5.8166656347,1.6056603774,3.9230769231,4.1095230422,9.8074074074,
12-11,9.8827160494,5.82,3.2547368421,4.18,2.7484536082,3.1836734694,5.8414141414,4.5383838384,3.8454545455,5.962745098,4.3262135922,8.445631068,4.4747572816,4.080952381,1.6556603774,4.6289719626,4.5899082569,3.9872727273,4.8464285714,6.4706896552,4.9844827586,4.2784482759,5.1101694915,2.9529411765,3.4208,5.3492307692,3.7230769231,2.6338461538,5.2407692308,3.41,3.6130769231,3.7761538462,2.3261538462,4.3738461538,5.2946153846,2.7604651163,2.9441860465,4.6,3.5123076923,3.8930769231,2.9253846154,2.7592639655,3.5828461538,4.6942089453,5.8535472371,1.6556603774,4.0276923077,4.2292241379,9.8827160494,
12-12,9.9222222222,5.8315789474,3.3315789474,4.2073684211,2.7865979381,3.2193877551,5.9616161616,4.6626262626,3.895959596,5.9656862745,4.367961165,8.9223300971,4.4883495146,4.1114285714,1.6896226415,4.6943925234,4.6321100917,4.0709090909,4.8866071429,6.4853448276,5.0034482759,4.4396551724,5.2237288136,2.9638655462,3.5352,5.4030769231,3.7369230769,2.7123076923,5.2469230769,3.4253846154,3.7553846154,4.05,2.3353846154,4.3723076923,5.3346153846,2.8620155039,3.0069767442,4.7553846154,3.5392307692,3.9107692308,2.9146153846,2.8544737473,3.6776153846,4.7947513736,5.9620231729,1.6896226415,4.0861538462,4.2876647931,9.9222222222,
12-13,10.0061728395,5.8336842105,3.3968421053,4.2063157895,2.8226804124,3.4469387755,6.0363636364,4.8717171717,4.2363636364,6.0882352941,4.6504854369,9.1165048544,4.5262135922,4.1171428571,1.7320754717,4.8859813084,4.647706422,4.1736363636,4.9169642857,6.4844827586,5.0439655172,4.5232758621,5.2415254237,3.1344537815,3.884,5.4669230769,3.9315384615,2.7476923077,5.2669230769,3.4723076923,3.92,4.0661538462,2.3476923077,4.5669230769,5.6961538462,3.1124031008,3.0325581395,5.0792307692,3.5523076923,3.9423076923,2.9069230769,3.0115703668,3.9092,4.9550646552,6.0415508021,1.7320754717,4.2253846154,4.3798197492,10.0061728395,
12-14,9.98625,5.8294736842,3.4410526316,4.2221052632,2.9309278351,3.9632653061,6.0707070707,4.9101010101,4.2727272727,6.3176470588,4.9708737864,9.2660194175,4.5621359223,4.12,2.0566037736,5.0598130841,4.7440366972,4.1745454545,5.10625,6.4689655172,5.2370689655,4.6637931034,5.2593220339,3.5243697479,4.6984,5.4884615385,4.0815384615,2.7869230769,5.3038461538,3.7507692308,3.9684615385,4.0830769231,2.4023076923,4.5761538462,6.0284615385,3.1790697674,3.076744186,5.2176923077,3.6823076923,3.9746153846,2.8961538462,3.0621625509,3.9727692308,5.1396826923,6.0954010695,2.0566037736,4.3584615385,4.5691448842,9.98625,
12-15,10.0125,5.8368421053,3.4757894737,4.3094736842,3.1298969072,4.0224489796,6.0828282828,4.9737373737,4.3111111111,6.3794117647,5.0029126214,9.3582524272,4.5961165049,4.119047619,2.0905660377,5.2925233645,4.8467889908,4.2036363636,5.2678571429,6.4577586207,5.2155172414,4.775,5.2830508475,3.6403361345,4.732,5.5353846154,4.1469230769,3.1423076923,5.32,3.94,4.3407692308,4.3538461538,2.4092307692,4.6146153846,6.4038461538,3.3465116279,3.3914728682,5.27,3.7123076923,4.11,2.8938461538,3.3260912343,4.1163333333,5.2685,6.3818552036,2.0905660377,4.4923076923,4.6053659447,10.0125,
