date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
08-03,19.0875,26.2,15.4875,18.075,18.5125,23.3125,31.5875,18.1875,35.2,14.2625,21.875,30.075,20.3625,16.4,21.5,9.3875,17.2375,17.65,47.85,21.12,17.1,20.58,23.0923076923,24.2142857143,36.2714285714,17.6785714286,15.9785714286,13.8571428571,16.9642857143,22.9428571429,25.6928571429,15.5142857143,33.3071428571,17.8928571429,16.1785714286,18.8285714286,33.1071428571,17.3285714286,14.3785714286,,15.2657142857,17.2739285714,23.0325274725,33.1471428571,9.3875,19.9142857143,18.8285714286,47.85
08-04,19.125,26.375,15.4875,18.1,18.5375,23.3625,31.5875,18.1875,35.2,14.275,22,30.075,20.375,16.4375,21.5375,9.425,17.275,17.65,47.99,21.19,17.13,20.6,23.0923076923,24.2142857143,36.3142857143,17.7,15.9785714286,14.5,16.9642857143,23.3785714286,25.8071428571,15.5214285714,33.3285714286,17.8928571429,16.1857142857,18.9357142857,33.2142857143,17.3642857143,14.3785714286,,15.29,17.3107142857,23.2544230769,33.2371428571,9.425,20.0285714286,18.9357142857,47.99
08-05,19.1625,26.4,15.4875,18.125,18.5625,23.4,31.7875,18.1875,35.2,14.275,22.6125,30.075,20.4,16.45,21.5375,9.4375,17.2875,17.65,48.13,21.22,17.2,20.98,23.0923076923,24.2142857143,36.3285714286,17.8142857143,15.9785714286,14.9857142857,16.9642857143,23.6214285714,26.7571428571,15.5357142857,33.35,17.9,16.2071428571,18.9928571429,33.2142857143,17.3642857143,14.3785714286,,15.3871428571,17.3182142857,23.2769230769,33.2414285714,9.4375,20.0928571429,18.9928571429,48.13
08-06,19.175,26.5125,15.4875,18.125,18.625,23.5375,32.0125,18.2,35.2,14.275,22.6125,30.075,20.4875,16.45,21.55,9.4375,17.2875,17.725,48.37,21.24,17.21,21.2,23.0923076923,24.2357142857,36.3357142857,17.8357142857,16.05,15.0142857143,16.9642857143,23.6357142857,26.9142857143,15.5428571429,33.3571428571,17.9071428571,16.2142857143,19.1857142857,33.2142857143,17.3642857143,14.3785714286,,15.3928571429,17.3182142857,23.3594230769,33.2428571429,9.4375,20.1,19.175,48.37
08-07,19.2875,26.5625,15.525,18.1375,18.7,23.6625,32.0375,18.2,35.2,14.275,22.6125,30.075,20.4875,16.4625,21.5625,9.4375,17.2875,17.725,48.37,21.24,17.23,21.49,23.1384615385,24.2642857143,36.3428571429,18,16.0642857143,15.0142857143,17.1142857143,23.7285714286,27,15.55,33.4,17.9071428571,16.2428571429,19.3857142857,33.2142857143,17.4071428571,14.3785714286,,15.4228571429,17.3353571429,23.4528846154,33.2514285714,9.4375,20.1857142857,19.2875,48.37
08-08,19.525,26.6375,15.525,18.175,18.7125,23.6875,32.175,18.2375,35.2375,14.275,22.6125,30.075,20.5125,16.4625,21.6625,9.4375,17.2875,17.725,48.42,21.25,17.23,21.52,23.1461538462,24.6142857143,36.35,18.1214285714,16.1071428571,15.0214285714,17.5,23.7285714286,27.2142857143,15.55,33.5285714286,17.9071428571,16.2428571429,19.4857142857,33.2142857143,17.4428571429,14.3785714286,,15.4242857143,17.4657142857,23.4709615385,33.2771428571,9.4375,20.2357142857,19.4857142857,48.42
08-09,19.8875,26.6625,16.05,18.1875,18.725,23.725,32.3,18.2625,35.2375,14.275,22.625,30.075,20.5125,16.4625,21.975,9.475,17.2875,17.725,48.75,21.25,17.23,21.55,23.1538461538,25.0357142857,36.3642857143,18.1357142857,16.1285714286,15.0214285714,17.5214285714,23.7428571429,27.2285714286,15.6285714286,33.6,17.9071428571,16.2428571429,19.5785714286,33.2214285714,17.65,14.3785714286,,15.5071428571,17.5728571429,23.4965384615,33.2971428571,9.475,20.3214285714,19.5785714286,48.75
08-10,20.125,26.7125,16.1125,18.225,18.725,23.7375,32.4125,18.2625,35.2375,14.275,23,30.3,20.5125,16.4625,22.4125,9.475,17.2875,17.725,48.98,21.32,17.24,21.58,23.1615384615,25.0571428571,36.3642857143,18.1785714286,16.1285714286,15.0285714286,17.5357142857,23.7785714286,27.2357142857,15.65,33.6285714286,17.9071428571,16.2571428571,19.8428571429,33.4214285714,18.0214285714,14.3785714286,,15.5257142857,17.6114285714,23.5071153846,33.4628571429,9.475,20.4,19.8428571429,48.98
08-11,20.1875,26.7125,16.475,18.2625,18.875,23.75,32.4625,18.3,35.3125,14.275,23.95,30.375,20.8625,16.475,22.5,9.475,17.3,17.7625,49.37,21.32,17.24,21.59,23.1615384615,25.0571428571,36.3642857143,18.2142857143,16.1357142857,15.1214285714,17.55,23.8357142857,27.2714285714,15.6714285714,33.6357142857,17.9071428571,16.3071428571,19.9428571429,33.6857142857,18.4071428571,14.3785714286,,15.5614285714,17.635,23.8014285714,33.6457142857,9.475,20.4428571429,19.9428571429,49.37
08-12,20.3125,26.75,16.7,18.3125,18.95,23.7625,32.4625,18.4125,35.3625,14.275,23.9625,30.4375,20.8875,16.475,22.5625,9.475,17.3,17.7625,49.47,21.38,17.25,21.59,23.1615384615,25.0571428571,36.3642857143,18.2357142857,16.1357142857,15.2285714286,17.6142857143,23.85,27.4071428571,15.7285714286,33.6571428571,17.9071428571,16.3928571429,20.0642857143,33.7714285714,18.5357142857,14.3785714286,,15.6285714286,17.6735714286,23.815,33.68,9.475,20.4857142857,20.0642857143,49.47
08-13,20.6,26.7625,16.725,18.425,19.0625,23.8125,32.4875,18.925,35.5125,14.275,24.075,30.4375,20.8875,16.475,22.6625,9.475,17.3,17.825,50.23,21.39,17.25,21.59,23.1615384615,25.0714285714,36.3642857143,18.35,16.1428571429,15.4214285714,17.6571428571,23.8571428571,27.5428571429,15.7928571429,33.6642857143,17.9071428571,16.4,20.3357142857,33.9357142857,18.6071428571,14.3785714286,,15.7185714286,17.7242857143,23.8392857143,33.7185714286,9.475,20.5357142857,20.3357142857,50.23
08-14,20.675,26.7875,16.7625,18.5,19.1625,23.825,32.4875,19.1375,35.525,14.275,24.1125,30.4375,20.9,16.475,22.8,9.475,17.3,17.8625,50.24,21.39,17.26,21.59,23.1615384615,25.0714285714,36.3642857143,18.4714285714,16.1428571429,15.4785714286,17.6928571429,23.8571428571,27.5785714286,15.7928571429,33.6642857143,17.9071428571,16.6642857143,20.4642857143,34.0214285714,18.6714285714,14.4142857143,,15.73,17.7607142857,23.8442857143,33.7357142857,9.475,20.5642857143,20.4642857143,50.24
08-15,20.7125,26.85,16.8,18.5875,19.175,23.8625,32.4875,19.2,35.5375,14.275,24.1125,30.5,20.9125,16.6125,22.8,9.475,17.3,17.9,50.54,21.39,17.29,21.6,23.1615384615,25.0714285714,36.3785714286,18.6285714286,16.1571428571,15.5142857143,17.6928571429,23.8571428571,27.5785714286,15.9071428571,33.6714285714,17.9071428571,16.75,20.7357142857,34.0214285714,18.6785714286,14.4285714286,,15.8285714286,17.7757142857,23.8603571429,33.7414285714,9.475,20.6071428571,20.7125,50.54
08-16,20.725,26.85,16.85,18.7375,19.2125,23.9375,32.5,19.2125,35.5375,14.275,24.1125,30.5375,20.9125,16.6625,22.8625,9.475,17.725,17.975,50.63,21.4,17.5,21.6,23.1769230769,25.0714285714,36.3785714286,18.6642857143,16.1571428571,15.5214285714,17.7,23.8571428571,27.6285714286,16.2214285714,33.6785714286,17.9142857143,16.8357142857,20.8142857143,34.1928571429,18.6785714286,14.4571428571,,16.03,17.8007142857,23.9053571429,33.7814285714,9.475,20.6214285714,20.725,50.63
08-17,20.75,26.85,16.85,18.9375,19.225,23.9375,32.5,19.2125,35.675,14.3,24.1125,30.5625,20.9125,16.6875,22.8625,9.475,17.8125,18.2,50.66,21.4,17.63,21.6,23.1769230769,25.0714285714,36.3785714286,18.8357142857,16.1571428571,15.5214285714,17.7,23.8642857143,27.6857142857,16.5,33.6785714286,17.9142857143,16.8642857143,20.9785714286,34.4285714286,18.6785714286,14.4571428571,,16.03,17.8532142857,23.9082142857,33.8285714286,9.475,20.7357142857,20.75,50.66
08-18,20.7625,26.85,17.525,18.95,19.225,23.9625,32.5,19.325,35.7,14.3125,24.1125,30.7875,20.9125,16.825,22.8625,9.4875,17.825,18.2625,50.69,21.42,17.81,21.6,23.1769230769,25.0714285714,36.3785714286,19.05,16.2357142857,15.5928571429,17.7,23.8928571429,27.7214285714,16.7357142857,33.6785714286,17.9142857143,17.5142857143,21.2,34.55,18.8928571429,14.4642857143,,16.1071428571,17.8607142857,23.9346428571,33.8528571429,9.4875,20.7857142857,20.7625,50.69
08-19,20.775,26.85,17.6,18.95,19.2375,23.975,32.5,19.4,35.7125,14.3125,24.1125,30.825,20.95,16.85,22.9125,9.4875,17.8375,18.3875,50.72,21.43,17.82,21.77,23.1769230769,25.2357142857,36.3785714286,19.3071428571,16.3357142857,15.6928571429,17.7,23.9785714286,27.7214285714,16.7357142857,33.6785714286,17.9214285714,18.9071428571,21.6785714286,34.65,18.9428571429,14.4642857143,,16.2071428571,18.1078571429,23.9771428571,33.8728571429,9.4875,20.8857142857,20.775,50.72
08-20,20.775,26.8625,17.6375,19,19.275,24.0125,32.5375,19.5625,35.7125,14.3125,24.1125,30.825,20.9625,16.8625,23.1,9.4875,17.9,18.45,50.79,21.43,17.82,21.83,23.1769230769,25.35,36.3928571429,19.7357142857,16.35,16.4,17.7,24.0071428571,27.7214285714,16.7357142857,33.6785714286,17.9428571429,19.0071428571,21.8285714286,35.2142857143,18.9428571429,14.4642857143,,16.39,18.1457142857,24.0103571429,33.9857142857,9.4875,20.9571428571,20.775,50.79
08-21,20.7875,26.875,17.6375,19.025,19.2875,24.0125,32.975,19.6875,35.8875,14.3125,24.1125,30.825,21.1,16.875,23.225,9.4875,17.95,19.05,50.84,21.43,17.82,21.83,23.1769230769,25.35,36.3928571429,19.8,16.3571428571,16.4071428571,17.7,24.0071428571,27.7357142857,16.7357142857,33.6857142857,17.95,19.0142857143,22.0142857143,36.6285714286,18.9642857143,14.4642857143,,16.3971428571,18.3557142857,24.0103571429,34.1260714286,9.4875,20.9714285714,20.7875,50.84
08-22,20.8375,26.875,17.65,19.025,19.2875,24.0875,33.0375,19.775,35.9375,14.3125,24.1125,30.8375,21.35,16.875,23.35,9.4875,18.0875,19.1625,50.85,21.44,17.82,21.83,23.1769230769,25.35,36.3928571429,20.4357142857,16.4714285714,16.5071428571,17.7,24.1142857143,27.8785714286,16.7857142857,33.6857142857,17.9928571429,19.0214285714,22.1,37.7928571429,19.0214285714,14.5,,16.5,18.4610714286,24.1025,34.1360714286,9.4875,21.1214285714,20.8375,50.85
08-23,21.0625,26.8875,17.6625,19.0375,19.425,25.2125,33.05,19.7875,36.1625,14.3125,24.1375,30.8375,21.5,16.875,23.3625,9.4875,18.175,19.1625,50.87,21.45,17.82,21.83,23.2692307692,25.35,36.3928571429,21.1785714286,16.6071428571,16.5214285714,17.7428571429,24.2785714286,27.9071428571,16.8357142857,33.6857142857,18.0357142857,19.0214285714,22.1857142857,38.15,19.3642857143,14.5214285714,,16.59,18.5135714286,24.2221428571,34.1810714286,9.4875,21.2785714286,21.1785714286,50.87
08-24,21.675,26.9,17.7375,19.0375,19.4625,25.3,33.0625,19.8,36.3125,14.325,24.1375,30.8375,21.5625,16.875,23.375,9.4875,18.1875,19.2,50.88,21.46,17.82,21.83,23.4153846154,25.3642857143,36.4,21.3214285714,16.9,16.5357142857,17.7785714286,24.3357142857,27.9142857143,16.8928571429,33.6857142857,18.4071428571,19.0214285714,22.25,38.3285714286,19.45,14.6285714286,,16.8071428571,18.6528571429,24.2564285714,34.2110714286,9.4875,21.3214285714,21.46,50.88
08-25,21.7875,26.9125,17.775,19.0375,19.475,25.3625,33.0875,19.8,36.3625,14.4875,24.15,30.9,21.5625,17.175,23.375,9.4875,18.2625,19.2125,50.88,21.47,17.83,21.83,23.4230769231,25.3785714286,36.4,21.3214285714,17.1357142857,16.5357142857,17.7928571429,24.3571428571,28.1214285714,16.9,33.6857142857,18.4142857143,19.0214285714,22.55,38.4071428571,19.4642857143,14.85,,16.8271428571,18.6571428571,24.2742857143,34.2210714286,9.4875,21.3285714286,21.47,50.88
08-26,21.825,26.95,17.8125,19.05,19.4875,25.575,33.1625,19.8125,36.3875,14.825,24.15,30.9375,21.6375,17.325,23.375,9.4875,18.2625,19.2125,50.89,21.47,17.84,21.84,23.4230769231,25.3785714286,36.4214285714,21.4285714286,17.3928571429,16.5357142857,17.8285714286,24.4571428571,28.1214285714,16.9142857143,33.6857142857,18.4357142857,19.0214285714,22.6785714286,38.4214285714,19.5071428571,14.9571428571,,16.8385714286,18.67,24.3342857143,34.2260714286,9.4875,21.3785714286,21.47,50.89
08-27,21.8875,27.3625,17.8125,19.05,19.5125,25.625,33.2875,19.825,36.4,14.8625,24.175,30.9375,21.675,17.35,23.375,9.4875,18.2875,19.225,50.89,21.49,18.15,21.85,23.4230769231,25.4642857143,36.6,21.4571428571,17.6785714286,16.9071428571,18.0857142857,24.6,28.15,16.9214285714,33.6928571429,18.4357142857,19.0214285714,22.8142857143,38.45,19.5142857143,15.5642857143,,16.9185714286,18.67,24.43,34.2342857143,9.4875,21.5071428571,21.49,50.89
08-28,21.9,27.6,17.8125,19.0625,19.75,25.625,33.3625,19.825,36.4125,14.8625,24.2,30.9375,21.775,17.7,23.3875,9.4875,18.3375,19.25,50.9,21.49,18.74,21.86,23.4230769231,25.5142857143,36.6357142857,21.4642857143,17.85,16.9071428571,18.2142857143,24.8357142857,28.15,16.95,33.7071428571,18.45,19.0214285714,22.8857142857,38.4571428571,19.5142857143,15.9,,16.9414285714,18.8525714286,24.5814285714,34.2482142857,9.4875,21.5428571429,21.49,50.9
08-29,21.925,27.7125,17.8125,19.0625,19.8375,25.625,33.45,19.95,36.4125,14.8875,24.2,30.9375,21.8,17.9125,23.3875,9.4875,18.3625,19.25,50.9,21.5,18.97,21.89,23.4230769231,25.5642857143,36.8285714286,21.4714285714,17.8642857143,16.9142857143,18.2428571429,24.8428571429,28.1928571429,16.95,33.7928571429,18.4571428571,19.0214285714,22.8857142857,38.4571428571,19.5142857143,15.9285714286,,16.9428571429,18.9905714286,24.5857142857,34.3167857143,9.4875,21.55,21.5,50.9
08-30,21.925,27.7375,17.8125,19.0625,19.8375,25.625,33.95,19.95,36.4125,14.8875,24.225,30.9375,21.85,18.4125,23.5875,9.4875,18.3625,19.25,50.9,21.5,19.02,21.9,23.4230769231,25.5928571429,36.8357142857,21.5071428571,17.95,16.9142857143,18.2428571429,24.8428571429,28.5785714286,16.95,33.7928571429,18.4785714286,19.0571428571,22.8928571429,38.4642857143,19.5142857143,16.2142857143,,16.9428571429,19.0348571429,24.5957142857,34.4425,9.4875,21.5714285714,21.5071428571,50.9
08-31,21.925,27.85,17.8125,19.0625,19.8375,26.1125,33.9625,19.975,36.4125,14.8875,24.4375,31.025,22.775,19.2625,23.5875,9.4875,18.3875,19.2625,50.91,21.51,19.07,21.96,23.4230769231,25.6071428571,36.8357142857,21.5642857143,18.3857142857,16.9285714286,18.25,24.8428571429,28.6214285714,16.9571428571,33.8,18.5,19.0928571429,22.8928571429,38.4642857143,19.5428571429,16.2285714286,,16.9514285714,19.0791428571,24.6807142857,34.4525,9.4875,21.7285714286,21.5642857143,50.91
09-01,21.925,27.8875,17.8125,19.0625,19.95,26.2375,34,19.975,36.4375,14.9625,24.5,31.35,22.875,19.3125,23.5875,9.4875,18.4,19.2625,50.92,21.51,19.08,22.05,23.4230769231,25.6071428571,36.8642857143,21.6571428571,19.0071428571,16.9285714286,18.25,24.8428571429,28.7,16.9785714286,33.8,18.5214285714,19.3071428571,22.8928571429,38.6571428571,19.5642857143,16.2642857143,,16.9685714286,19.153,24.7057142857,34.4875,9.4875,21.7785714286,21.6571428571,50.92
09-02,21.925,28.0375,17.8125,19.0625,19.9625,26.25,34.0125,19.975,36.4375,14.9625,24.675,31.6,22.9125,19.375,23.5875,9.4875,18.45,19.2625,50.92,21.59,19.11,22.1,23.4307692308,25.6071428571,36.8857142857,21.7214285714,19.45,16.9285714286,18.2571428571,24.9142857143,28.7071428571,16.9785714286,33.8,18.5214285714,19.7285714286,22.8928571429,39.9428571429,19.5642857143,16.2642857143,,16.9685714286,19.3075,24.8185714286,34.4975,9.4875,21.8357142857,21.7214285714,50.92
09-03,21.925,28.075,17.8125,19.075,19.9625,26.3875,34.0125,20.05,36.45,14.9625,24.8125,31.625,22.95,19.4125,23.5875,9.4875,18.45,19.2625,50.92,21.59,19.17,22.11,23.4846153846,25.6071428571,36.8928571429,21.7357142857,19.5785714286,16.9285714286,18.2714285714,24.9428571429,28.7142857143,17.0285714286,33.8285714286,18.5214285714,19.7428571429,22.8928571429,40.2714285714,19.5785714286,16.2857142857,,17.0085714286,19.3225,24.8907142857,34.5,9.4875,21.8642857143,21.7357142857,50.92
09-04,21.9375,28.1,17.825,19.125,19.9625,26.4375,34.0125,20.2,36.45,14.9625,25.6375,31.6375,22.95,19.425,23.5875,9.4875,18.4875,19.4125,50.92,21.59,19.2,22.12,23.5538461538,25.6071428571,36.9,21.7357142857,19.75,16.9357142857,18.2714285714,24.9714285714,28.7142857143,17.1928571429,33.9571428571,18.5214285714,19.75,22.8928571429,40.5214285714,19.6071428571,16.3285714286,,17.1414285714,19.4175,25.3528571429,34.5,9.4875,21.9214285714,21.7357142857,50.92
09-05,21.9375,28.125,17.8375,19.225,19.9625,26.4375,34.025,20.225,36.45,14.9625,25.85,31.75,22.975,19.425,23.65,9.4875,18.5375,19.5,50.95,21.6,19.21,22.12,23.6076923077,25.6071428571,36.9071428571,21.8285714286,19.8428571429,16.9857142857,18.3,24.9857142857,28.7214285714,17.2285714286,34.0285714286,18.5214285714,19.75,22.9,40.5928571429,19.6214285714,16.9857142857,,17.18,19.455,25.3585714286,34.5128571429,9.4875,21.9428571429,21.8285714286,50.95
09-06,21.95,28.125,17.8375,19.4,20.025,26.45,34.025,20.25,36.5875,15.0375,25.8625,32.3125,22.9875,19.4375,23.65,9.4875,18.6875,19.5,50.95,21.62,19.39,22.12,23.8076923077,25.6142857143,36.9428571429,21.8285714286,19.8714285714,16.9857142857,18.3285714286,24.9928571429,28.7214285714,17.4785714286,34.0571428571,18.5214285714,19.75,22.9,40.6,19.6357142857,17.0857142857,,17.4,19.4625,25.3657142857,34.5632142857,9.4875,22.0214285714,21.8285714286,50.95
09-07,22.05,28.125,17.8375,19.5875,20.5875,26.45,34.0375,20.325,37.1,15.2625,25.975,32.4625,22.9875,19.4375,23.675,10.05,18.8625,19.5,50.96,21.76,19.39,22.12,23.8076923077,25.6214285714,36.9785714286,21.8285714286,19.9285714286,16.9857142857,18.3285714286,25,28.7857142857,17.4785714286,34.0642857143,18.5214285714,19.75,22.9071428571,40.6071428571,19.6357142857,17.2,,17.4228571429,19.535,25.3728571429,34.6471428571,10.05,22.0571428571,21.8285714286,50.96
09-08,22.0625,28.125,17.8375,19.7625,21.6125,26.45,34.0375,20.3375,37.1125,15.275,25.9875,32.6125,22.9875,19.4375,23.675,10.6625,18.8875,19.5,50.96,22.06,19.41,22.12,23.8076923077,25.7214285714,36.9785714286,21.8357142857,20.3785714286,16.9928571429,18.3428571429,25.0071428571,28.8214285714,17.4785714286,34.1,18.5357142857,19.75,22.9142857143,40.6142857143,19.7214285714,17.2071428571,,17.4242857143,19.5885714286,25.4357142857,34.6757142857,10.6625,22.1928571429,22.06,50.96
09-09,22.0625,28.1375,17.8375,19.8,21.675,26.45,34.0375,20.3375,37.25,15.3875,26.6,32.7125,22.9875,19.4625,23.675,10.825,18.9125,19.5,50.99,22.11,19.41,22.13,23.8076923077,25.7571428571,37.0214285714,21.85,20.6357142857,17.65,18.3428571429,25.0071428571,29.0285714286,17.4785714286,34.1,18.6,19.75,23.0142857143,40.6357142857,19.7714285714,17.2142857143,,17.6157142857,19.6,25.4571428571,34.6842857143,10.825,22.25,22.0625,50.99
09-10,22.075,28.15,17.85,19.8,21.7125,26.4625,34.0375,20.3375,37.2625,15.55,26.7125,33.0875,23,19.4625,23.675,10.85,18.925,19.7,51.08,22.16,19.44,22.17,23.8846153846,25.7785714286,37.0857142857,21.85,20.7571428571,18.2428571429,18.3428571429,25.0071428571,29.25,17.4857142857,34.1285714286,18.6714285714,19.75,23.0142857143,40.6428571429,19.8785714286,17.2142857143,,17.7771428571,19.72,25.47,34.72,10.85,22.3428571429,22.075,51.08
09-11,22.075,28.1625,17.8625,19.8,21.9125,26.4875,34.0375,20.3375,37.2875,15.8125,26.7125,33.4125,23,19.4625,23.675,10.9125,18.9375,19.7125,51.08,22.17,19.54,22.19,23.9230769231,25.7928571429,37.2357142857,22.1,21.2285714286,18.2428571429,18.3428571429,25.0071428571,29.25,17.4928571429,34.1642857143,18.6785714286,19.75,23.1,40.7285714286,19.8785714286,17.2357142857,,17.7885714286,19.7275,25.4785714286,34.7785714286,10.9125,22.4142857143,22.1,51.08
09-12,22.0875,28.2,17.8625,19.8,21.95,26.4875,34.0375,20.3375,37.3,16.0625,26.7625,34.6,23.0875,19.4625,23.675,11.275,18.9375,19.725,51.08,22.17,19.54,22.2,23.9461538462,25.7928571429,37.6285714286,22.8571428571,21.9142857143,18.2428571429,18.3428571429,25.0071428571,29.25,17.4928571429,34.2071428571,18.6785714286,19.7642857143,23.1142857143,40.8285714286,19.8928571429,17.2642857143,,17.7885714286,19.7407142857,25.4785714286,35.14,11.275,22.5642857143,22.17,51.08
09-13,22.1,28.3,17.8625,19.8,21.9625,26.4875,34.05,20.375,37.3125,16.0625,26.775,34.85,23.1625,19.4625,23.7625,11.275,18.9375,19.725,51.11,22.17,19.54,22.2,23.9846153846,25.8285714286,37.7142857143,22.8714285714,22.0857142857,18.2428571429,18.4285714286,25.0285714286,29.2642857143,17.5071428571,34.2285714286,18.6785714286,19.7714285714,23.3428571429,40.8928571429,19.9214285714,17.2714285714,,17.7914285714,19.7435714286,25.5085714286,35.3425,11.275,22.5785714286,22.17,51.11
09-14,22.2375,28.3375,17.875,19.8,21.975,26.4875,34.0625,20.45,37.3125,16.225,26.9875,34.875,23.175,19.4625,23.7875,11.3,18.9375,19.725,51.12,22.18,19.54,22.2,24.0153846154,25.8285714286,37.8285714286,22.8857142857,22.1142857143,18.2428571429,18.6928571429,25.1,29.3142857143,17.5071428571,34.2285714286,18.6785714286,19.7785714286,24.2857142857,41.0285714286,19.9214285714,17.2785714286,,17.8014285714,19.7464285714,25.5371428571,35.3625,11.3,22.5857142857,22.2,51.12
09-15,22.25,28.3875,17.875,19.8,21.9875,26.4875,34.1125,20.45,37.3125,16.2625,27.575,34.875,23.525,19.4625,23.7875,11.3375,18.9375,19.7625,51.12,22.44,19.54,22.2,24.1153846154,25.8285714286,38.1857142857,22.8857142857,22.2214285714,18.25,19.2,25.1142857143,30.0571428571,17.5071428571,34.25,18.6857142857,19.7928571429,24.55,41.1,19.9214285714,17.2857142857,,17.8014285714,19.7746428571,25.5428571429,35.3625,11.3375,22.7,22.25,51.12
09-16,22.25,28.3875,17.875,19.825,22,26.5125,34.1125,20.4625,37.3125,16.2625,28.1375,34.875,23.5875,19.4625,23.7875,11.35,18.9375,19.775,51.13,22.46,19.54,22.21,24.1230769231,25.8285714286,38.25,22.8857142857,22.3,18.2571428571,19.8285714286,25.1142857143,30.1357142857,17.5071428571,34.25,18.6857142857,19.8,24.5714285714,41.1071428571,19.9214285714,17.2857142857,,17.8014285714,19.81,25.5428571429,35.3625,11.35,22.7928571429,22.3,51.13
09-17,22.25,28.4125,17.875,19.8625,22,26.5375,34.1125,20.4625,37.3375,16.775,28.1625,34.9125,23.8,19.4625,23.7875,11.4375,18.9375,19.775,51.14,22.5,19.55,22.21,24.1230769231,25.8285714286,38.4928571429,22.8857142857,22.3,18.2642857143,19.9642857143,25.1142857143,30.1571428571,17.5071428571,34.2571428571,18.6857142857,19.8071428571,24.5857142857,41.1357142857,19.9571428571,17.2928571429,,17.8014285714,19.8292857143,25.5428571429,35.3975,11.4375,22.8,22.3,51.14
09-18,22.25,28.425,17.95,19.875,22,26.5625,34.125,20.4625,37.3625,16.775,28.1875,34.9125,23.8125,19.4875,23.7875,11.4375,18.95,19.7875,51.15,22.52,19.58,22.27,24.1230769231,25.8285714286,38.5071428571,22.8928571429,22.3071428571,18.3,19.9714285714,25.1142857143,30.1571428571,17.5071428571,34.2642857143,18.6857142857,19.8285714286,24.5857142857,41.1357142857,19.9785714286,17.2928571429,,17.8614285714,19.8471428571,25.5428571429,35.4025,11.4375,22.8071428571,22.3071428571,51.15
09-19,22.25,28.425,18.025,20.1,22,26.8,34.15,20.4625,37.3625,16.825,28.25,34.925,23.9125,19.4875,23.7875,11.4625,18.95,19.975,51.16,22.52,19.6,22.31,24.2076923077,25.8285714286,38.5071428571,22.9071428571,22.3642857143,18.3,19.9714285714,25.1142857143,30.1642857143,17.5142857143,34.2714285714,18.6857142857,20.05,24.5857142857,41.1428571429,19.9857142857,17.3428571429,,17.9228571429,19.9792857143,25.5428571429,35.4125,11.4625,22.8285714286,22.3642857143,51.16
09-20,22.25,28.4625,18.1375,20.125,22,26.8125,34.1625,20.775,37.3625,16.85,28.35,34.9625,23.925,19.4875,23.7875,11.4625,18.95,20.475,51.17,22.52,19.61,22.31,24.2769230769,25.8285714286,38.5071428571,22.9071428571,22.3642857143,18.3357142857,19.9714285714,25.1142857143,30.1642857143,17.5285714286,34.2857142857,18.6857142857,20.05,24.6,41.1571428571,19.9928571429,17.3714285714,,18.0157142857,20.0157142857,25.5428571429,35.4425,11.4625,22.8571428571,22.3642857143,51.17
09-21,22.25,28.475,18.1625,20.125,22,26.825,34.175,20.8875,37.3625,16.85,28.425,34.975,23.95,19.4875,23.7875,11.4625,18.95,20.525,51.22,22.55,19.62,22.33,24.2769230769,25.8285714286,38.5142857143,22.9071428571,22.3785714286,18.5928571429,19.9785714286,25.2214285714,30.1714285714,17.5285714286,34.2928571429,18.6857142857,20.05,24.6357142857,41.1785714286,20.0142857143,17.3714285714,,18.0357142857,20.0285714286,25.5857142857,35.4525,11.4625,22.9,22.3785714286,51.22
09-22,22.25,28.575,18.1625,20.175,22.025,26.8375,34.175,20.9,37.4125,16.85,28.425,34.9875,23.95,19.4875,23.7875,11.4625,18.95,20.5375,51.25,22.55,19.64,22.33,24.2923076923,25.8357142857,38.5285714286,22.9071428571,22.3785714286,19,19.9785714286,25.7642857143,30.3142857143,17.5285714286,34.3,18.6857142857,20.0571428571,24.9642857143,41.1928571429,20.0428571429,17.3785714286,,18.0357142857,20.0485714286,25.8071428571,35.4725,11.4625,22.9214285714,22.3785714286,51.25
09-23,22.25,28.5875,18.1625,20.3625,22.025,26.8375,34.175,20.9,37.4375,16.85,28.425,34.9875,23.975,19.5625,23.7875,11.4625,18.95,20.5375,51.25,22.56,21.67,22.36,24.3,25.8571428571,38.5285714286,22.9071428571,22.4428571429,19.0285714286,19.9785714286,26.5,30.3714285714,17.5285714286,34.3,18.7071428571,20.0571428571,24.9785714286,41.2214285714,20.0428571429,17.4071428571,,18.0357142857,20.1792857143,26.2428571429,35.4775,11.4625,23.05,22.4428571429,51.25
09-24,22.25,28.6,18.1625,20.7,22.025,26.8375,34.2,20.9,37.4375,16.85,28.4375,35.025,23.975,19.95,23.7875,11.4875,18.95,20.5375,51.25,22.57,21.8,22.43,24.3,25.8571428571,38.5285714286,22.9142857143,22.4571428571,19.0285714286,19.9785714286,26.5357142857,30.4357142857,17.5285714286,34.3714285714,18.7071428571,20.0571428571,24.9785714286,41.2357142857,20.0571428571,17.4142857143,,18.0357142857,20.2492857143,26.2642857143,35.5075,11.4875,23.0571428571,22.4571428571,51.25
