date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
02-27,9.6375,13.8125,8.8125,8.425,7.4,12.3125,25.1125,11.55,18.0875,8.575,16.175,14.4375,9.95,9.5,13.075,5.6875,9.3625,11.2625,34.22,7.31,9.45,15.59,16.8230769231,15.8857142857,26.0857142857,9.7285714286,9.5357142857,5.95,6.5785714286,13.6571428571,19.1142857143,5.2071428571,18.4428571429,11.1714285714,7.25,13.2857142857,19.95,11.15,6.4,16.8642857143,6.5428571429,9.3975,14.1875,19.2814285714,5.2071428571,11.6428571429,11.1714285714,34.22
02-28,9.6375,13.8875,8.8125,8.45,7.4875,12.325,25.4625,11.725,18.1125,8.65,16.8625,14.4375,9.95,9.5875,13.375,5.6875,9.85,11.975,34.22,7.36,9.97,15.6,16.8230769231,16.15,26.1,9.8571428571,9.5357142857,6.2928571429,6.6071428571,13.6571428571,19.3857142857,5.2285714286,18.5,11.1714285714,7.25,13.2928571429,20.3428571429,11.1714285714,6.4,16.8642857143,6.5657142857,9.5564285714,14.2175,19.5771428571,5.2285714286,11.75,11.1714285714,34.22
02-29,,13.9125,,,,12.325,,,,8.725,,,,9.95,,,,12.4375,,,,15.61,,,,10.0714285714,,,,13.6571428571,,,,11.1857142857,,,,11.1714285714,,,6.5657142857,9.5564285714,14.2175,19.5771428571,5.2285714286,11.8785714286,11.1714285714,34.22
03-01,9.65,14,8.8125,8.45,8.75,12.3375,25.4875,11.75,18.375,8.75,16.975,14.55,9.95,10.15,13.9125,5.7,9.9875,12.4625,34.32,8.22,10.17,15.63,16.8230769231,16.1785714286,26.1071428571,10.1214285714,9.5571428571,7.4428571429,7.4857142857,13.6571428571,19.4285714286,5.2571428571,18.5,11.2,7.25,13.2928571429,20.7785714286,11.1714285714,6.4,16.8642857143,7.4042857143,9.5942857143,14.33,19.6985714286,5.2571428571,11.8928571429,11.2,34.32
03-02,9.65,14.225,8.8375,8.4625,10.075,12.375,25.525,11.7625,18.6375,8.775,16.9875,14.65,9.95,10.3125,13.975,5.7375,10.25,12.55,34.33,8.23,10.17,15.65,16.8230769231,16.1928571429,26.1285714286,10.2714285714,9.5642857143,7.6642857143,8.0142857143,13.6571428571,19.4285714286,5.2714285714,18.5857142857,11.3214285714,7.2714285714,13.3,21.9,11.2,6.4,16.8642857143,7.5857142857,9.77,14.48,19.9228571429,5.2714285714,12.0142857143,11.3214285714,34.33
03-03,9.65,14.25,10.0625,8.475,10.2875,13.1875,25.525,11.7625,18.8,8.775,16.9875,14.7375,9.9625,10.35,14.25,5.7375,10.325,12.625,34.51,8.23,10.18,15.66,16.9384615385,16.2357142857,26.1642857143,10.2928571429,9.5642857143,7.6642857143,9.2214285714,13.6571428571,19.4285714286,5.2714285714,19.35,11.35,7.2785714286,13.3,21.9285714286,11.7,6.4714285714,16.8785714286,7.5871428571,10.0025,14.5425,19.9285714286,5.2714285714,12.0928571429,11.7,34.51
03-04,9.6625,14.25,10.4,8.475,10.3,13.9125,25.5375,11.7875,19.25,8.7875,17.0125,14.75,9.9625,10.35,14.3375,5.7375,10.35,12.65,34.54,8.26,10.21,15.66,16.9384615385,16.3,26.1928571429,10.2928571429,9.6142857143,7.6714285714,9.3285714286,13.6571428571,19.4357142857,5.4857142857,19.5428571429,11.35,7.3928571429,13.3,21.9357142857,11.7571428571,6.6928571429,16.8785714286,7.6157142857,10.0615,14.585,20.0214285714,5.4857142857,12.1571428571,11.7571428571,34.54
03-05,9.7,14.2625,10.425,8.5375,10.525,14,25.5375,11.7875,19.35,8.825,17.0125,14.75,9.9625,10.4,14.4375,5.7375,10.4875,12.6875,34.54,8.29,10.22,15.66,16.9846153846,16.5928571429,26.2,10.2928571429,9.6428571429,7.6928571429,9.3357142857,13.6571428571,19.4357142857,5.6571428571,19.5428571429,11.3571428571,7.4214285714,13.4142857143,21.95,11.7642857143,6.7,16.8857142857,7.6385714286,10.0655,14.625,20.0242857143,5.6571428571,12.1714285714,11.7642857143,34.54
03-06,9.75,14.275,10.4375,8.95,10.7625,14.0625,25.5875,11.7875,20.5375,9.25,17.0125,14.825,9.9625,11.475,14.4625,5.7625,10.6375,12.7375,34.54,8.35,10.23,15.66,17.0076923077,16.6285714286,26.2214285714,10.3214285714,9.6642857143,7.6928571429,9.3357142857,13.6642857143,19.5285714286,5.6571428571,19.7928571429,11.3642857143,7.4428571429,13.7857142857,21.9785714286,11.7642857143,7.2571428571,16.9285714286,7.6428571429,10.0695,14.68,20.8257142857,5.6571428571,12.2071428571,11.7642857143,34.54
03-07,9.7625,14.3125,10.4375,9.0125,10.85,14.25,25.5875,11.7875,20.6,9.2875,17.025,16.025,9.9625,12.0875,14.65,5.8125,10.6625,12.7625,34.54,8.44,10.23,15.67,17.0923076923,16.8642857143,26.3,10.4214285714,9.6642857143,7.7214285714,9.3357142857,14.4571428571,19.5285714286,5.6571428571,21.4357142857,11.3928571429,7.4428571429,13.85,22.0214285714,11.7714285714,8.1857142857,16.9571428571,8.0928571429,10.0695,15.262,21.5528571429,5.6571428571,12.3785714286,11.7875,34.54
03-08,9.875,14.325,10.4375,9.025,10.8625,14.6875,25.6,11.7875,20.625,9.3125,17.0375,16.0875,10.125,12.125,14.75,6.0125,10.675,12.7875,34.54,8.6,10.24,15.68,17.1615384615,17.1928571429,26.8928571429,10.4642857143,9.6928571429,7.7642857143,9.3357142857,14.4928571429,19.5785714286,5.6571428571,21.8,11.4,7.4428571429,13.8785714286,22.0214285714,11.8714285714,8.3571428571,16.9714285714,8.2385714286,10.171,15.308,21.8442857143,5.6571428571,12.4357142857,11.8714285714,34.54
03-09,9.975,14.35,10.4375,9.025,10.8625,15.1,25.6375,11.7875,20.6625,9.3375,17.0375,16.1625,10.125,12.85,14.775,6.2,10.7,12.8,34.54,8.75,10.24,15.72,17.1923076923,17.3214285714,26.9714285714,10.4642857143,10.5,7.7642857143,9.3357142857,14.4928571429,19.5785714286,5.6642857143,22.2,11.5071428571,7.4571428571,13.9142857143,22.0214285714,11.8785714286,8.3642857143,16.9714285714,8.2442857143,10.319,15.472,22.0571428571,5.6642857143,12.5214285714,11.8785714286,34.54
03-10,10.025,14.75,10.4375,9.025,10.875,15.1375,25.65,11.7875,20.7125,9.3375,17.075,16.175,10.1375,13.1375,15.2875,6.35,10.7,12.8375,34.54,9.24,10.24,15.72,17.3846153846,18.1,26.9714285714,10.4642857143,10.8,7.7642857143,9.3357142857,14.5214285714,19.5785714286,5.6714285714,22.2571428571,11.5071428571,7.5071428571,13.9285714286,22.0642857143,11.8857142857,8.3642857143,16.9714285714,8.2442857143,10.319,15.547,22.1028571429,5.6714285714,12.5857142857,11.8857142857,34.54
03-11,10.025,15.0625,10.4375,9.05,10.875,15.15,25.7,11.85,21.35,9.3375,17.075,16.1875,10.1625,13.15,15.6625,6.35,10.7125,12.85,34.55,9.73,10.24,15.73,17.3846153846,18.1928571429,26.9714285714,10.4642857143,10.8,7.7714285714,9.35,14.5214285714,19.5785714286,5.7928571429,22.3357142857,11.65,7.7714285714,13.9857142857,22.6785714286,11.8928571429,8.3714285714,16.9714285714,8.2514285714,10.319,15.703,22.4042857143,5.7928571429,12.6142857143,11.8928571429,34.55
03-12,10.025,15.075,10.4375,10.075,11.2625,15.15,25.775,11.9875,23.9125,9.3625,17.075,16.1875,10.3625,13.1875,15.8625,6.3625,10.7625,12.85,34.55,10.25,10.24,15.73,17.3846153846,18.25,26.9714285714,10.4642857143,10.8,7.7714285714,9.35,14.6428571429,19.5785714286,5.9071428571,22.4214285714,11.8,8.1642857143,13.9928571429,23.4357142857,11.9,8.3857142857,16.9714285714,8.3414285714,10.3925,15.8095,23.5310714286,5.9071428571,12.7357142857,11.9875,34.55
03-13,10.025,15.075,10.45,10.45,11.275,15.15,25.775,12.0625,24.325,9.5375,17.075,16.2125,10.3875,13.1875,15.9125,6.3625,10.7625,12.875,34.55,10.54,10.24,15.73,17.3846153846,18.2642857143,26.9714285714,10.4642857143,10.8,7.7714285714,9.35,14.75,19.5785714286,5.9071428571,22.7071428571,12.15,8.55,13.9928571429,23.5071428571,12.0142857143,8.55,16.9714285714,8.55,10.4557142857,15.8395,23.6707142857,5.9071428571,12.8142857143,12.15,34.55
03-14,10.1,15.0875,10.4625,10.475,11.4125,15.15,25.7875,12.0875,24.325,9.875,17.075,16.4125,10.3875,13.1875,15.925,6.45,10.7625,12.875,34.58,10.55,10.24,15.73,17.3846153846,18.5642857143,26.9714285714,10.4642857143,10.8,7.7714285714,9.35,14.75,19.5785714286,5.9785714286,23.0071428571,13.2214285714,8.7285714286,13.9928571429,23.6285714286,12.1142857143,9.8142857143,16.9714285714,9.2257142857,10.4685714286,15.847,23.7678571429,5.9785714286,13.1214285714,12.875,34.58
03-15,10.625,15.15,10.5,10.4875,11.625,15.1625,25.9,12.0875,24.375,9.9125,17.075,16.5,10.3875,13.1875,15.925,6.4875,10.7625,12.875,34.61,10.65,10.24,15.73,17.3846153846,18.6428571429,26.9928571429,10.4642857143,10.8,7.7714285714,9.35,14.7857142857,19.5785714286,6.3071428571,23.0285714286,13.5928571429,8.7285714286,13.9928571429,24.4,12.2285714286,10.1142857143,16.9714285714,9.2257142857,10.55,15.847,24.38,6.3071428571,13.2285714286,12.875,34.61
03-16,11.475,15.275,10.5125,10.5125,12.1125,15.1625,25.925,12.1,24.4,9.925,17.075,16.5125,10.3875,13.2,15.9625,6.5125,11.075,12.875,34.65,10.69,10.24,15.77,17.3923076923,18.65,27,10.4642857143,10.8,7.7714285714,9.35,14.7857142857,19.5785714286,6.5642857143,23.0571428571,13.6714285714,8.9357142857,14,25.4785714286,12.7428571429,10.1285714286,16.9714285714,9.2671428571,10.5835,15.8855,24.6157142857,6.5125,13.2571428571,12.875,34.65
03-17,11.6125,15.2875,10.5125,10.5375,12.1625,15.2,25.925,12.1125,24.425,9.9625,17.075,16.5125,10.3875,13.2,16.0125,6.6375,11.6625,12.875,34.67,10.77,10.24,16.18,17.3923076923,18.6642857143,27.0142857143,10.4642857143,10.8071428571,7.7714285714,9.35,14.7857142857,19.5785714286,6.6071428571,23.0571428571,13.6857142857,9.1785714286,14.05,25.4785714286,12.9142857143,10.1285714286,16.9714285714,9.3157142857,10.6305,16.113,24.6357142857,6.6071428571,13.2928571429,12.9142857143,34.67
03-18,11.6375,15.2875,10.5125,10.5375,12.1625,15.25,26.1,12.1125,24.4375,9.9625,17.075,16.725,10.3875,13.2,16.0625,6.7,11.9375,12.875,34.67,10.83,10.24,16.22,17.3923076923,18.6642857143,27.05,11.4428571429,10.8071428571,7.7714285714,9.35,14.7857142857,19.5785714286,6.8071428571,23.0571428571,13.8928571429,9.1857142857,14.05,25.4785714286,12.9285714286,10.3428571429,16.9714285714,9.3171428571,10.8162857143,16.157,24.6457142857,6.7,13.4285714286,12.9285714286,34.67
03-19,11.6875,15.2875,10.5125,10.5375,12.1625,15.2625,26.1375,12.125,24.4625,9.9625,17.0875,16.75,10.4,13.2,16.075,6.7,12.025,12.875,34.7,11.09,10.24,16.22,17.3923076923,18.85,27.0928571429,12.1071428571,10.8071428571,7.7714285714,9.3714285714,14.7857142857,19.5785714286,6.8857142857,23.0571428571,14.3571428571,9.1928571429,14.05,25.4857142857,12.9428571429,10.5642857143,16.9714285714,9.3357142857,10.9202857143,16.162,24.6671428571,6.7,13.5214285714,12.9428571429,34.7
03-20,12.175,15.3,10.5625,10.5375,12.75,15.2625,26.15,12.45,24.475,9.975,17.0875,16.7625,10.4,13.2,16.075,6.7375,12.0875,12.875,34.95,11.38,10.24,16.22,17.3923076923,18.9,27.2142857143,12.3571428571,10.8071428571,7.7714285714,9.3714285714,14.7857142857,19.5785714286,6.8857142857,23.0642857143,14.6785714286,9.1928571429,14.0571428571,25.8642857143,12.9428571429,10.5785714286,16.9714285714,9.3357142857,11.0362857143,16.162,24.7528571429,6.7375,13.6,12.9428571429,34.95
03-21,12.2125,15.35,10.5875,10.55,13.1875,15.275,26.175,12.65,24.4875,9.9875,17.0875,16.775,10.4375,13.3875,16.075,6.7375,12.1875,12.875,35.68,11.66,10.31,16.22,17.3923076923,18.9,27.4142857143,12.3785714286,10.8142857143,7.7714285714,9.3714285714,14.7857142857,19.5785714286,6.9,23.4071428571,14.8928571429,9.2928571429,14.2214285714,26.3642857143,12.9428571429,10.5785714286,16.9714285714,9.3557142857,11.1525714286,16.162,24.825,6.7375,13.7071428571,13.1875,35.68
03-22,12.6,15.3625,10.6,10.55,13.3375,15.5375,26.2125,12.7,24.9375,10,17.0875,16.775,10.4375,13.525,16.075,6.7375,12.2125,12.875,35.73,12.49,10.42,16.22,17.3923076923,18.9214285714,28.1642857143,12.3785714286,10.8142857143,7.7714285714,9.3714285714,14.7857142857,19.5928571429,7.0071428571,24.0214285714,14.9428571429,9.3,14.2285714286,27.3071428571,12.9428571429,10.5857142857,16.9714285714,9.3571428571,11.3735714286,16.162,25.1925,6.7375,13.7571428571,13.3375,35.73
03-23,12.825,15.3625,10.6,10.55,13.375,15.9125,26.2125,12.775,24.9625,10.0125,17.1,16.8,10.4375,13.5375,16.1,6.7375,12.2375,12.875,36.26,12.64,10.45,16.22,17.5769230769,18.9214285714,28.2357142857,12.3785714286,10.8214285714,7.7714285714,9.3714285714,14.9,19.7857142857,8.3714285714,24.1428571429,14.95,9.3571428571,14.2285714286,27.9285714286,12.9428571429,10.5857142857,16.9714285714,9.3685714286,11.3878571429,16.172,25.2125,6.7375,13.85,13.375,36.26
03-24,12.875,15.3625,10.625,10.55,13.3875,16.4875,26.2375,12.7875,25.6375,10.1,17.1,16.8,10.4375,13.5375,16.1,6.8875,12.2375,12.875,37.54,12.65,10.46,16.22,17.6076923077,18.9357142857,28.5428571429,12.3785714286,10.8214285714,7.7714285714,9.3714285714,14.9142857143,20.0071428571,8.6928571429,24.2142857143,15.4214285714,9.55,14.2285714286,28.0857142857,13.1285714286,10.5857142857,16.9714285714,9.5142857143,11.3878571429,16.3805,25.7575,6.8875,13.9857142857,13.3875,37.54
03-25,12.95,15.3625,10.6625,10.5625,13.4,16.5625,26.3625,12.8375,25.7875,10.125,17.1125,16.8,10.4375,13.55,16.1,6.9,12.3125,12.9,37.92,12.66,10.46,16.22,17.6153846154,18.9357142857,28.9285714286,12.3928571429,10.8214285714,7.7714285714,9.3714285714,14.9285714286,20.0142857143,8.6928571429,24.2142857143,15.4785714286,9.5785714286,14.2285714286,28.1785714286,13.3071428571,10.5857142857,16.9714285714,9.5371428571,11.4178571429,16.4255,25.9025,6.9,14.0071428571,13.4,37.92
03-26,12.9875,15.375,11.2,10.5625,13.875,16.65,26.475,13.2125,25.9375,10.175,17.1125,16.8,10.4375,13.55,16.1,6.9,12.3125,12.9,38.35,12.66,10.46,16.22,17.6461538462,18.9357142857,29.1142857143,12.4571428571,10.8285714286,7.7714285714,9.3714285714,14.9285714286,20.1428571429,8.7428571429,24.2142857143,15.5214285714,9.6928571429,14.2285714286,28.2071428571,13.35,10.5857142857,16.9714285714,9.6285714286,11.645,16.478,26.045,6.9,14.1,13.55,38.35
03-27,12.9875,15.4,11.4375,10.6,14.275,16.8125,26.9625,13.2625,25.9625,10.175,17.1125,16.9625,10.4375,13.55,16.1125,6.9,12.325,13,38.36,12.68,10.46,16.22,17.7384615385,19.1142857143,29.4071428571,12.6,10.8285714286,8.0214285714,9.3714285714,14.9357142857,20.1571428571,8.75,24.25,15.5714285714,9.7642857143,14.2285714286,28.2785714286,13.4,10.5857142857,16.9714285714,9.6857142857,11.7925,16.5755,26.1625,6.9,14.2071428571,13.55,38.36
03-28,13.0125,15.4875,11.4875,10.6125,14.55,17.25,27.4375,13.2875,25.975,10.175,17.1125,17.85,10.4625,13.55,16.125,6.9,12.325,13.0125,38.43,12.76,10.7,16.22,17.7384615385,19.1285714286,29.4142857143,12.6142857143,10.8285714286,8.0714285714,9.3714285714,14.9428571429,20.3857142857,8.75,24.25,15.7142857143,9.7714285714,14.2285714286,28.35,13.4571428571,10.5857142857,16.9714285714,9.6914285714,11.8225,16.7555,26.2675,6.9,14.3214285714,13.55,38.43
03-29,13.0375,15.4875,11.4875,10.8125,14.625,17.4625,27.7,13.2875,26.0125,10.35,17.1375,19.0625,10.4625,13.6125,16.1875,6.9,12.35,13.0375,38.55,14.03,11.14,16.23,17.7384615385,19.1357142857,29.4357142857,12.6142857143,10.8285714286,8.0714285714,9.3714285714,15.35,20.3857142857,8.75,24.2714285714,15.7785714286,9.7714285714,14.4857142857,28.3642857143,13.5214285714,10.6,16.9714285714,9.6914285714,11.8325,16.7745,26.35,6.9,14.5714285714,14.03,38.55
03-30,13.0625,15.525,11.4875,10.8875,14.65,17.575,27.75,13.2875,26.05,10.575,17.15,19.5375,10.4625,13.65,16.1875,6.9,12.3625,13.05,38.83,14.87,11.18,16.24,17.7538461538,19.15,29.4428571429,12.6142857143,10.8285714286,8.0785714286,9.3714285714,15.8071428571,20.3857142857,8.75,24.2928571429,15.8285714286,9.7714285714,14.7714285714,29.0214285714,13.5857142857,10.6214285714,16.9714285714,9.6914285714,11.8375,16.786,26.39,6.9,14.6857142857,14.65,38.83
03-31,13.0625,15.6125,11.4875,10.8875,14.65,17.95,27.8125,13.2875,26.05,10.5875,17.15,19.625,10.4625,13.6625,16.1875,6.9,12.3875,13.05,38.92,14.98,11.22,16.51,17.7692307692,19.1571428571,29.45,12.6142857143,10.8285714286,8.2571428571,9.3714285714,15.8642857143,20.7785714286,8.75,24.2928571429,15.8285714286,9.7714285714,14.7857142857,29.2428571429,14.3142857143,10.6214285714,16.9714285714,9.6914285714,11.8475,16.894,26.4025,6.9,14.7571428571,14.65,38.92
04-01,13.075,15.625,11.5,10.9,14.6625,18.2875,27.825,13.2875,26.05,10.5875,17.1875,19.6625,10.725,13.6625,16.1875,6.9,12.3875,13.05,38.94,15.21,11.22,16.54,17.7769230769,19.4214285714,29.45,12.6142857143,10.8357142857,8.2714285714,9.3714285714,15.9,21.1714285714,8.75,24.3,15.8285714286,9.7714285714,14.8285714286,29.3,14.7285714286,10.6285714286,17.3285714286,9.6914285714,11.855,16.9285,26.405,6.9,14.8,14.7285714286,38.94
04-02,13.075,15.625,11.5,10.925,14.7375,18.3375,27.825,13.2875,26.0625,10.6,17.3,19.925,10.75,13.675,16.225,6.9,12.3875,13.3,38.97,15.27,11.23,16.55,17.7846153846,19.5071428571,29.45,12.8214285714,10.9,8.3928571429,9.3714285714,15.9,21.2071428571,8.75,24.3285714286,15.8285714286,9.7714285714,14.8357142857,29.3071428571,14.7642857143,10.6857142857,18.0214285714,9.6914285714,11.855,17,26.415,6.9,14.8571428571,14.7642857143,38.97
04-03,13.075,15.625,11.5125,10.925,14.7375,18.3875,27.825,13.3,26.1,10.6375,17.5375,20.1,10.85,13.675,16.225,6.9,12.4625,13.6,39,15.34,11.23,16.55,17.8076923077,19.5428571429,29.4785714286,12.8357142857,10.9285714286,8.5214285714,9.3714285714,15.9,21.2857142857,8.7571428571,24.4642857143,15.8285714286,9.7714285714,14.8357142857,29.3357142857,14.7642857143,10.8714285714,18.0357142857,9.6914285714,11.8925,17.1425,26.445,6.9,14.8714285714,14.7642857143,39
04-04,13.325,15.625,11.5375,10.925,14.75,18.4,27.85,13.3125,26.1,10.6625,17.775,20.2,11.125,13.675,16.25,6.9,12.475,13.7375,39,15.34,11.23,16.55,18.1769230769,19.6071428571,29.5357142857,12.8357142857,10.9285714286,8.5285714286,9.3714285714,15.9,21.6071428571,8.7642857143,24.5285714286,15.8285714286,9.7714285714,14.8357142857,29.6857142857,14.7714285714,10.9071428571,18.0428571429,9.6914285714,11.9125,17.285,26.45,6.9,14.9357142857,14.7714285714,39
04-05,13.375,15.625,11.5375,10.9375,14.75,18.4125,27.875,13.325,26.1,10.6625,17.8625,20.6625,11.4,13.6875,16.3125,6.9,12.6,13.75,39.11,15.52,11.23,16.57,18.1846153846,19.6285714286,29.5428571429,12.8357142857,10.9285714286,8.5571428571,9.3714285714,15.9,21.6071428571,8.7642857143,24.5285714286,15.8285714286,9.7714285714,14.8357142857,29.7357142857,14.7857142857,10.9285714286,18.0428571429,9.6914285714,11.9625,17.3455,26.455,6.9,14.9785714286,14.7857142857,39.11
04-06,13.4125,15.625,11.5375,10.95,14.75,18.4125,28.1125,13.35,26.1,10.6625,17.8875,20.7625,11.4625,13.6875,16.6125,6.9,12.775,13.7625,39.14,16.28,11.23,16.57,18.1846153846,20.0642857143,29.5428571429,12.85,10.9285714286,8.5714285714,9.3714285714,15.9,21.6071428571,8.7642857143,24.5714285714,15.8285714286,9.7714285714,14.8357142857,29.8,14.9642857143,10.9428571429,18.0428571429,9.6914285714,12.0325,17.3775,26.5025,6.9,15.1285714286,14.8357142857,39.14
04-07,13.55,15.625,11.5375,11.125,14.75,18.425,28.1375,13.4125,26.1125,10.6625,17.925,20.9125,11.5125,13.6875,16.825,6.9,12.8875,13.9625,39.16,16.36,11.23,16.57,18.2230769231,20.1,29.55,12.85,10.9285714286,8.5714285714,9.3714285714,15.9,21.6214285714,8.8214285714,24.5928571429,16.0428571429,9.7714285714,14.8357142857,29.8071428571,14.9857142857,10.95,18.05,9.6914285714,12.0625,17.485,26.5175,6.9,15.2357142857,14.8357142857,39.16
04-08,13.625,15.6375,11.5375,11.3375,14.775,18.4375,28.1375,13.4875,26.1125,10.6875,17.9375,21.1625,11.85,13.6875,17.7,6.9,12.9,14.0125,39.21,16.37,11.23,16.57,18.2307692308,20.1,30.0142857143,12.85,10.9285714286,8.5714285714,9.4214285714,15.9,21.6428571429,8.9857142857,24.5928571429,16.2571428571,9.7714285714,14.8357142857,29.8071428571,15.0071428571,10.95,18.05,9.7014285714,12.25,17.8425,26.5175,6.9,15.3857142857,14.8357142857,39.21
04-09,13.625,15.6375,11.55,11.7625,14.7875,18.4375,28.1625,13.8875,26.1125,10.7,18.075,21.2125,11.9,13.6875,18.3125,6.9,12.925,14.2125,39.29,16.37,11.29,16.58,18.2692307692,20.1071428571,30.6642857143,12.85,11.4071428571,8.5714285714,9.4928571429,16.0785714286,21.7785714286,9.0285714286,24.5928571429,16.6214285714,9.7714285714,14.8357142857,29.8071428571,15.0357142857,10.95,18.05,9.7157142857,12.28,18.1915384615,26.5225,6.9,15.5142857143,14.8357142857,39.29
04-10,13.625,15.6375,11.55,11.775,14.7875,18.4375,28.175,14.5375,26.25,10.7,18.45,21.2125,12.3,13.7125,18.45,6.9,12.9375,14.2375,39.96,16.37,11.31,16.65,18.2846153846,20.1142857143,30.9142857143,12.8571428571,11.4857142857,8.5714285714,9.4928571429,16.7571428571,21.7785714286,9.0285714286,24.6285714286,16.8357142857,9.7714285714,14.8357142857,29.8071428571,15.0428571429,10.95,18.0571428571,9.7157142857,12.5228571429,18.3763461538,26.635,6.9,15.6928571429,14.8357142857,39.96
04-11,13.625,15.6375,11.5625,11.8,14.8625,18.4375,28.175,14.7125,26.275,10.7125,18.6,21.2125,12.3125,13.7625,18.55,6.9,12.9375,14.2625,40.01,16.41,11.31,16.65,18.3769230769,20.1285714286,30.9642857143,12.8571428571,11.5071428571,8.5714285714,9.4928571429,16.9357142857,21.7785714286,9.0285714286,24.8857142857,16.8928571429,9.7714285714,14.8357142857,29.8071428571,15.0428571429,10.95,18.0642857143,9.7157142857,12.5303571429,18.4132692308,26.655,6.9,15.8142857143,14.8625,40.01
04-12,13.65,15.6375,11.5625,11.8,14.9125,18.45,28.175,14.7375,26.2875,10.7125,18.65,21.25,12.325,13.7625,18.7,6.925,12.9375,14.3,40.02,16.41,11.37,16.65,18.6923076923,20.1285714286,31.0357142857,13.1428571429,11.5071428571,8.5714285714,9.4928571429,17,21.7928571429,9.0357142857,24.9357142857,16.9142857143,9.7714285714,14.9214285714,29.8071428571,15.0428571429,10.95,18.0785714286,9.7157142857,12.57,18.57,26.665,6.925,15.8785714286,14.9214285714,40.02
04-13,13.6875,15.675,11.5625,11.8,15.0375,18.4625,28.2125,14.7375,26.3,11.0125,18.825,21.85,12.35,13.7625,18.8125,7,12.9375,14.3,40.02,16.42,11.45,16.65,18.7230769231,20.5785714286,31.05,13.3357142857,11.5142857143,8.5714285714,9.4928571429,17.0357142857,21.7928571429,9.0428571429,25.0357142857,16.9714285714,9.7714285714,14.9285714286,29.8071428571,15.0428571429,10.95,18.2285714286,9.7157142857,12.585,18.6188461538,26.6825,7,15.8928571429,15.0375,40.02
04-14,13.7125,15.825,11.5625,11.8,15.0375,18.475,28.225,14.7625,26.3375,11.075,18.8375,22.05,12.3875,13.7625,18.825,7,12.9375,14.3,40.03,16.42,11.45,16.65,18.7307692308,20.6214285714,31.0642857143,13.5714285714,11.5214285714,8.5857142857,9.4928571429,17.0357142857,21.7928571429,9.0571428571,25.0357142857,16.9857142857,9.7714285714,14.9285714286,29.8071428571,15.0428571429,10.95,18.5785714286,9.7157142857,12.6075,18.6284615385,26.715,7,15.8928571429,15.0375,40.03
04-15,13.7125,16,11.5625,11.8125,15.075,18.475,28.2375,14.775,26.4375,11.075,18.8625,22.3375,12.4,13.9875,18.8375,7.0125,13.1,14.3,40.04,16.95,11.45,16.65,19.0923076923,20.6214285714,31.0928571429,14.2571428571,11.5214285714,8.5857142857,9.5071428571,17.0714285714,21.7928571429,9.0571428571,25.05,16.9857142857,9.7857142857,14.9357142857,29.8071428571,15.05,10.95,18.7357142857,9.73,12.68,18.6925,26.7975,7.0125,15.9642857143,15.05,40.04
04-16,13.7125,16.8875,11.5625,11.8125,15.075,18.4875,28.25,14.775,26.4875,11.1,18.8625,22.5875,12.4,14.0375,18.8375,7.125,13.55,14.3,40.04,17.15,11.59,16.65,19.4461538462,20.6285714286,31.1071428571,14.2571428571,11.5857142857,8.5857142857,9.5071428571,17.2571428571,21.7928571429,9.0571428571,25.0857142857,16.9857142857,9.8071428571,14.9642857143,29.8071428571,15.1714285714,10.95,18.7428571429,9.7471428571,12.86,18.6975,26.84,7.125,16.0142857143,15.075,40.04
04-17,13.7125,17.45,11.575,11.9625,15.075,18.5,28.25,14.7875,26.6,11.1125,18.8625,22.6625,12.4,14.0375,18.8375,7.1375,13.6125,14.3125,40.05,17.15,11.64,16.65,19.6692307692,20.6285714286,31.1142857143,14.2642857143,11.8142857143,8.5857142857,9.6,17.2714285714,21.7928571429,9.0642857143,25.4357142857,16.9857142857,9.8214285714,14.9642857143,29.8071428571,15.1785714286,10.9571428571,18.7428571429,9.7771428571,12.885,18.7025,26.93,7.1375,16.0214285714,15.075,40.05
04-18,13.7125,18.0625,11.575,12.15,15.075,18.5125,28.2625,14.7875,27,11.15,18.8625,22.675,12.4,14.0375,18.8375,7.175,13.775,14.45,40.06,17.18,11.64,16.65,19.6769230769,20.6285714286,31.1142857143,14.2642857143,11.8285714286,8.5857142857,9.6142857143,17.2714285714,21.7928571429,9.1285714286,25.4428571429,17.0285714286,9.8214285714,14.9642857143,29.8071428571,15.1857142857,11.0785714286,18.75,9.78,12.925,18.7075,27.2525,7.175,16.0285714286,15.075,40.06
04-19,13.7125,18.15,11.5875,12.525,15.075,18.55,28.2625,14.7875,27.7625,11.3375,18.8625,22.675,12.4,14.525,18.8375,7.2,14.0375,14.7625,40.07,17.18,11.67,16.65,19.6769230769,20.6357142857,31.1214285714,14.2714285714,11.8357142857,8.5857142857,9.6142857143,17.2714285714,21.85,9.1357142857,25.4428571429,17.1357142857,9.8285714286,14.9642857143,29.8071428571,15.1785714286,11.1357142857,18.75,9.7857142857,13,18.7225,27.8625,7.2,16.1,15.075,40.07
