date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
07-09,16.54,24.97,31.13,16.5454545455,28.7,20.7666666667,23,23.7666666667,13.1,15.6166666667,24.0583333333,29.0583333333,36.3333333333,20.025,29.9083333333,9.1583333333,19.0416666667,26.5416666667,15.5,10.1166666667,23.85,6.2166666667,18.4,15.6083333333,31.3166666667,10.025,12.225,27.0333333333,20.5428571429,23.54375,16.3625,14.9,16.8625,11.58125,18.24375,18.575,22.98125,6.5625,25.44375,20.1,10.96,14.46875,27.99375,20.24375,10.2875,,10.185,15.61,23.7220833333,28.915,6.2166666667,18.8125,19.0416666667,36.3333333333
07-10,16.89,24.97,31.18,16.5545454545,28.7083333333,20.8166666667,23.0166666667,24.1083333333,13.1666666667,15.8,24.075,29.225,36.3333333333,20.0333333333,29.9083333333,9.4166666667,19.0416666667,26.6166666667,15.6083333333,10.15,23.975,6.3,18.4166666667,15.6083333333,31.3166666667,10.15,12.225,27.05,20.55,23.575,16.50625,14.9625,16.88125,11.69375,18.35,18.575,23.06875,6.725,25.48125,20.1,11.02,14.48125,28.00625,20.24375,10.2875,,10.205,15.6466666667,23.895,29.0183333333,6.3,18.875,19.0416666667,36.3333333333
07-11,16.97,24.97,31.37,16.7818181818,28.7833333333,20.8583333333,23.0333333333,24.1916666667,13.4083333333,15.9583333333,24.075,29.7166666667,36.35,20.0333333333,29.9083333333,9.5666666667,19.05,26.6583333333,16,10.1666666667,24.0833333333,6.325,18.4166666667,15.6166666667,31.3166666667,10.2083333333,12.2666666667,27.1083333333,20.5928571429,23.7,16.6375,15.00625,17.2,11.71875,18.525,18.575,23.18125,6.84375,25.49375,20.125,11.12,14.51875,28.01875,20.24375,10.29375,,10.2425,15.9666666667,24,29.3433333333,6.325,19.00625,19.05,36.35
07-12,17.18,24.97,31.48,17.0454545455,28.875,20.875,23.0416666667,24.1916666667,13.4583333333,16.0333333333,24.1166666667,30.0916666667,36.4833333333,20.0333333333,29.9083333333,10.0916666667,19.0583333333,26.6833333333,16.3916666667,10.1666666667,24.325,6.375,18.425,15.7,31.35,10.2333333333,12.3583333333,27.35,20.5928571429,23.8125,16.9875,15.08125,17.35625,11.88125,18.59375,18.575,23.5,7.225,25.49375,20.15,11.1466666667,14.7,28.1125,20.275,10.29375,,10.2575,16.105,24.0558333333,29.495,6.375,19.0375,19.0583333333,36.4833333333
07-13,17.46,24.98,31.72,17.2,28.8916666667,20.9,23.0416666667,24.2166666667,13.475,16.1833333333,24.125,30.1833333333,36.5583333333,20.0333333333,29.9333333333,10.4083333333,19.0666666667,26.6916666667,16.5416666667,10.1916666667,24.3416666667,6.3916666667,18.4416666667,15.75,31.3583333333,10.275,12.425,27.7166666667,20.6,23.8375,17.10625,15.18125,17.40625,12.05625,18.71875,18.575,23.59375,7.425,25.51875,20.18125,11.2866666667,14.83125,28.175,20.31875,10.35,,10.3733333333,16.255,24.0675,29.5166666667,6.3916666667,19.0625,19.0666666667,36.5583333333
07-14,17.48,24.99,31.79,17.3090909091,28.9833333333,20.9416666667,23.0416666667,24.225,13.5,16.3583333333,24.1333333333,30.2,36.6,20.0333333333,30.125,10.8083333333,19.0666666667,26.775,16.5666666667,10.2416666667,24.3833333333,6.4,18.45,15.8083333333,31.3583333333,10.275,12.4333333333,27.9416666667,20.6142857143,23.91875,17.1125,15.1875,17.60625,12.18125,18.86875,18.58125,23.6375,7.74375,25.55625,20.18125,11.3866666667,14.85,28.175,20.34375,10.35,,10.5333333333,16.4,24.0904166667,29.6683333333,6.4,19.10625,19.0666666667,36.6
07-15,17.48,25.06,32.05,17.4,29.2583333333,21.125,23.0416666667,24.3,13.5,16.5583333333,24.2583333333,30.2,36.6,20.0333333333,30.2916666667,11.2083333333,19.075,26.7833333333,17.0583333333,10.2583333333,24.4333333333,6.5083333333,18.65,15.8666666667,31.3583333333,10.2916666667,12.475,28.2416666667,20.6357142857,24.05,17.1125,15.6625,17.76875,12.5875,18.9625,18.58125,23.775,8.30625,25.63125,20.1875,11.76,15.25625,28.175,20.46875,10.35625,,10.6970833333,16.6583333333,24.2166666667,29.8233333333,6.5083333333,19.1625,19.075,36.6
07-16,17.59,25.18,32.05,17.4363636364,29.5166666667,21.3416666667,23.075,24.3,13.5,16.7833333333,24.3333333333,30.2,36.6,20.0333333333,30.3333333333,11.3416666667,19.0833333333,26.7833333333,17.2916666667,10.3083333333,24.4416666667,6.6083333333,18.65,16.0833333333,31.3666666667,10.2916666667,12.5333333333,28.425,20.7785714286,24.125,17.16875,16.23125,18.0875,12.75,19.06875,18.58125,23.975,8.75,25.66875,20.275,12.04,15.2875,28.175,20.6125,10.60625,,10.9004166667,16.8604166667,24.265,29.9266666667,6.6083333333,19.275,19.0833333333,36.6
07-17,17.71,25.45,32.05,17.6363636364,29.775,21.9333333333,23.0833333333,24.35,13.575,16.9416666667,24.3833333333,30.2,36.6333333333,20.0333333333,30.3916666667,11.4916666667,19.0916666667,26.8416666667,17.4416666667,10.4166666667,24.525,6.8916666667,18.6916666667,16.1583333333,31.3916666667,10.2916666667,12.6166666667,28.4333333333,20.7928571429,24.375,17.1875,16.46875,18.6125,12.84375,19.16875,18.58125,24.28125,9.18125,25.6875,20.3625,12.2133333333,15.3125,28.175,20.7,10.9,,11.1366666667,16.9908333333,24.37,30.03,6.8916666667,19.4,19.16875,36.6333333333
07-18,17.73,25.47,32.53,17.7636363636,29.9,22.15,23.0833333333,24.35,13.6083333333,17.05,24.4416666667,30.2,36.6333333333,20.0833333333,30.4916666667,11.6833333333,19.1083333333,26.8833333333,17.5833333333,10.4416666667,24.5666666667,7.1083333333,18.6916666667,16.2666666667,31.4,10.325,12.75,28.5,20.8071428571,24.3875,17.33125,16.54375,18.725,12.925,19.31875,18.6375,24.55,9.425,25.69375,20.4875,12.2733333333,15.46875,28.2375,20.725,10.9625,,11.2508333333,17.10625,24.4308333333,30.08,7.1083333333,19.45,19.31875,36.6333333333
07-19,17.76,25.57,32.59,17.8454545455,30.125,22.2166666667,23.0916666667,24.4666666667,13.6166666667,17.3,24.5916666667,30.2416666667,36.6333333333,20.175,30.625,11.7416666667,19.1166666667,26.9333333333,18.1,10.4666666667,24.65,7.3083333333,18.75,16.3,31.4083333333,10.325,12.8166666667,28.5166666667,20.85,24.64375,17.44375,16.59375,18.8625,12.95625,19.625,18.6625,25.01875,9.55,25.7,20.51875,12.5733333333,15.4875,28.2875,20.8,10.9625,,11.2741666667,17.32875,24.6333333333,30.195,7.3083333333,19.5875,19.625,36.6333333333
07-20,17.76,25.66,32.7,18.0545454545,30.3583333333,22.325,23.1583333333,24.5166666667,13.8666666667,17.575,24.6,30.2416666667,36.6333333333,20.35,30.6666666667,11.7833333333,19.1666666667,26.9916666667,18.3,10.4666666667,24.7083333333,7.5,18.85,16.3583333333,31.4083333333,10.3916666667,12.8833333333,28.6833333333,20.8857142857,24.75625,17.50625,16.65625,19.1375,12.975,19.76875,18.83125,25.225,10.0875,25.70625,20.54375,12.6933333333,15.6,28.2875,20.85625,11.20625,,11.4370833333,17.52,24.6866666667,30.3116666667,7.5,19.6875,19.76875,36.6333333333
07-21,17.88,25.66,32.76,18.1727272727,30.6416666667,22.75,23.2166666667,24.6666666667,14.0416666667,17.8583333333,24.8166666667,30.2416666667,36.6333333333,20.425,30.675,11.8083333333,19.225,27.125,18.4333333333,10.4666666667,24.725,7.575,18.9,16.375,31.4083333333,10.4833333333,13.0083333333,28.7666666667,21.05,25.0125,17.63125,16.7875,19.5375,12.98125,19.81875,19.025,25.4625,10.13125,25.70625,20.55,12.8133333333,15.70625,28.2875,21.0625,11.25,,11.4733333333,17.6766666667,24.7983333333,30.4816666667,7.575,19.8125,19.81875,36.6333333333
07-22,17.93,25.83,33.33,18.3272727273,30.6916666667,22.9916666667,23.2333333333,24.725,14.4083333333,18.0916666667,24.8583333333,30.4583333333,36.6333333333,20.4833333333,30.6833333333,11.8416666667,19.275,27.2416666667,18.8333333333,10.4666666667,24.7666666667,7.6583333333,19.025,16.4083333333,31.4333333333,10.5416666667,13.575,29.2333333333,21.1785714286,25.2,17.64375,17.05,19.78125,12.9875,19.85625,19.225,25.86875,10.18125,25.70625,20.6375,13.08,15.775,28.2875,21.7,11.26875,,11.4979166667,17.701,24.84,30.5933333333,7.6583333333,19.93125,19.85625,36.6333333333
07-23,17.99,25.99,33.41,18.3727272727,30.8416666667,23.2666666667,23.25,24.9083333333,14.6166666667,18.2916666667,25.0166666667,30.6,36.6333333333,20.65,30.6916666667,11.875,19.3833333333,27.5,19.075,10.4833333333,24.8666666667,7.7833333333,19.0916666667,16.4416666667,31.5166666667,10.5416666667,13.9083333333,29.375,21.45,25.56875,17.65,17.28125,20,13.025,19.9,19.3875,26.0125,10.1875,25.775,20.74375,13.5333333333,15.875,28.3125,21.775,11.525,,11.665,17.718,24.995,30.655,7.7833333333,20.04375,20,36.6333333333
07-24,18.04,26.19,33.56,18.4727272727,30.8666666667,23.3166666667,23.275,24.925,15.05,18.55,25.1583333333,31.1083333333,36.6333333333,20.7,30.6916666667,11.8916666667,19.4416666667,27.9416666667,19.425,10.5416666667,24.8916666667,7.9166666667,19.1583333333,16.5833333333,31.725,10.5666666667,14.4,29.475,21.5785714286,25.98125,17.7625,17.43125,20.33125,13.09375,19.93125,19.44375,26.125,10.3125,25.90625,20.91875,14.9857142857,16.1625,28.46875,21.85,11.575,,11.7016666667,17.818,25.1116666667,30.7966666667,7.9166666667,20.13125,20.33125,36.6333333333
07-25,18.05,26.26,33.67,18.5909090909,31.1416666667,23.3333333333,23.325,25.0333333333,15.175,18.6916666667,25.3083333333,31.6916666667,36.6333333333,20.8333333333,30.6916666667,11.8916666667,19.45,28.0583333333,19.65,10.575,24.9083333333,8.375,19.2333333333,16.9166666667,32.025,10.725,14.75,29.6083333333,21.65,26.14375,17.9125,17.8125,20.6125,13.1125,19.94375,19.5,26.4375,10.375,25.96875,21.41875,15.6533333333,16.4625,28.46875,21.91875,11.5875,,11.7091666667,17.94,25.2533333333,30.9616666667,8.375,20.33125,20.6125,36.6333333333
07-26,18.09,26.52,33.84,18.7181818182,31.275,23.35,23.4416666667,25.0416666667,15.3833333333,18.75,25.425,32.0416666667,36.6333333333,21.2166666667,30.6916666667,12.0333333333,19.4833333333,28.1166666667,19.875,10.5916666667,25.175,8.4416666667,19.2916666667,16.975,32.2,10.7666666667,14.8166666667,29.75,21.6785714286,26.25625,18.06875,17.85,20.79375,13.11875,20.04375,19.70625,26.55625,10.48125,25.96875,21.5625,16.06,16.9125,28.48125,22.3,11.59375,,11.7695833333,18.073,25.375,31.0416666667,8.4416666667,20.46875,20.79375,36.6333333333
07-27,18.23,26.71,33.99,18.7636363636,31.3416666667,23.4833333333,23.5,25.2083333333,15.9333333333,18.7666666667,25.55,32.0833333333,36.6333333333,21.25,30.6916666667,12.2,19.5333333333,28.1916666667,20.05,10.6166666667,25.3166666667,8.5,19.45,17.125,32.2666666667,11.0583333333,14.9583333333,30.0166666667,21.7928571429,26.49375,18.175,17.94375,21.1625,13.14375,20.1,19.76875,26.66875,10.56875,26.01875,21.6375,16.1266666667,17.25,28.54375,22.5375,11.6,,11.84,18.186,25.5033333333,31.0816666667,8.5,20.6125,21.1625,36.6333333333
07-28,18.45,26.9,34.22,18.7727272727,31.5416666667,23.4833333333,23.6583333333,25.2583333333,16.1,18.775,25.5916666667,32.1833333333,36.6333333333,21.35,30.6916666667,12.4083333333,19.75,28.2916666667,20.2416666667,10.6583333333,25.3916666667,8.725,19.575,17.2833333333,32.6333333333,11.3583333333,15.2666666667,30.05,21.85,26.85,18.2375,18.0625,21.60625,13.25625,20.1,19.7875,26.89375,10.73125,26.09375,21.79375,16.2733333333,17.5875,28.55625,22.56875,11.60625,,11.9270833333,18.28,25.5516666667,31.2016666667,8.725,20.71875,21.35,36.6333333333
07-29,18.68,27.02,34.35,19.2,31.7166666667,23.4833333333,23.9666666667,25.575,16.3666666667,18.7833333333,25.6,32.2416666667,36.6333333333,21.6166666667,30.6916666667,12.5166666667,19.95,28.3666666667,20.3583333333,10.6833333333,25.45,8.7833333333,19.625,17.4333333333,32.7416666667,11.675,15.4333333333,30.2,21.8714285714,27.19375,18.34375,18.4,21.80625,13.3125,20.1375,19.81875,27.18125,10.90625,26.1125,21.81875,16.3666666667,17.98125,28.6,22.59375,11.60625,,12.0116666667,18.456,25.595,31.3066666667,8.7833333333,20.8375,21.6166666667,36.6333333333
07-30,18.78,27.1,34.56,19.3454545455,31.9166666667,23.4833333333,24.2166666667,25.9083333333,16.5416666667,18.7916666667,25.6666666667,32.3166666667,36.6333333333,21.8916666667,30.7,12.6,20.0166666667,28.525,20.4666666667,10.7916666667,25.725,8.8833333333,19.7583333333,17.55,32.75,12.2583333333,15.675,30.2,21.8857142857,27.4625,18.45625,18.58125,21.83125,13.3625,20.225,19.93125,27.4125,10.99375,26.26875,21.83125,16.6333333333,18.1875,28.66875,22.675,11.60625,,12.395,18.621,25.8716666667,31.43,8.8833333333,20.9,21.83125,36.6333333333
07-31,18.78,27.35,34.68,19.4818181818,32.025,23.5,24.5,26.2583333333,16.65,18.9,25.7333333333,32.4916666667,36.6333333333,22.1083333333,30.7,12.6833333333,20.2166666667,28.6916666667,20.6083333333,10.8416666667,25.9583333333,8.9083333333,19.8083333333,17.6,32.9166666667,12.7666666667,15.95,30.2,21.8928571429,27.90625,18.6625,18.7125,21.85625,13.40625,20.30625,20.13125,27.6875,11.06875,26.59375,21.8375,16.7933333333,18.48125,28.75625,22.69375,11.66875,,12.7166666667,18.726,26.1983333333,31.495,8.9083333333,20.9875,21.8375,36.6333333333
08-01,19.19,27.56,34.7,19.5090909091,32.125,23.5,24.6333333333,26.6083333333,16.9833333333,18.9583333333,25.7833333333,32.775,36.65,22.1666666667,30.7166666667,12.7583333333,20.3166666667,28.9166666667,20.6666666667,10.875,26.0333333333,8.925,19.875,17.6083333333,33.0166666667,12.925,16.1916666667,30.2166666667,21.9214285714,28.6375,18.825,18.9875,21.90625,13.54375,20.3625,20.49375,27.7375,11.0875,26.75,21.8375,16.8733333333,18.60625,29.03125,22.675,11.68125,,12.825,18.9641666667,26.4933333333,31.5616666667,8.925,21.10625,21.8375,36.65
08-02,19.29,27.74,34.88,19.6,32.1916666667,23.5833333333,24.7666666667,26.8416666667,17.1,19.25,26.0583333333,32.8,36.6666666667,22.2666666667,30.7166666667,13,20.4333333333,29.0916666667,20.7333333333,10.9166666667,26.2833333333,9.0083333333,19.9916666667,17.6166666667,33.1416666667,13.1083333333,16.2666666667,30.275,21.9428571429,28.9625,19.0625,19.03125,21.925,13.675,20.6,20.7625,27.91875,11.2625,26.88125,22.09375,16.9933333333,18.65625,29.09375,23.21875,11.7875,,13.0433333333,19.1,26.73,31.6016666667,9.0083333333,21.24375,21.925,36.6666666667
08-03,19.46,27.78,34.96,19.7,32.3,23.6666666667,25.0666666667,27.1416666667,17.1333333333,19.425,26.225,32.825,36.8083333333,22.2916666667,30.725,13.425,20.5833333333,29.2166666667,21.4166666667,10.9166666667,26.5333333333,9.1333333333,20.1083333333,17.6666666667,33.2666666667,13.3,16.6583333333,30.275,21.9428571429,29.025,19.14375,19.04375,22.25625,14.05625,20.725,21.09375,27.96875,11.3375,27.13125,22.18125,17.18,18.66875,29.125,23.38125,11.81875,,13.35,19.2,27.0116666667,31.67,9.1333333333,21.34375,21.9428571429,36.8083333333
08-04,19.49,27.88,35.27,19.7909090909,32.5,23.725,25.2833333333,27.225,17.2666666667,19.4583333333,26.2583333333,33.05,36.9333333333,22.3083333333,30.725,13.45,20.6416666667,29.225,21.65,11.0083333333,26.6333333333,9.2666666667,20.175,17.675,33.4333333333,13.4166666667,16.825,30.4416666667,21.9428571429,29.025,19.30625,19.14375,22.2625,14.58125,20.7875,21.4,28.01875,11.5,27.29375,22.1875,17.1866666667,18.775,29.13125,23.4375,11.825,,13.43,19.3366666667,27.1066666667,31.79,9.2666666667,21.45625,21.9428571429,36.9333333333
08-05,19.52,27.96,35.37,19.8909090909,32.6,23.825,25.6666666667,27.375,17.275,19.475,26.3166666667,33.125,37.175,22.35,30.7416666667,13.4666666667,20.9083333333,29.225,21.875,11.05,26.7583333333,9.425,20.1916666667,17.7666666667,33.5583333333,13.6083333333,17.35,30.5666666667,21.9428571429,29.0375,19.36875,19.175,22.3375,14.6625,20.8,21.6625,28.175,11.575,27.40625,22.19375,17.1866666667,18.90625,29.1375,23.55,11.825,,13.5233333333,19.39,27.2516666667,31.8566666667,9.425,21.5,21.9428571429,37.175
08-06,19.56,28.02,35.41,20.0181818182,32.7666666667,23.925,25.8166666667,27.6166666667,17.275,19.5333333333,26.3666666667,33.25,37.275,22.4333333333,30.75,13.5583333333,21.075,29.2666666667,22.1166666667,11.15,26.9666666667,9.5833333333,20.225,17.8166666667,33.7416666667,13.825,17.5833333333,30.8,22,29.1875,19.40625,19.275,22.3875,14.70625,20.8,21.925,28.2875,11.58125,27.5,22.2,17.2066666667,18.9125,29.1375,23.575,11.825,,13.665,19.4316666667,27.3933333333,31.98,9.5833333333,21.65,22.1166666667,37.275
08-07,19.58,28.29,35.46,20.3636363636,32.8083333333,24.0833333333,26.025,27.7083333333,17.3083333333,19.55,26.4166666667,33.525,37.3416666667,22.475,30.7583333333,13.5666666667,21.2333333333,29.275,22.3833333333,11.1833333333,27.0083333333,9.75,20.3083333333,17.8666666667,33.9666666667,14.0166666667,18.1833333333,30.8833333333,22.0214285714,29.3125,19.5,19.36875,22.45625,14.725,20.8125,22.0375,28.3125,11.6,27.5125,22.20625,17.2933333333,19.0875,29.1375,23.79375,11.83125,,13.7466666667,19.51,27.4116666667,32.0383333333,9.75,21.69375,22.20625,37.3416666667
08-08,19.66,28.46,35.57,20.3636363636,32.9083333333,24.3,26.0916666667,27.8083333333,17.35,19.55,26.5333333333,33.725,37.525,22.6083333333,30.8583333333,13.65,21.25,29.4666666667,22.4333333333,11.5,27.1,9.825,20.4166666667,17.9333333333,34.35,14.1,18.3,30.95,22.0285714286,29.8125,19.50625,19.45625,22.53125,14.75,21.09375,22.06875,28.3125,11.6375,27.55625,22.20625,17.3466666667,19.425,29.1625,24.01875,11.8375,,13.83,19.515,27.465,32.125,9.825,21.775,22.20625,37.525
08-09,19.75,28.65,35.7,20.3727272727,32.975,24.5166666667,26.15,27.9,17.375,19.5666666667,26.575,33.9333333333,37.5833333333,22.925,30.95,13.75,21.3666666667,29.475,22.475,11.65,27.4083333333,9.8666666667,20.4666666667,17.9916666667,34.6583333333,14.2083333333,18.425,31.1333333333,22.0428571429,29.91875,19.5125,19.5375,22.54375,14.7875,21.13125,22.1125,28.325,11.7,27.6125,22.29375,17.3533333333,19.6875,29.75625,24.3375,11.8375,,13.9333333333,19.5908333333,27.5716666667,32.2383333333,9.8666666667,21.8375,22.29375,37.5833333333
08-10,19.89,28.77,35.88,20.4909090909,33,24.6666666667,26.3083333333,27.975,17.3916666667,19.65,26.7583333333,34.0416666667,37.725,23.1583333333,30.9666666667,14.1,21.4833333333,29.4916666667,22.6916666667,11.875,27.725,9.9,20.5666666667,18.1416666667,34.9083333333,14.3,18.4583333333,31.1916666667,22.05,29.91875,19.51875,19.58125,22.55,14.8,21.19375,22.31875,28.33125,11.76875,27.6625,22.29375,17.5466666667,19.89375,30.25,24.45625,11.85,,14.18,19.698,27.7125,32.2766666667,9.9,21.94375,22.31875,37.725
08-11,20.3,29,36.26,20.7818181818,33.2416666667,24.75,26.5,28.0666666667,17.3916666667,19.7083333333,27.0916666667,34.0916666667,37.7416666667,23.3916666667,30.9833333333,14.1416666667,21.5833333333,29.55,23.0833333333,12.0083333333,27.875,9.95,20.6083333333,18.2083333333,35.0833333333,14.4,18.55,31.3,22.0642857143,29.91875,19.59375,19.5875,22.74375,14.84375,21.275,22.525,28.48125,11.93125,27.85625,22.29375,17.84,20.05625,30.3625,24.625,11.875,,14.245,19.7779166667,27.87125,32.465,9.95,22.0625,22.525,37.7416666667
08-12,20.53,29.54,36.42,20.9090909091,33.2583333333,24.9833333333,26.65,28.1666666667,17.4916666667,19.9083333333,27.225,34.1916666667,37.7666666667,23.45,31.475,14.175,21.625,29.6916666667,23.125,12.1916666667,28.325,9.9666666667,20.625,18.3083333333,35.525,14.725,18.65,31.4083333333,22.0642857143,29.91875,19.6125,19.59375,22.83125,14.99375,21.54375,22.70625,28.74375,12.1125,27.96875,22.29375,18.24,20.13125,30.46875,24.71875,11.88125,,14.395,19.9529166667,28.1270833333,32.545,9.9666666667,22.225,22.70625,37.7666666667
08-13,20.77,29.76,36.46,21.1454545455,33.3166666667,25.0583333333,26.85,28.1833333333,17.6083333333,20.2916666667,27.2666666667,34.2416666667,37.7666666667,23.5416666667,31.6333333333,14.175,21.6333333333,29.8083333333,23.2166666667,12.375,28.4083333333,9.9833333333,20.7333333333,18.5916666667,35.875,14.9916666667,18.7,31.45,22.1214285714,29.95,19.68125,19.61875,22.85,16.05,21.7875,22.8,28.9875,12.23125,28.03125,22.35,18.3066666667,20.6125,30.875,24.7875,11.9,,14.5016666667,20.3558333333,28.1529166667,32.6433333333,9.9833333333,22.30625,22.8,37.7666666667
08-14,20.89,29.94,36.49,21.3545454545,33.325,25.3833333333,26.8583333333,28.2083333333,17.6083333333,20.7916666667,27.3583333333,34.25,37.85,23.5583333333,31.7833333333,14.175,21.65,29.9,23.2333333333,12.4833333333,28.825,9.9916666667,20.85,18.7,35.9833333333,15.2083333333,18.7416666667,31.4833333333,22.2142857143,29.95,19.725,19.65625,22.8625,16.58125,21.8375,22.825,29.18125,12.36875,28.0875,22.35,18.5466666667,20.7,30.9,24.9875,12.01875,,14.5883333333,20.7183333333,28.1841666667,32.7083333333,9.9916666667,22.3625,22.825,37.85
08-15,20.99,30.1,36.66,21.3818181818,33.3333333333,25.5583333333,26.875,28.3416666667,17.725,21.55,27.5666666667,34.425,38.0166666667,23.7333333333,32.1083333333,14.1833333333,21.8,29.9833333333,23.25,12.575,28.9833333333,9.9916666667,21.0583333333,18.8166666667,36.55,15.4333333333,18.8083333333,31.7,22.2428571429,29.98125,19.93125,19.71875,22.9,16.7875,21.88125,22.85625,29.24375,12.63125,28.1,22.35,18.6133333333,21.0875,31.025,24.98125,12.225,,14.6833333333,21.0036666667,28.2933333333,32.8433333333,9.9916666667,22.45,22.85625,38.0166666667
08-16,21.03,30.26,36.91,21.4181818182,33.3333333333,25.5666666667,26.8833333333,28.6416666667,17.9333333333,22.2333333333,27.5916666667,34.5666666667,38.025,23.875,32.5583333333,14.1916666667,21.9083333333,30,23.425,12.6,29.0833333333,10,21.225,18.925,36.625,15.625,18.9916666667,31.925,22.2714285714,30.275,20.25,19.8,22.925,16.8625,21.8875,22.8625,29.25,12.68125,28.10625,22.35,18.76,21.18125,31.08125,24.98125,12.525,,14.765,21.06025,28.5345833333,33.0233333333,10,22.55,22.8625,38.025
08-17,21.05,30.29,37.06,21.9181818182,33.3416666667,25.5666666667,26.8833333333,28.6833333333,18.075,22.2666666667,27.6666666667,34.6166666667,38.0416666667,24.0333333333,32.7416666667,14.225,21.9166666667,30.1,23.6,12.6083333333,29.1,10.0416666667,21.3416666667,19.0666666667,36.6416666667,15.6916666667,19.1833333333,32.35,22.2785714286,30.43125,20.275,20.15625,22.95,16.95625,21.975,22.89375,29.26875,12.95,28.10625,22.35625,19.02,21.35,31.1,25.05625,12.58125,,14.8116666667,21.1083333333,28.5679166667,33.1016666667,10.0416666667,22.61875,22.89375,38.0416666667
08-18,21.08,30.36,37.16,22.6818181818,33.3416666667,25.8083333333,26.8833333333,28.7833333333,18.6916666667,22.2833333333,27.9166666667,34.8,38.05,24.2,32.7916666667,14.35,21.9833333333,30.1166666667,23.7166666667,12.7333333333,29.1583333333,10.1,21.45,19.4416666667,36.6916666667,15.875,19.275,32.5416666667,22.2785714286,30.63125,20.475,20.30625,23.0875,17.0625,22.04375,22.9375,29.275,13.125,28.1125,22.35625,19.2666666667,21.475,31.16875,25.1,12.5875,,14.96,21.154,28.6491666667,33.1216666667,10.1,22.6625,22.9375,38.05
08-19,21.1,30.4,37.23,22.7454545455,33.3833333333,25.8833333333,26.8916666667,28.9666666667,19.1166666667,22.2833333333,27.9916666667,34.8,38.175,24.275,32.8916666667,14.475,22.0166666667,30.1333333333,23.85,13.1583333333,29.2333333333,10.15,21.5416666667,19.65,36.7666666667,16.1,19.35,32.6833333333,22.3071428571,30.65,20.7875,20.49375,23.18125,17.275,22.05625,23.0625,29.30625,13.3,28.1125,22.4,19.8133333333,21.76875,31.4,25.21875,12.5875,,15.125,21.1883333333,28.7958333333,33.1866666667,10.15,22.78125,23.0625,38.175
08-20,21.19,30.48,37.23,23.1545454545,33.5333333333,25.95,26.9333333333,29.2333333333,19.15,22.2916666667,28.025,34.8666666667,38.2833333333,24.4666666667,33.2,14.5083333333,22.05,30.25,24.0083333333,13.2416666667,29.3666666667,10.2083333333,21.725,19.8833333333,36.9,16.2916666667,19.3583333333,32.775,22.3071428571,30.65,20.925,20.7625,23.25,17.95625,22.0625,23.18125,29.3125,13.31875,28.11875,22.425,19.8533333333,22.28125,31.4125,25.24375,12.78125,,15.2216666667,21.297,29.0104166667,33.4,10.2083333333,22.84375,23.18125,38.2833333333
08-21,21.19,30.66,37.24,23.2181818182,33.6416666667,25.9833333333,26.9833333333,29.725,19.175,22.3333333333,28.025,35.025,38.95,24.5083333333,33.4416666667,14.65,22.0666666667,30.5,24.1166666667,13.2916666667,29.8583333333,10.2416666667,21.8333333333,19.9416666667,36.9833333333,16.4166666667,19.475,32.7833333333,22.3071428571,30.66875,20.98125,21.08125,23.3,18.0875,22.0625,23.3125,29.40625,13.35625,28.125,22.5625,19.86,22.43125,31.8625,25.30625,12.81875,,15.3566666667,21.3186666667,29.15,33.5616666667,10.2416666667,22.96875,23.3,38.95
08-22,21.28,30.75,37.27,23.2636363636,33.6416666667,26,27.0416666667,29.8833333333,19.1833333333,22.3916666667,28.0333333333,35.1666666667,39.0333333333,24.5416666667,33.8666666667,14.8333333333,22.1166666667,30.725,24.1916666667,13.3583333333,29.875,10.2833333333,21.9,19.975,37.0083333333,16.6166666667,19.475,32.8083333333,22.3214285714,30.975,21.08125,21.3125,23.36875,18.28125,22.0625,23.38125,29.5125,13.71875,28.125,22.68125,19.8666666667,22.54375,31.99375,25.6375,12.9125,,15.5466666667,21.43,29.235,33.7766666667,10.2833333333,23.04375,23.36875,39.0333333333
08-23,21.4,30.85,37.27,23.4545454545,33.675,26.15,27.2166666667,30.1416666667,19.2,22.3916666667,28.1166666667,36.675,39.05,24.6416666667,34.1083333333,14.95,22.2916666667,30.7666666667,24.2833333333,13.6,29.8916666667,10.3,21.975,20.025,37.1083333333,16.85,19.475,32.825,22.4071428571,31.0375,21.16875,21.64375,23.475,18.35625,22.1125,23.45,29.5375,14.10625,28.1375,22.75625,19.8733333333,22.6,32.1125,25.9625,12.975,,15.71,21.71,29.2575,33.935,10.3,23.14375,23.4545454545,39.05
