date,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
11-11,1.5272727273,2.72,2.91,3.2454545455,3.45,2.6583333333,5.225,5.725,1.2666666667,2.0583333333,1.425,1.975,2.5,2.8833333333,4.3833333333,1.1166666667,2.3333333333,2.3916666667,4.45,0.025,9.175,1.0666666667,3,1.1833333333,4.075,1.8916666667,2.4833333333,0.4666666667,1.4428571429,0.45,2.7125,3.76875,2.0125,0.8375,1.2625,5.5,1.5,0,4.9375,0.3875,1.3933333333,1.55625,4.16875,0.31875,2.06875,3.6,0.4566666667,1.4285714286,2.9046666667,4.7425,0,1.65625,2.06875,9.175
11-12,1.5272727273,2.72,3,3.2454545455,3.45,3.525,5.225,5.725,1.3,2.0583333333,1.425,2.0416666667,2.5,3.6,5.15,1.1166666667,2.35,2.575,4.5416666667,0.025,9.5,1.0666666667,3.0083333333,1.2916666667,4.1166666667,1.9166666667,2.4833333333,0.4666666667,1.4642857143,0.45625,2.71875,3.775,2.04375,0.85,1.26875,5.525,1.50625,0,4.9375,0.3875,1.42,1.55625,4.175,0.33125,2.06875,3.6,0.4604166667,1.4328571429,3.198030303,5.065,0,1.7375,2.06875,9.5
11-13,1.5272727273,2.74,3,3.2636363636,3.45,4.1833333333,5.225,5.725,1.3,2.0583333333,1.425,2.0416666667,2.5,4.025,6.3083333333,1.1166666667,2.35,2.7166666667,4.55,0.025,9.5333333333,1.0666666667,3.0666666667,3.25,4.275,1.9416666667,2.4833333333,0.4666666667,1.5,0.475,2.7375,3.79375,2.075,0.85625,1.26875,5.54375,1.5125,0,4.9375,0.3875,1.44,1.55625,4.18125,0.34375,2.075,3.60625,0.47,1.5025,3.2609090909,5.11,0,1.825,2.35,9.5333333333
11-14,1.5272727273,2.74,3,3.2727272727,3.45,4.2416666667,5.225,5.725,1.3,2.0583333333,1.425,2.1583333333,2.5,4.5583333333,6.3916666667,1.125,2.3583333333,2.825,4.5833333333,0.025,9.5666666667,1.0833333333,3.0916666667,3.5666666667,4.4166666667,1.9416666667,2.4833333333,0.4666666667,1.5214285714,0.50625,2.74375,4.00625,2.0875,0.85625,1.28125,5.575,1.5125,0,4.9375,0.3875,1.44,1.55625,4.1875,0.3625,2.075,3.6125,0.4825,1.5142857143,3.4145454545,5.11,0,1.84375,2.3583333333,9.5666666667
11-15,1.5272727273,2.74,3,3.3636363636,3.45,4.2666666667,5.225,6.4166666667,1.6583333333,2.0583333333,1.425,3.3083333333,2.5,5.2666666667,6.45,1.125,2.3833333333,3.2416666667,4.6083333333,0.025,9.6166666667,1.0833333333,3.1,3.5666666667,4.5,1.9416666667,2.4833333333,0.475,1.5214285714,0.575,2.75,4.0125,2.10625,0.8625,1.2875,5.58125,1.51875,0,4.95,0.3875,1.44,1.55625,4.1875,0.3625,2.08125,3.6125,0.515,1.5225974026,3.4327272727,5.25,0,1.93125,2.4833333333,9.6166666667
11-16,1.6363636364,2.74,3,3.4272727273,3.45,4.3,5.2416666667,6.425,1.6833333333,2.0583333333,1.425,4.2666666667,2.5,5.6583333333,6.55,1.125,2.45,3.3,4.6166666667,0.025,9.6166666667,1.0833333333,3.1,3.5916666667,4.6416666667,1.9416666667,2.4833333333,0.5,1.5214285714,0.575,2.75,4.0375,2.14375,1.00625,1.2875,6.3125,1.55625,0,4.95,0.3875,1.43125,1.55625,4.1875,0.3625,2.0875,3.69375,0.53,1.55625,3.5633333333,5.4916666667,0,1.98125,2.4833333333,9.6166666667
11-17,1.6636363636,2.75,3.17,3.4272727273,3.45,4.35,5.2416666667,6.4583333333,1.6833333333,2.0583333333,1.4333333333,4.35,2.5,5.7166666667,6.5666666667,1.1333333333,2.5583333333,3.3583333333,4.625,0.025,9.6166666667,1.0833333333,3.1416666667,3.6416666667,4.6916666667,1.9416666667,2.4833333333,0.525,1.5357142857,0.59375,2.75625,4.0375,2.15,1.0125,1.35625,6.95,1.59375,0,4.9625,0.3875,1.4375,1.55625,4.19375,0.425,2.0875,4.3625,0.5525,1.56375,3.6033333333,5.5266666667,0,1.99375,2.5,9.6166666667
11-18,1.7,2.76,3.77,3.4909090909,3.5333333333,4.5,5.2833333333,6.4583333333,1.7833333333,2.0583333333,1.4333333333,4.375,2.5,5.775,6.575,1.1333333333,2.65,3.3583333333,4.625,0.025,9.6166666667,1.0833333333,3.1666666667,3.6416666667,4.7,1.9416666667,2.4916666667,0.525,1.5428571429,0.6,2.75625,4.0375,2.15,1.03125,1.3625,7.04375,1.59375,0,4.9625,0.3875,1.45,1.5625,4.20625,0.43125,2.0875,4.375,0.555,1.56875,3.7443333333,5.5783333333,0,2.00625,2.5,9.6166666667
11-19,1.7090909091,2.76,3.96,3.7818181818,3.5333333333,4.5333333333,5.95,6.4583333333,2,2.0583333333,1.475,4.5416666667,2.5,5.7916666667,6.675,1.1333333333,2.7166666667,3.4,4.625,0.025,9.6333333333,1.0833333333,3.1666666667,3.6666666667,4.7,1.9416666667,2.4916666667,0.525,1.5428571429,0.6,2.75625,4.05,2.15,1.0375,1.36875,7.0625,1.6625,0,4.9625,0.40625,1.4625,1.5625,4.2125,0.8375,2.0875,5.0875,0.695,1.5825,3.9243636364,5.8866666667,0,2.025,2.5,9.6333333333
11-20,1.7454545455,2.77,4.04,3.8818181818,3.5333333333,4.5833333333,6,6.4583333333,2.0166666667,2.0583333333,1.475,4.5583333333,2.5416666667,5.7916666667,6.9166666667,1.1333333333,2.7583333333,3.4166666667,4.625,0.025,9.6333333333,1.0833333333,3.2666666667,3.725,4.7166666667,1.95,2.4916666667,0.525,1.5428571429,0.6,2.76875,4.075,2.15,1.05625,1.36875,7.08125,1.7,0,4.9625,0.73125,1.4625,1.5625,4.225,1.03125,2.0875,5.8875,0.85125,1.59,4.0083636364,5.9166666667,0,2.0375,2.5416666667,9.6333333333
11-21,1.7454545455,2.76,4.07,4.8,3.5333333333,4.625,6.0416666667,6.4583333333,2.0166666667,2.0583333333,2.0666666667,4.5583333333,2.7416666667,5.7916666667,7.0083333333,1.1583333333,2.7666666667,3.475,4.625,0.025,9.65,1.0916666667,3.3333333333,3.7416666667,4.8916666667,1.95,2.4916666667,0.5333333333,1.5428571429,0.6,2.81875,4.0875,2.15,1.14375,1.36875,7.08125,1.99375,0,4.96875,2.525,1.4625,1.56875,4.225,1.0625,2.09375,6.31875,1.0741666667,1.95875,4.084,5.9416666667,0,2.34375,2.7416666667,9.65
11-22,1.7454545455,2.77,4.09,5.4272727273,3.55,4.6333333333,6.05,6.4583333333,2.0166666667,2.1083333333,2.075,4.5583333333,2.75,5.8166666667,7.0416666667,1.1583333333,2.8416666667,3.475,4.625,0.025,9.675,1.15,3.3333333333,3.7583333333,5.75,1.95,2.4916666667,0.5333333333,1.5428571429,0.60625,3.625,4.1375,2.15,1.39375,1.36875,7.08125,2.875,0,4.96875,3.34375,1.4625,1.575,4.23125,1.075,2.09375,6.3625,1.105,1.9633333333,4.128,5.9566666667,0,2.65625,2.8416666667,9.675
11-23,1.7545454545,2.78,4.09,5.6454545455,3.9583333333,4.6333333333,6.1583333333,6.4583333333,2.025,2.1083333333,2.1083333333,4.5583333333,2.7833333333,6.05,7.075,1.1583333333,3.0416666667,3.4833333333,4.625,0.025,9.675,1.1833333333,3.3333333333,3.7666666667,6.1333333333,1.95,2.4916666667,0.5333333333,1.5428571429,0.60625,3.69375,4.15625,2.15,3.03125,1.375,7.08125,2.90625,0,4.96875,3.3875,1.4625,1.58125,4.2375,1.075,2.09375,7,1.1083333333,2.03875,4.143,6.1483333333,0,2.8125,3.03125,9.675
11-24,1.7636363636,2.79,4.14,5.7545454545,4.4416666667,4.6416666667,6.1833333333,6.4583333333,2.1,2.1083333333,2.1333333333,4.5583333333,2.8833333333,6.3416666667,7.1,1.1583333333,3.0916666667,3.5083333333,4.625,0.025,9.6833333333,1.25,3.3333333333,3.8083333333,6.1916666667,1.9583333333,2.4916666667,0.5416666667,1.5428571429,0.60625,3.7125,4.1625,2.15,3.93125,1.375,7.08125,2.9375,0,4.96875,3.49375,1.4625,1.65625,4.25,1.075,2.1,7.53125,1.1083333333,2.1,4.2325,6.2816666667,0,2.9125,3.0916666667,9.6833333333
11-25,1.8454545455,2.79,4.27,5.8181818182,5.05,4.775,6.2083333333,6.4583333333,2.4583333333,2.1083333333,2.1583333333,4.5583333333,2.9,6.4166666667,7.175,1.1583333333,3.1416666667,3.525,4.6333333333,0.025,9.6916666667,1.3083333333,3.3333333333,3.8916666667,6.2166666667,1.9583333333,2.4916666667,0.5416666667,1.5571428571,0.6125,3.71875,4.28125,2.15,4.225,1.375,7.08125,2.94375,0,4.96875,3.50625,1.4625,1.675,4.25,1.20625,2.1,7.56875,1.1775,2.1016666667,4.279,6.3366666667,0,2.9375,3.1416666667,9.6916666667
11-26,1.8727272727,2.85,4.28,6.4909090909,5.5833333333,6.15,6.25,6.4583333333,2.8583333333,2.1083333333,2.2166666667,4.5583333333,2.925,6.4333333333,7.175,1.1583333333,3.175,3.5666666667,4.6333333333,0.025,9.6916666667,1.4583333333,3.3583333333,3.8916666667,6.2666666667,1.9583333333,2.4916666667,0.5583333333,1.5928571429,0.63125,3.73125,4.34375,2.15,4.275,1.425,7.08125,2.9875,0,4.975,3.53125,1.475,1.675,4.25,1.25,2.10625,7.575,1.195,2.1066666667,4.331,6.4483333333,0,2.975,3.175,9.6916666667
11-27,1.8818181818,2.9,4.46,6.7181818182,5.6083333333,6.3166666667,6.2666666667,6.4583333333,2.9083333333,2.1083333333,2.675,4.5583333333,2.925,6.4416666667,7.2333333333,1.1583333333,3.2583333333,3.6166666667,4.6333333333,0.025,9.7083333333,1.4833333333,3.3666666667,3.9,6.2666666667,1.975,2.4916666667,0.5666666667,1.7928571429,0.6875,3.76875,4.35625,2.15,4.29375,1.45,7.0875,3.06875,0,4.98125,3.55625,1.475,1.68125,4.2625,1.28125,2.10625,7.58125,1.2075,2.1066666667,4.43925,6.4516666667,0,3.0125,3.2583333333,9.7083333333
11-28,1.8909090909,3.63,4.54,6.7727272727,5.65,6.3416666667,6.2666666667,6.4583333333,2.925,2.1166666667,2.7083333333,4.5583333333,2.925,6.4583333333,7.2416666667,1.1583333333,3.325,3.75,4.6916666667,0.025,9.7083333333,1.5666666667,3.3666666667,3.9083333333,6.3,1.975,2.5,0.6,2.5857142857,0.70625,3.79375,4.375,2.15625,4.29375,1.4625,7.0875,3.50625,0,4.99375,3.75,1.49375,1.6875,4.2625,1.2875,2.10625,7.58125,1.21,2.1245833333,4.507,6.4583333333,0,3.1125,3.50625,9.7083333333
11-29,1.9090909091,4.77,4.63,6.8272727273,5.65,6.4416666667,6.2666666667,6.4583333333,2.925,2.1166666667,2.7416666667,4.5583333333,2.925,6.4583333333,7.2583333333,1.1666666667,3.4083333333,3.7583333333,5.575,0.025,9.7083333333,1.6,3.4166666667,3.9166666667,6.4333333333,2,2.6083333333,0.6166666667,2.6571428571,0.76875,3.95625,4.38125,2.15625,4.3,1.46875,7.09375,3.68125,0,5.00625,4.41875,1.49375,1.6875,4.29375,1.325,2.10625,7.58125,1.23,2.1245833333,4.6156666667,6.4583333333,0,3.19375,3.68125,9.7083333333
11-30,1.9090909091,5.55,5.64,6.8454545455,5.65,7.6583333333,6.275,6.4583333333,2.925,2.15,2.75,4.8916666667,2.925,6.5166666667,7.2833333333,1.175,4.2416666667,3.8,5.9583333333,0.025,9.7166666667,1.7,3.4833333333,3.9416666667,6.4916666667,2,2.775,0.775,2.7071428571,0.81875,3.9875,4.38125,2.15625,4.30625,1.46875,7.09375,3.71875,0,5.23125,6.34375,1.49375,1.6875,4.3125,1.44375,2.10625,7.58125,1.2825,2.15125,5.48625,6.7139393939,0,3.275,3.8,9.7166666667
12-01,1.9090909091,5.63,8.12,6.9090909091,5.65,7.7916666667,6.325,6.4666666667,2.925,2.1666666667,2.7666666667,5.825,2.925,6.5166666667,7.325,1.175,4.4333333333,3.8833333333,6.0083333333,0.025,9.7166666667,1.7166666667,3.7333333333,3.9416666667,6.6083333333,2,2.8083333333,3.2083333333,2.7142857143,0.825,4.03125,4.3875,2.15625,4.31875,1.475,7.09375,3.8125,0,5.725,6.50625,1.49375,1.6875,4.34375,1.58125,2.10625,7.58125,1.4825,2.2761904762,5.71,7.0198863636,0,3.4125,3.8833333333,9.7166666667
12-02,1.9090909091,5.67,8.72,7.0454545455,5.65,7.8416666667,6.3416666667,6.4666666667,2.925,2.175,2.775,5.8833333333,2.925,6.5333333333,7.3416666667,1.175,4.5,4.05,6.0416666667,0.2,9.7166666667,1.75,3.7583333333,3.9583333333,6.6166666667,2,2.8333333333,5.2166666667,2.7142857143,0.83125,4.05625,4.69375,2.15625,4.31875,1.475,7.09375,3.825,0,5.8,6.64375,1.525,1.6875,4.375,1.76875,2.10625,7.58125,1.495,2.2828571429,5.774,7.0744318182,0,3.59375,4.05,9.7166666667
12-03,1.9454545455,5.68,8.94,7.4272727273,5.6666666667,7.8666666667,6.375,6.4666666667,2.925,2.1833333333,2.7833333333,5.9166666667,2.95,6.5666666667,7.3416666667,1.175,4.5083333333,4.15,6.2916666667,0.2,9.7166666667,1.75,3.9416666667,3.975,6.6583333333,2,2.8333333333,5.275,2.7142857143,0.83125,4.05625,5.1125,2.15625,4.3375,1.56875,7.1,3.825,0,5.95625,6.68125,1.5625,1.69375,4.3875,1.775,2.10625,7.58125,1.565,2.2895238095,5.8693333333,7.245,0,3.63125,4.05625,9.7166666667
12-04,1.9454545455,5.69,8.97,8.0363636364,5.875,7.8666666667,6.4,6.4666666667,2.925,2.1833333333,2.7833333333,5.9166666667,3.3833333333,6.5916666667,7.3583333333,1.175,4.5083333333,4.2,6.35,0.2,9.725,1.7583333333,4.075,3.975,6.7166666667,2.0083333333,2.85,5.3,2.7142857143,0.83125,4.05625,5.6375,2.15625,4.3375,2,7.125,3.84375,0,6,6.75625,1.5625,1.6875,4.975,1.81875,2.10625,7.6375,1.6125,2.2895238095,5.9083333333,7.265,0,3.6875,4.075,9.725
12-05,1.9909090909,5.69,8.97,8.3545454545,6,7.875,6.4083333333,6.55,2.925,2.1916666667,2.8,5.9166666667,5.275,6.5916666667,7.4416666667,1.175,4.5083333333,4.2416666667,6.3666666667,0.2,9.725,2.3583333333,4.075,3.975,7.1916666667,2.0083333333,2.8583333333,5.325,2.7142857143,0.85,4.05625,5.675,2.15625,4.61875,2.7,7.125,3.8625,0,6.075,7.125,1.56875,1.69375,5.5125,1.85,2.10625,7.64375,1.61875,2.7028571429,5.9833333333,7.3416666667,0,3.85625,4.2416666667,9.725
12-06,2.0909090909,5.69,8.97,8.4,6.0083333333,7.8833333333,6.6083333333,6.8666666667,2.925,2.1916666667,2.8,5.9166666667,5.8916666667,6.6166666667,8.5583333333,1.1833333333,4.5666666667,4.275,6.4916666667,0.2083333333,9.7333333333,2.3916666667,4.0916666667,4.0083333333,7.35,2.0083333333,2.9,5.325,2.7142857143,0.88125,4.0625,5.73125,2.15625,4.725,2.73125,7.125,3.86875,0,6.13125,7.24375,1.575,1.69375,5.525,1.85,2.125,7.65625,1.6225,2.7176785714,5.99,7.67,0,3.9125,4.275,9.7333333333
12-07,2.6,5.69,8.97,8.4181818182,6.0166666667,7.8833333333,7.475,6.8666666667,2.925,2.1916666667,2.8,5.9166666667,6,6.6416666667,9.3166666667,1.1833333333,4.5916666667,4.5666666667,6.775,0.2083333333,9.7333333333,2.45,4.0916666667,4.0416666667,7.675,2.025,2.9166666667,5.3416666667,2.75,0.9375,4.0625,5.7875,2.15625,4.78125,2.73125,7.13125,3.86875,0,6.25625,7.3,1.58125,1.7125,5.5375,1.8625,2.125,7.68125,1.63375,2.735,6.0133333333,7.8,0,3.99375,4.5666666667,9.7333333333
12-08,2.7181818182,5.69,8.97,8.4181818182,6.0833333333,7.8833333333,7.975,6.8666666667,3.1666666667,2.1916666667,2.8083333333,5.9166666667,6.175,6.6416666667,9.4,1.1833333333,4.6166666667,5.4333333333,6.8,0.2083333333,9.7333333333,2.45,4.1333333333,4.0666666667,7.7833333333,2.025,2.9166666667,6.85,2.8142857143,3.41875,4.06875,5.79375,2.15625,5.0375,2.74375,7.14375,3.86875,0,6.3125,7.50625,1.5875,1.7125,5.675,1.86875,2.125,7.68125,1.775,2.8095238095,6.285,7.9383333333,0,4.2,4.6166666667,9.7333333333
12-09,2.9,5.69,9.21,8.4181818182,6.375,7.8833333333,8,6.8666666667,3.2833333333,2.1916666667,2.8083333333,5.9166666667,6.5333333333,6.6583333333,9.425,1.1916666667,4.6333333333,6.2666666667,6.8833333333,0.2083333333,9.7333333333,2.45,4.1333333333,4.2083333333,7.8416666667,2.05,2.9333333333,8.1166666667,2.9071428571,3.7625,4.075,5.80625,2.15625,5.275,2.75625,7.15625,3.86875,0.01875,6.325,7.975,1.5875,1.75,5.68125,1.86875,2.13125,7.68125,1.7975,2.9014285714,6.5016666667,8.07,0.01875,4.29375,4.6333333333,9.7333333333
12-10,2.9363636364,5.69,10.01,8.4181818182,6.475,7.9,8.1333333333,6.8666666667,3.425,2.1916666667,2.8083333333,5.9333333333,6.55,6.6583333333,9.45,1.1916666667,4.7083333333,6.425,6.925,0.2166666667,9.7333333333,2.4666666667,4.1416666667,4.2583333333,7.8666666667,2.05,2.9333333333,8.4083333333,3.0214285714,3.76875,4.08125,5.80625,2.15625,5.33125,2.75625,7.175,3.875,0.01875,6.3375,8.025,1.6125,2.225,5.6875,1.86875,2.13125,7.6875,1.94125,2.9339393939,6.535,8.2983333333,0.01875,4.3,4.7083333333,10.01
12-11,2.9909090909,5.69,10.4,8.4181818182,7.0833333333,7.9416666667,8.1833333333,6.875,3.4916666667,2.2,2.8083333333,6.45,6.55,6.6666666667,9.5,1.1916666667,4.8416666667,6.5,6.9583333333,0.2166666667,9.7333333333,2.5833333333,4.1416666667,4.2916666667,7.875,2.1083333333,2.9333333333,9.1833333333,3.1428571429,3.775,4.08125,5.8375,2.15625,5.40625,2.7625,7.1875,3.88125,0.01875,6.375,8.075,1.7875,2.39375,5.70625,1.86875,2.1375,7.69375,1.9645833333,2.9448484848,6.6433333333,8.3242424242,0.01875,4.34375,4.8416666667,10.4
12-12,3,5.69,10.53,8.4181818182,7.8,8.375,8.2,6.8833333333,3.4916666667,2.2,2.8333333333,7.025,6.5916666667,6.8916666667,9.5083333333,1.1916666667,4.875,6.5583333333,6.9916666667,0.2166666667,9.75,2.775,4.1583333333,4.4083333333,7.875,2.1166666667,2.9333333333,9.6666666667,3.1642857143,3.83125,4.0875,5.86875,2.15625,5.4375,2.775,7.4,3.88125,0.01875,6.38125,8.10625,1.79375,2.5125,5.74375,1.86875,2.14375,7.69375,1.9679166667,2.9466666667,6.89,8.4009090909,0.01875,4.4125,4.875,10.53
12-13,3.0909090909,5.69,10.55,8.4181818182,8.95,8.4666666667,8.2083333333,6.9166666667,3.4916666667,2.2,3.2666666667,7.0583333333,7.0833333333,7.2833333333,9.5166666667,1.2083333333,4.875,6.625,7.0166666667,0.2166666667,9.9,2.925,4.175,4.475,7.875,2.1333333333,2.9666666667,9.6833333333,3.2357142857,3.9625,4.0875,7.00625,2.16875,5.48125,2.84375,7.775,3.9125,0.01875,6.3875,8.1625,1.81875,2.55,6.25,1.86875,2.14375,7.69375,1.9745833333,3.1198701299,7.05,8.7566666667,0.01875,4.55,4.875,10.55
12-14,3.1454545455,5.69,10.62,8.4181818182,9.4666666667,8.475,8.2083333333,7.0916666667,3.4916666667,2.2,3.5916666667,7.0583333333,7.175,7.3083333333,9.525,1.2166666667,4.8833333333,6.6666666667,7.025,0.2166666667,9.925,2.9833333333,4.175,4.5833333333,7.875,2.1416666667,2.9833333333,9.6916666667,3.3785714286,4.30625,4.0875,7.75625,2.5625,5.4875,3.31875,7.8125,3.9125,0.01875,6.39375,8.1625,1.83125,2.60625,6.39375,1.86875,2.14375,7.69375,1.9779166667,3.3307142857,7.1583333333,9.07,0.01875,4.66875,4.8833333333,10.62
12-15,3.1454545455,5.7,10.65,8.4181818182,9.7333333333,8.5333333333,8.2416666667,7.1916666667,3.4916666667,2.2,3.6333333333,7.0583333333,7.2083333333,7.3083333333,9.525,1.275,4.8916666667,6.675,7.0333333333,0.2166666667,9.9333333333,3.1083333333,4.225,4.6166666667,7.875,2.1416666667,2.9833333333,9.75,3.7428571429,4.3125,4.0875,7.9,3.8,5.4875,3.36875,8.43125,3.925,0.01875,6.4,8.1625,1.83125,2.81875,6.39375,1.875,2.14375,7.69375,1.9816666667,3.52,7.205,9.1283333333,0.01875,4.70625,4.8916666667,10.65
12-16,3.1636363636,5.7,10.65,8.4636363636,9.7916666667,8.5333333333,8.3166666667,7.2583333333,3.4916666667,2.2,4.2416666667,7.0583333333,7.225,7.5166666667,9.5333333333,1.3166666667,4.9333333333,6.6916666667,7.0416666667,0.2333333333,9.9416666667,3.2,4.225,4.6166666667,7.875,2.15,3.0166666667,9.7833333333,4.5428571429,4.3125,4.11875,7.94375,4.85,5.5,3.43125,8.49375,3.99375,0.03125,6.4,8.1625,1.83125,2.9,6.4,1.8875,2.14375,7.68125,1.99,3.5920833333,7.2516666667,9.1333333333,0.03125,5.06875,4.9333333333,10.65
12-17,3.1636363636,5.71,10.65,8.4636363636,9.925,8.5416666667,8.4083333333,7.3666666667,3.4916666667,2.2,4.9583333333,7.0666666667,7.25,7.55,9.5583333333,1.4166666667,4.9333333333,6.6916666667,7.0416666667,0.2416666667,9.95,3.25,4.2916666667,4.65,7.875,2.15,3.0166666667,9.7916666667,5.7857142857,4.3125,4.825,7.975,4.95625,5.50625,3.4375,8.58125,5.5375,0.0375,6.4,8.1625,1.8375,2.94375,6.41875,1.8875,2.14375,7.68125,1.99,3.6516666667,7.3433333333,9.1675,0.0375,5.55625,5.5375,10.65
12-18,3.1636363636,5.71,10.65,8.4727272727,10.0583333333,8.5416666667,8.6333333333,8.2916666667,3.4916666667,2.2,5.0583333333,7.1166666667,7.3333333333,7.575,9.5666666667,1.775,4.975,6.7166666667,7.075,0.2416666667,9.95,3.3416666667,4.9833333333,4.7166666667,7.875,2.1833333333,3.0833333333,9.7916666667,6.3714285714,4.3125,4.90625,8.00625,5.01875,5.5125,3.68125,8.59375,5.86875,0.06875,6.5125,8.2,1.85,2.95,6.46875,1.8875,2.14375,7.6875,1.99,3.8075,7.5266666667,9.1933333333,0.06875,5.68125,5.71,10.65
12-19,3.1818181818,5.71,10.65,8.4727272727,10.075,8.5416666667,8.6666666667,8.4083333333,3.5416666667,2.2083333333,5.0833333333,7.8,7.5833333333,7.575,9.575,1.8333333333,5.025,6.7166666667,7.0833333333,0.2416666667,9.9666666667,3.35,5.4,4.725,7.875,2.2,3.1333333333,9.7916666667,7.2,4.3125,5.15,8.3125,5.425,5.525,3.78125,8.6375,5.925,0.06875,6.5125,8.2125,1.85625,2.98125,6.4875,1.9,2.14375,7.6875,1.9975,3.8875,7.7566666667,9.2116666667,0.06875,5.9,5.71,10.65
12-20,3.1818181818,5.71,10.65,8.4727272727,10.4,8.5416666667,8.7,8.7166666667,3.7333333333,2.2083333333,5.425,8.825,7.6416666667,7.5833333333,9.5833333333,1.85,5.125,6.825,7.0833333333,0.2416666667,9.9916666667,3.35,5.45,4.7416666667,7.875,2.2166666667,3.1583333333,9.7916666667,7.3214285714,4.3125,5.26875,8.3625,5.65,5.63125,3.81875,8.65,6.05,0.06875,6.5125,8.21875,1.86875,3.025,6.5,1.91875,2.14375,7.6875,2.00875,3.9175,7.8283333333,9.28,0.06875,5.975,5.71,10.65
12-21,3.1818181818,5.71,10.65,8.5363636364,10.6416666667,8.5416666667,9.0166666667,8.8,3.7916666667,2.2083333333,6.475,8.9833333333,7.675,7.5916666667,9.6083333333,1.8916666667,5.125,6.9333333333,7.0833333333,0.2416666667,10,3.3583333333,5.5916666667,4.7583333333,7.875,2.2333333333,3.1916666667,9.8166666667,7.3642857143,4.3375,5.3,8.38125,5.69375,5.88125,3.84375,8.68125,6.09375,0.06875,6.5125,8.225,1.88125,3.05625,6.5125,2.0125,2.14375,7.69375,2.065,3.9425,7.835,9.3716666667,0.06875,6.08125,6.09375,10.65
12-22,3.1818181818,5.77,10.77,8.5363636364,10.725,8.55,9.0833333333,8.8333333333,3.9666666667,2.2083333333,6.9833333333,9.1166666667,7.675,7.7833333333,9.6166666667,1.9166666667,5.1333333333,7.1583333333,7.1333333333,0.2416666667,10,3.3583333333,5.6083333333,4.7583333333,7.875,2.2416666667,3.2083333333,9.9166666667,7.4071428571,4.35,5.6375,8.3875,5.73125,5.94375,3.8625,8.70625,6.28125,0.06875,6.5125,8.23125,1.8875,3.0875,6.53125,2.0375,2.14375,7.7,2.08,4.0433333333,7.8566666667,9.4166666667,0.06875,6.16875,6.28125,10.77
12-23,3.1818181818,5.81,11.66,8.5727272727,10.725,8.55,9.1166666667,8.85,3.9833333333,2.2083333333,7.0916666667,9.2,7.675,7.7833333333,9.6666666667,1.9333333333,5.1666666667,8.2166666667,7.1416666667,0.2416666667,10,3.3583333333,5.7833333333,4.7583333333,7.8833333333,2.2416666667,3.2333333333,9.9333333333,8.0714285714,5.15,6.2625,8.49375,5.73125,5.96875,3.8625,8.93125,7.99375,0.06875,6.5125,8.23125,1.8875,3.16875,6.55,2.875,2.14375,7.7,2.1695833333,4.1383333333,8.1876190476,9.48,0.06875,6.5125,6.5125,11.66
12-24,3.1818181818,5.84,12.65,8.5909090909,10.725,8.55,9.1583333333,9.05,3.9916666667,2.2083333333,7.2333333333,9.2083333333,7.675,7.7833333333,9.8,2.0083333333,5.1666666667,8.3416666667,7.1583333333,0.2416666667,10,3.3833333333,6.0916666667,4.7833333333,7.8916666667,2.25,3.2333333333,9.95,8.6285714286,5.28125,6.625,8.58125,5.74375,5.9875,3.8625,9.11875,8.18125,0.06875,6.5125,8.4625,1.8875,3.40625,6.5625,3.04375,2.14375,7.71875,2.1695833333,4.15,8.4383333333,9.5633333333,0.06875,6.6125,6.5625,12.65
12-25,3.1818181818,5.85,12.78,8.6727272727,10.7583333333,8.55,9.1666666667,9.4583333333,4.075,2.2083333333,7.2583333333,9.2083333333,7.6833333333,7.8,9.8916666667,2.0916666667,5.1666666667,8.525,7.175,0.2416666667,10,3.4,6.1,4.7833333333,7.9666666667,2.25,3.2916666667,9.95,8.8428571429,5.2875,6.63125,8.6,5.925,5.99375,3.8625,9.2625,8.88125,0.06875,6.51875,9.325,1.8875,5.33125,6.56875,3.05,2.14375,7.94375,2.1695833333,4.86,8.59,9.7183333333,0.06875,6.64375,6.56875,12.78
12-26,3.1818181818,5.85,12.8,9.2181818182,10.7666666667,8.55,9.175,9.7416666667,4.575,2.2083333333,7.2833333333,9.2083333333,7.6833333333,7.8083333333,10.0583333333,2.125,5.175,8.625,7.1916666667,0.2416666667,10.075,3.425,6.125,4.8583333333,8.0166666667,2.25,3.35,9.95,10.3285714286,5.2875,6.63125,8.6125,5.94375,5.99375,3.89375,9.33125,9.34375,0.06875,6.58125,9.75625,1.89375,5.4125,6.575,3.06875,2.14375,8.3125,2.1695833333,4.9216666667,8.6225,10.015,0.06875,6.68125,6.58125,12.8
