date,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max
11-09,3.0333333333,5.1818181818,3.794047619,4.4520408163,3.0785714286,1.5795918367,2.1686868687,3.77,3.1831683168,3.804950495,3.3425742574,4.0451923077,2.1171428571,4.5333333333,3.1638095238,5.238317757,0.5685185185,4.0055045872,1.8765765766,3.7839285714,2.1815789474,4.963559322,3.1593220339,4.7466101695,2.9025,2.6297520661,2.8,4.2755725191,4.2435114504,1.5625954198,3.4511450382,1.7893129771,3.1312977099,1.9938931298,2.079389313,4.434351145,1.9419847328,1.8496183206,3.7183206107,3.1830769231,2.3091603053,3.5553846154,3.6885496183,1.8523141462,2.4053378336,3.7910119048,4.5252040816,0.5685185185,2.9770992366,3.1734432234,5.238317757
11-10,3.1,5.4303030303,4.15,4.6051020408,3.1102040816,1.7459183673,2.1797979798,3.796,3.2316831683,3.9841584158,3.3673267327,4.0855769231,2.5514285714,4.540952381,3.2885714286,5.4626168224,0.5685185185,4.1541284404,1.9081081081,4.45625,2.4456140351,5.1627118644,3.1762711864,4.7940677966,2.9191666667,2.6966942149,2.8087301587,4.4442748092,4.2648854962,2.0977099237,3.4534351145,1.8053435115,3.2305343511,1.9977099237,2.1152671756,4.4610687023,1.9442748092,2.0984732824,3.9076335878,3.51,2.3198473282,3.6476923077,3.7,1.9496183206,2.5950082645,4.0551513709,4.5986870748,0.5685185185,3.0938931298,3.2601272984,5.4626168224
11-11,3.1515151515,5.5136363636,4.3833333333,4.6469387755,3.1724489796,1.8979591837,2.1848484848,3.805,3.3,4.1881188119,3.400990099,4.1115384615,2.8971428571,4.5419047619,3.4314285714,5.5364485981,0.5694444444,4.4532110092,1.9531531532,4.6598214286,2.7412280702,5.2381355932,3.2008474576,4.8152542373,2.9233333333,2.847107438,2.8198412698,4.5389312977,4.2954198473,2.4305343511,3.4534351145,1.8984732824,3.5251908397,2,2.1282442748,4.4893129771,1.9480916031,2.1435114504,4.0396946565,3.5584615385,2.334351145,3.6684615385,3.7061068702,1.9578378378,2.8280211203,4.1651447068,4.6585331633,0.5694444444,3.186259542,3.4162093352,5.5364485981
11-12,3.3212121212,5.55,4.9714285714,4.7214285714,3.1887755102,2.2948979592,2.1878787879,3.818,3.3227722772,4.2237623762,3.7089108911,4.2625,3.0885714286,4.5523809524,3.8285714286,5.7112149533,0.5694444444,4.519266055,1.9693693694,4.7419642857,2.8754385965,5.3228813559,3.4627118644,4.9703389831,2.9633333333,2.9429752066,2.8476190476,4.5954198473,4.358778626,2.5442748092,3.4557251908,1.9328244275,3.6671755725,2.0022900763,2.1305343511,4.5458015267,1.9503816794,2.2557251908,4.1755725191,3.588372093,2.3496183206,3.6838461538,3.7083969466,2.0151145038,2.8956995795,4.2508787129,4.9475015133,0.5694444444,3.3061068702,3.5255419787,5.7112149533
11-13,3.5848484848,5.5712121212,5.505952381,4.7408163265,3.2132653061,2.387755102,2.1939393939,3.826,3.3485148515,4.2673267327,4.1207920792,4.8028846154,3.3828571429,4.5685714286,3.9076190476,5.7523364486,0.5694444444,4.5504587156,1.9783783784,4.8285714286,3.0438596491,5.4050847458,3.6898305085,5.1271186441,2.9816666667,3.0479338843,2.9484126984,4.6404580153,4.5893129771,2.6213740458,3.4641221374,2.0045801527,3.7,2.0053435115,2.141221374,4.5633587786,1.9595419847,2.3030534351,4.2106870229,3.59,2.3595419847,3.8315384615,3.7099236641,2.0189312977,3.0003245614,4.4655191207,5.0972639225,0.5694444444,3.3885496183,3.6399152542,5.7523364486
11-14,4.003030303,5.8515151515,5.6357142857,4.7571428571,3.3142857143,2.5112244898,2.2161616162,3.835,3.3930693069,4.2841584158,4.2534653465,5.0528846154,3.5295238095,4.5914285714,3.9571428571,5.7925233645,0.5694444444,4.5944954128,2.0135135135,4.9366071429,3.3842105263,5.4940677966,4,5.4584745763,3.0175,3.1520661157,3.2301587302,4.7290076336,4.9534351145,2.641221374,3.4832061069,2.3893129771,3.7244274809,2.0106870229,2.1496183206,4.6251908397,1.9618320611,2.5694656489,4.2190839695,3.6307692308,2.3618320611,3.8515384615,3.7145038168,2.1562726502,3.1754939,4.4992475248,5.4179155802,0.5694444444,3.4877862595,3.7797137405,5.8515151515
11-15,4.0848484848,6.0151515152,5.7428571429,4.7897959184,3.6551020408,3.0173469388,2.301010101,3.844,3.8415841584,4.2930693069,4.3534653465,5.0903846154,3.5504761905,4.6704761905,4.0076190476,5.8009345794,0.5694444444,4.7100917431,2.0171171171,5.0026785714,3.4973684211,5.5220338983,4.4618644068,6.0372881356,3.03,3.1652892562,3.5341269841,4.9335877863,4.9717557252,2.6809160305,3.486259542,2.7129770992,3.7358778626,2.0175572519,2.158778626,4.6511450382,1.9648854962,2.8320610687,4.2267175573,3.6553846154,2.3648854962,3.8569230769,3.7267175573,2.1730017735,3.2615803419,4.5943608488,5.47886897,0.5694444444,3.6045801527,3.8427920792,6.0372881356
11-16,4.1439393939,6.0272727273,5.8154761905,4.8132653061,3.7418367347,3.1489795918,2.3222222222,3.854,4.2089108911,4.295049505,4.3762376238,5.1538461538,3.5580952381,5.120952381,4.0219047619,5.8121495327,0.5768518519,4.7972477064,2.0261261261,5.0616071429,3.5412280702,5.5550847458,4.5440677966,6.0940677966,3.0591666667,3.1892561983,3.5722222222,5.2709923664,4.9870229008,2.6908396947,3.6938931298,2.9870229008,3.8610687023,2.0297709924,2.1832061069,4.6603053435,1.9755725191,3.0030534351,4.2297709924,3.6669230769,2.3877862595,3.88,3.7320610687,2.1971077184,3.2948477599,4.6254340794,5.5266755078,0.5768518519,3.6916030534,3.8705343511,6.0940677966
11-17,4.1893939394,6.0454545455,5.9119047619,4.9520408163,3.8928571429,3.2306122449,2.3353535354,3.858,4.3504950495,4.3,4.400990099,5.4057692308,3.5619047619,5.3133333333,4.119047619,5.8186915888,0.5888888889,4.8091743119,2.0306306306,5.0928571429,3.7359649123,5.5686440678,4.6440677966,6.1762711864,3.0858333333,3.1975206612,3.6103174603,5.6641221374,4.9954198473,2.7870229008,4.134351145,3.0221374046,4.3305343511,2.041221374,2.3770992366,4.6969465649,1.9877862595,3.0221374046,4.2419847328,3.7061538462,2.6297709924,3.91,4.1045801527,2.3395281055,3.33,4.6810829344,5.6545743304,0.5888888889,3.8061068702,4.126699382,6.1762711864
11-18,4.5181818182,6.0772727273,6.219047619,5.0581632653,4.0571428571,3.4785714286,2.3414141414,3.865,4.6128712871,4.3079207921,4.4138613861,5.6192307692,3.5638095238,5.7466666667,4.1838095238,5.8971962617,0.6583333333,4.8275229358,2.0405405405,5.1415929204,4.1622807018,5.5754237288,4.6940677966,6.1796610169,3.125,3.2016528926,3.619047619,5.6847328244,5.0496183206,2.9,4.2251908397,3.0572519084,4.4167938931,2.2229007634,2.9190839695,4.7427480916,2,3.0381679389,4.2549618321,3.7576923077,2.6404580153,3.9269230769,4.3511450382,2.3713185288,3.5041428571,4.7281440031,5.7404732824,0.6583333333,3.9152671756,4.2045001818,6.219047619
11-19,4.7893939394,6.0984848485,6.4357142857,5.3928571429,4.106122449,3.543877551,2.3484848485,3.882,5.0158415842,4.3534653465,4.5752475248,5.8471153846,3.5647619048,6.1285714286,4.24,5.9504672897,0.7083333333,4.9229357798,2.1036036036,5.1530973451,4.2368421053,5.5822033898,4.736440678,6.1813559322,3.1316666667,3.2024793388,3.6214285714,5.7267175573,5.1908396947,2.9984732824,4.2687022901,3.1236641221,4.5122137405,2.2564885496,2.9358778626,4.7488549618,2.0061068702,3.0687022901,4.3007633588,3.7715384615,2.7664122137,3.9961538462,4.3984732824,2.390277585,3.5501428571,4.8828732277,5.9401320992,0.7083333333,3.986259542,4.254351145,6.4357142857
11-20,5.0363636364,6.1227272727,6.5226190476,5.5571428571,4.1265306122,3.5663265306,2.3515151515,3.974,5.0653465347,4.4693069307,4.6227722772,6.0153846154,3.5666666667,6.1866666667,4.380952381,5.9794392523,0.7407407407,4.9486238532,2.1144144144,5.1734513274,4.2938596491,5.6016949153,4.743220339,6.1881355932,3.1375,3.2033057851,3.6246031746,5.7519083969,5.3374045802,3.0091603053,4.4053435115,3.1519083969,4.679389313,2.3320610687,2.965648855,4.7572519084,2.0702290076,3.0877862595,4.3450381679,3.7930769231,2.9824427481,4.0315384615,4.5389312977,2.4129285219,3.5664285714,5.0100417014,6.0117900791,0.7407407407,4.0419847328,4.3629952744,6.5226190476
11-21,5.596969697,6.1545454545,6.6869047619,5.5928571429,4.137755102,3.5836734694,2.3565656566,4.422,5.2089108911,4.6455445545,4.6415841584,6.1153846154,3.5723809524,6.219047619,4.5342857143,6.0037383178,0.8240740741,4.9669724771,2.1369369369,5.189380531,4.3105263158,5.7957627119,4.7855932203,6.2025423729,3.1733333333,3.2090909091,3.6388888889,5.9702290076,5.4320610687,3.0167938931,4.5442748092,3.1679389313,4.7595419847,2.4053435115,3.0770992366,4.7641221374,2.5022900763,3.0969465649,4.4366412214,3.8176923077,3.0511450382,4.0961538462,4.6557251908,2.553740458,3.5757687075,5.1226581148,6.1042199856,0.8240740741,4.1488549618,4.4854634678,6.6869047619
11-22,5.9666666667,6.1787878788,6.819047619,5.7693877551,4.1571428571,3.6102040816,2.3646464646,4.506,5.400990099,4.6653465347,4.7138613861,6.2269230769,3.5847619048,6.3361904762,4.720952381,6.0757009346,0.9953703704,5.0137614679,2.2477477477,5.1991150442,4.3798245614,6.0262711864,4.7923728814,6.2093220339,3.2166666667,3.2198347107,3.6658730159,6.5984732824,5.5969465649,3.0244274809,4.8145038168,3.1778625954,4.7977099237,2.8259541985,3.1755725191,4.7839694656,2.7564885496,3.1122137405,4.4435114504,3.8307692308,3.0603053435,4.1215384615,4.686259542,2.8458015267,3.5923945578,5.1435089713,6.2062686184,0.9953703704,4.2671755725,4.5856732673,6.819047619
11-23,6.0848484848,6.1909090909,6.925,5.8357142857,4.1806122449,3.693877551,2.395959596,4.545,5.4940594059,4.8712871287,5.0673267327,6.2586538462,3.6076190476,6.9771428571,4.7466666667,6.1261682243,1.0787037037,5.0376146789,2.8324324324,5.2123893805,4.4921052632,6.0711864407,4.7957627119,6.2118644068,3.2391666667,3.2314049587,3.7746031746,6.7320610687,5.6076335878,3.0267175573,5.0740458015,3.5450381679,4.8236641221,2.9358778626,3.1885496183,5.0572519084,2.8465648855,3.1633587786,4.4603053435,3.8446153846,3.0778625954,4.1376923077,4.6969465649,2.9449618321,3.6334965986,5.1708863068,6.2097688752,1.0787037037,4.3839694656,4.6458333333,6.9771428571
11-24,6.196969697,6.2196969697,7.2642857143,5.8734693878,4.2510204082,3.8755102041,2.4171717172,4.571,5.5613861386,5.0257425743,5.3217821782,6.2846153846,3.6219047619,7.1285714286,4.8076190476,6.1457943925,1.0833333333,5.0486238532,3.0630630631,5.3283185841,4.5807017544,6.0983050847,4.8033898305,6.2127118644,3.3075,3.2338842975,3.8531746032,6.9450381679,5.6229007634,3.0351145038,5.306870229,3.7916030534,4.8480916031,3.0557251908,3.1969465649,5.2854961832,2.8511450382,3.279389313,4.5152671756,3.9161538462,3.1526717557,4.1792307692,4.8106870229,3.0564589781,3.8100745184,5.3263576623,6.2189984592,1.0833333333,4.4618320611,4.6920457924,7.2642857143
11-25,6.5348484848,6.4272727273,7.7511904762,5.9081632653,4.2979591837,4.1704081633,2.6646464646,4.58,5.695049505,5.0514851485,5.4108910891,6.325,3.6438095238,7.1714285714,4.8285714286,6.1700934579,1.1240740741,5.0733944954,3.3135135135,5.4566371681,4.7087719298,6.2008474576,4.8042372881,6.2381355932,3.3366666667,3.2537190083,3.8785714286,7.027480916,5.6564885496,3.0450381679,5.3816793893,4.0106870229,4.8702290076,3.113740458,3.2190839695,5.7389312977,2.8694656489,3.3916030534,4.5671755725,3.9269230769,3.4969465649,4.3284615385,4.8198473282,3.1242748092,3.8930769231,5.5965331352,6.4170454545,1.1240740741,4.5488549618,4.756504609,7.7511904762
11-26,7.0045454545,6.646969697,8.1547619048,6.0448979592,4.406122449,4.306122449,2.8666666667,4.607,5.8613861386,5.0712871287,5.4564356436,6.4067307692,3.6780952381,7.2133333333,4.8514285714,6.1775700935,1.3564814815,5.0825688073,3.8369369369,5.4805309735,4.8078947368,6.3525423729,4.8762711864,6.2508474576,3.3591666667,3.2685950413,3.8952380952,7.0694656489,5.7106870229,3.0572519084,5.4099236641,4.3984732824,4.9549618321,3.1503816794,3.2198473282,5.7572519084,3.1404580153,3.4045801527,4.6,3.9515384615,3.5381679389,4.4315384615,4.827480916,3.1573282443,3.9121282051,5.6416402081,6.6229458042,1.3564814815,4.6351145038,4.8296616541,8.1547619048
11-27,7.1787878788,6.7681818182,8.2261904762,6.0704081633,4.4510204082,4.5214285714,3.604040404,4.994,6.0326732673,5.0940594059,5.5089108911,6.5971153846,4.0523809524,7.3171428571,5.1923809524,6.1878504673,1.45,5.1256880734,3.9288288288,5.492920354,4.9447368421,6.5347457627,5.0711864407,6.2889830508,3.3883333333,3.3619834711,3.8976190476,7.1106870229,5.7290076336,3.0595419847,5.4229007634,4.4633587786,5.0091603053,3.2961832061,3.2244274809,5.8152671756,3.2534351145,3.4160305344,4.6389312977,4.0325581395,3.5427480916,5.4415384615,4.858778626,3.3027632326,4.0385049834,5.6629786108,6.7510751748,1.45,4.7427480916,5.040173373,8.2261904762
11-28,7.2439393939,6.8818181818,8.2952380952,6.0816326531,4.4765306122,4.606122449,3.7232323232,5.102,6.1198019802,5.1267326733,5.5465346535,6.7009615385,4.2066666667,7.36,5.5019047619,6.1971962617,1.4824074074,5.2706422018,3.9576576577,5.517699115,4.9763157895,7.0652542373,5.1898305085,6.6372881356,3.4608333333,3.5446280992,3.9031746032,7.1519083969,5.7618320611,3.0702290076,5.4305343511,4.4877862595,5.1053435115,3.7083969466,3.2381679389,5.9076335878,3.4603053435,3.427480916,4.6450381679,4.0476923077,3.558778626,5.5792307692,4.872519084,3.4603581425,4.0953846154,5.7070516735,7.0469106317,1.4824074074,4.8251908397,5.1160380924,8.2952380952
11-29,7.4575757576,7.1772727273,8.7357142857,6.1051020408,4.4816326531,4.8357142857,3.7555555556,5.151,6.203960396,5.1881188119,5.5772277228,6.8673076923,4.48,7.4485714286,5.5571428571,6.3579439252,1.487037037,5.2944954128,4.081981982,5.5424778761,5.0894736842,7.3169491525,5.2406779661,7.0627118644,3.5066666667,3.6892561983,3.9253968254,7.3664122137,5.7786259542,3.0969465649,5.4328244275,4.4946564885,5.1549618321,3.9740458015,3.2427480916,6.0603053435,3.8038167939,3.4328244275,4.6511450382,4.2515384615,3.5717557252,5.5961538462,4.9465648855,3.5131755725,4.3200769231,5.7238843218,7.30298151,1.487037037,4.9480916031,5.171540322,8.7357142857
11-30,7.6409090909,7.2924242424,9.3071428571,6.256122449,4.4857142857,4.9408163265,3.7787878788,5.189,6.3544554455,5.2059405941,5.5940594059,7.0211538462,4.5438095238,7.6647619048,5.5733333333,6.5448598131,1.4962962963,5.3532110092,4.2810810811,5.5477876106,5.1394736842,7.3550847458,5.5474576271,7.1271186441,3.5716666667,3.9165289256,3.9301587302,7.4129770992,5.7832061069,3.1053435115,5.4351145038,4.5312977099,5.227480916,4.0251908397,3.2435114504,6.3183206107,4.5923664122,3.434351145,4.6549618321,4.3815384615,3.5916030534,5.6153846154,4.9702290076,3.5736603053,4.499389313,5.7328596594,7.3488186954,1.4962962963,5.0305343511,5.216710755,9.3071428571
12-01,7.7833333333,7.4348484848,9.4833333333,6.3602040816,4.5,4.9806122449,3.7878787879,5.206,6.4277227723,5.2623762376,5.6207920792,7.0913461538,4.5933333333,7.7028571429,5.5885714286,6.585046729,1.5018518519,5.376146789,4.4207207207,5.5911504425,5.1526315789,7.4194915254,5.6983050847,7.2559322034,4.225,4.1669421488,3.9325396825,7.5083969466,5.8267175573,3.1778625954,5.4526717557,4.5450381679,5.2801526718,4.0610687023,3.2519083969,6.586259542,4.7374045802,3.4465648855,4.6572519084,4.4450381679,3.7114503817,5.613740458,5.2297709924,3.7190932223,4.5135114504,5.7881938155,7.4333127889,1.5018518519,5.1061068702,5.2712644547,9.4833333333
12-02,8.0681818182,7.5712121212,9.6607142857,6.3857142857,4.5683673469,4.9918367347,3.7888888889,5.231,6.498019802,5.2930693069,5.6643564356,7.1019230769,4.620952381,7.9504761905,5.6647619048,6.5906542056,1.5592592593,5.3899082569,4.6576576577,5.6345132743,5.1543859649,7.4288135593,6.1152542373,7.306779661,5.0283333333,4.2107438017,3.9365079365,7.6198473282,5.9450381679,3.1984732824,5.5778625954,4.6145038168,5.3213740458,4.106870229,3.2610687023,6.6618320611,4.7946564885,3.5396946565,4.6687022901,4.5830769231,3.9358778626,5.6561538462,5.2633587786,3.8035877863,4.631963964,6.0641894165,7.556972265,1.5592592593,5.213740458,5.3072216764,9.6607142857
12-03,8.196969697,7.6075757576,10.1964285714,6.3948979592,4.6571428571,4.9989795918,3.8070707071,5.296,6.6356435644,5.3861386139,5.7386138614,7.1048076923,4.6257142857,8.0380952381,5.7552380952,6.591588785,1.6314814815,5.4119266055,4.8702702703,5.6504424779,5.1543859649,7.456779661,6.6983050847,7.3194915254,5.1941666667,4.2958677686,3.9515873016,7.6641221374,6.0572519084,3.3374045802,5.7435114504,4.6473282443,5.3877862595,4.1458015267,3.2709923664,6.7977099237,4.8519083969,3.5488549618,4.6687022901,4.8138461538,4.3099236641,5.6676923077,5.4083969466,3.8215223665,4.7122454492,6.2936041439,7.5924961479,1.6314814815,5.3076335878,5.3869624367,10.1964285714
12-04,8.753030303,7.6378787879,10.455952381,6.4040816327,4.6704081633,5.0020408163,3.8252525253,5.333,6.6801980198,5.4128712871,5.7693069307,7.175,4.64,8.1142857143,5.8114285714,6.5971962617,1.7296296296,5.4174311927,4.9459459459,5.6592920354,5.1570175439,7.5398305085,6.9033898305,7.3610169492,5.3016666667,4.3752066116,3.9611111111,7.7534351145,6.165648855,3.3679389313,6.0610687023,4.7229007634,5.4091603053,4.1961832061,3.3946564885,6.8564885496,4.8671755725,3.5717557252,4.6702290076,5.0146153846,4.7809160305,5.6723076923,5.4954198473,3.8388383838,4.8067938931,6.3325517993,7.6280739599,1.7296296296,5.3717557252,5.4110157962,10.455952381
12-05,9.0151515152,7.646969697,10.5,6.4255102041,4.6897959184,5.0071428571,3.8595959596,5.355,6.697029703,5.501980198,5.8425742574,7.3009615385,4.8771428571,8.1657142857,5.840952381,6.6429906542,1.7342592593,5.4302752294,5.1459459459,5.6867256637,5.1675438596,7.6118644068,7.0203389831,7.4008474576,5.3583333333,4.4909090909,3.9865079365,7.8099236641,6.2351145038,3.441221374,6.3091603053,4.7641221374,5.4366412214,4.3488549618,3.4480916031,6.8916030534,5.0038167939,3.5816793893,4.6763358779,5.0961538462,4.8244274809,5.6723076923,5.572519084,3.8722871573,4.9151450382,6.3906052345,7.643459168,1.7342592593,5.4511450382,5.4334582254,10.5
12-06,9.1363636364,7.6666666667,10.5333333333,6.487755102,4.7571428571,5.0224489796,3.8808080808,5.366,6.7089108911,5.6673267327,5.8702970297,7.5615384615,5.1057142857,8.7771428571,5.8780952381,6.7485981308,1.7611111111,5.4733944954,5.3045045045,5.7044247788,5.2412280702,7.6508474576,7.1398305085,7.4177966102,5.4425,4.5661157025,4.0523809524,7.8259541985,6.2748091603,3.4984732824,6.3801526718,4.7679389313,5.4503816794,4.3755725191,3.4572519084,7.0442748092,5.2221374046,3.5824427481,4.6770992366,5.2823076923,4.8305343511,5.6738461538,5.8854961832,3.897965368,5.0474285714,6.455474373,7.6650847458,1.7611111111,5.5290076336,5.4618880874,10.5333333333
12-07,9.4151515152,7.7015151515,10.5607142857,6.6755102041,4.793877551,5.0765306122,4.0121212121,5.378,6.7297029703,5.700990099,5.9168316832,7.9182692308,5.2380952381,9.180952381,5.9352380952,6.7682242991,1.7953703704,5.4926605505,5.6036036036,5.7115044248,5.3219298246,7.6974576271,7.3338983051,7.4245762712,5.7425,4.5834710744,4.1642857143,8.0358778626,6.3328244275,3.5145038168,6.4251908397,4.7709923664,5.4832061069,4.4717557252,3.4687022901,7.1175572519,5.2358778626,3.5839694656,4.7503816794,5.4338461538,4.8465648855,5.6792307692,6.3480916031,4.0273376623,5.1243347874,6.6004143948,7.8965938228,1.7953703704,5.6045801527,5.6414171864,10.5607142857
12-08,9.6454545455,7.7272727273,10.625,6.7295918367,5.0244897959,5.1693877551,4.0636363636,5.397,6.7871287129,5.7574257426,5.9405940594,8.1307692308,5.4761904762,9.280952381,6.1019047619,6.7841121495,1.8925925926,5.5064220183,5.7288288288,5.7168141593,5.550877193,7.8449152542,7.3720338983,7.4330508475,6.6958333333,4.5950413223,4.7261904762,8.1145038168,6.3519083969,3.5610687023,6.7167938931,4.7717557252,5.6114503817,4.4916030534,3.5114503817,7.1328244275,5.2885496183,3.5870229008,4.7786259542,5.6838461538,4.9549618321,5.6907692308,6.4015267176,4.1064330326,5.2051363141,6.7257524537,8.0875449605,1.8925925926,5.7419847328,5.703791695,10.625
12-09,9.7984848485,7.8863636364,10.8166666667,6.8142857143,5.0918367347,5.1806122449,4.103030303,5.405,6.8603960396,5.8336633663,5.9762376238,8.1528846154,5.4980952381,9.36,6.4247619048,6.861682243,1.9231481481,5.647706422,5.7936936937,5.7194690265,5.8298245614,8.2550847458,7.5093220339,7.436440678,6.965,4.8140495868,5.0801587302,8.1709923664,6.3610687023,3.7259541985,6.8374045802,4.7732824427,5.6541984733,4.8198473282,3.520610687,7.1404580153,5.7488549618,3.5900763359,4.9541984733,5.7284615385,5.1732824427,5.7084615385,6.4511450382,4.170055517,5.2479285714,6.8534986018,8.1691815913,1.9231481481,5.8961832061,5.7712743278,10.8166666667
