date,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,10%,30%,70%,90%,Min,Median ('91-'20),Median (POR),Max,Median Peak SWE
05-06,2.1375,5.8875,0,2.15,5.6125,2.475,10.6625,3.825,14,0.725,2.575,11.1,4.9125,0.5375,4.7,0,4.6,2.15,18.82,3.64,0.8,3.1,3,7.05,8.5071428571,0.6214285714,0.7428571429,0.3,0.7714285714,3.2285714286,1.6571428571,0.6,6.0642857143,1.9785714286,0.2142857143,0.3,7.5214285714,2.1928571429,0.55,0,0.3,0.7828571429,4.66,8.9382142857,0,2.1142857143,2.475,18.82,
05-07,1.9375,5.975,0,1.8375,5.3,2.3,10.675,3.5375,14.3125,0.575,2.175,11.2125,4.6,0.25,4.3125,0,4.4125,1.8375,19.13,3.41,0.8,2.97,2.6692307692,6.7428571429,8.0142857143,0.5214285714,0.7928571429,0.4,0.7428571429,3.1142857143,1.5,0.5142857143,5.5785714286,1.8214285714,0.1428571429,0.1857142857,7.4071428571,2.1928571429,0.55,0,0.2371428571,0.7957142857,4.3725,8.5464285714,0,2,2.1928571429,19.13,
05-08,1.875,5.9625,0,1.65,4.5875,2.1125,10.6375,3.45,14.3375,0.5,2.0625,11.1875,4.2875,0.075,3.8375,0,4.5875,1.5625,19.07,3.1,0.7,2.88,2.3923076923,6.2785714286,7.5428571429,0.45,0.85,0.5857142857,0.7214285714,3.15,1.3928571429,0.4357142857,5.3642857143,1.7,0,0.0785714286,7.1571428571,2.1714285714,0.5142857143,0,0.0778571429,0.7728571429,4.1075,8.1617857143,0,1.9214285714,2.1125,19.07,
05-09,1.625,5.9875,0,1.5875,4.15,1.9875,10.7125,3.3625,14.2125,0.35,1.875,11.125,3.9375,0.025,3.4625,0,4.875,1.3375,18.83,2.71,0.65,2.81,2.0923076923,5.8285714286,7.3928571429,0.4,0.8285714286,0.4714285714,0.9357142857,3.2142857143,1.2357142857,0.3142857143,5.2785714286,1.5714285714,0,0.0142857143,6.8928571429,2.0285714286,0.4857142857,0,0.0228571429,0.8714285714,3.7475,8.0567857143,0,1.7642857143,1.9875,18.83,
05-10,1.525,5.875,0,1.425,4.1,1.6125,10.425,3.3,14.1,0.1875,1.725,10.95,3.7625,0,3.15,0,5.0125,1.2,18.53,2.44,0.49,2.65,1.7615384615,5.3571428571,7.6857142857,0.3214285714,0.8142857143,0.3857142857,1,2.9285714286,1.3857142857,0.2,5.3,1.4214285714,0,0,6.5642857143,1.9214285714,0.4071428571,0,0,0.8885714286,3.5775,8.2335714286,0,1.5928571429,1.725,18.53,
05-11,1.4125,5.5625,0,1.3,4.0125,1.525,9.8,3.1625,13.875,0.1,1.575,10.575,3.6,0,2.875,0,4.9375,1.025,18.66,2.18,0.36,2.53,1.5076923077,5.1571428571,7.8,0.1928571429,0.7785714286,0.6214285714,0.8142857143,2.75,1.2428571429,0.0785714286,5.4071428571,1.2714285714,0,0,6.4,1.8071428571,0.2928571429,0,0,0.7928571429,3.425,8.2,0,1.4714285714,1.525,18.66,
05-12,1.375,5.1125,0.1875,1.275,4.0375,1.475,9.3375,3.05,13.625,0.0375,1.35,10.35,3.1875,0.0125,2.625,0,4.7125,1,18.65,1.98,0.1,2.24,1.2769230769,5.4071428571,7.8285714286,0.0785714286,0.7071428571,0.9714285714,0.8,2.6071428571,1.1357142857,0.0214285714,5.2071428571,1.1142857143,0,0.0428571429,6.0571428571,1.7285714286,0.1785714286,0,0.0342857143,0.8685714286,3.1325,8.1303571429,0,1.3142857143,1.375,18.65,
05-13,1.3,4.625,0.1875,1.2125,3.8125,1.2875,8.8625,2.825,13.375,0,1.1875,10.3125,2.8125,0,2.275,0,4.425,0.95,18.43,1.76,0,2.11,1.0615384615,5.5642857143,7.5928571429,0.0214285714,0.6071428571,0.8571428571,0.7571428571,2.4357142857,0.9785714286,0.0071428571,4.8857142857,0.9785714286,0,0,5.7571428571,1.5,0.0928571429,0,0,0.7971428571,2.82,7.8467857143,0,1.1571428571,1.2875,18.43,
05-14,1.2375,4.0625,0.2875,1.075,3.7375,1.175,8.2375,2.6,13.1875,0,0.9625,10.625,2.375,0,2.1375,0,4.175,0.8,17.94,1.56,0,2.01,0.8615384615,5.5142857143,7.3714285714,0.0142857143,0.4928571429,0.6357142857,0.6785714286,2.2357142857,0.9285714286,0.0214285714,4.4357142857,0.8214285714,0,0,5.3714285714,1.2714285714,0.0357142857,0,0,0.6528571429,2.51,7.5446428571,0,1,1.175,17.94,
05-15,1.15,3.7125,0.275,0.9375,3.7375,1.075,7.5625,2.3625,13.125,0,0.8625,10.7625,1.925,0,1.7625,0,3.95,0.65,17.46,1.34,0,1.73,0.6769230769,5.4,7.1,0,0.3714285714,0.4357142857,0.7642857143,2.0214285714,0.8,0.0071428571,4.0928571429,0.6642857143,0,0,5.0785714286,1.1,0,0,0,0.5214285714,2.2260714286,7.1925,0,0.8571428571,1.075,17.46,
05-16,1.075,3.3625,0.275,0.8625,3.675,0.8875,7.1125,2.05,13.0375,0,0.675,10.8375,1.6,0,1.4375,0,3.675,0.4625,16.82,1.25,0,1.53,0.5153846154,5.1571428571,6.8357142857,0,0.2357142857,0.2928571429,0.8928571429,1.8857142857,0.7214285714,0,3.7857142857,0.4785714286,0,0,4.7428571429,0.9214285714,0,0,0,0.3607142857,1.9842857143,6.8910714286,0,0.8,0.8928571429,16.82,
05-17,1,3.0625,0.225,0.775,3.475,0.775,6.875,1.825,12.8375,0,0.475,10.6375,1.2375,0.125,1.05,0,3.1875,0.2625,16.32,1.18,0,1.32,0.4076923077,4.7785714286,6.6142857143,0,0.1571428571,0.1857142857,0.8285714286,1.85,0.6928571429,0,3.9428571429,0.3214285714,0,0,4.4142857143,0.7571428571,0,0,0,0.24,1.84,6.6664285714,0,0.7142857143,0.775,16.32,
05-18,0.875,2.9875,0.15,0.6375,3.2125,0.625,6.6375,1.7375,12.55,0,0.2875,10.225,1.05,0.35,0.725,0,2.8875,0.125,15.94,1.02,0,0.97,0.2615384615,4.4357142857,6.7642857143,0,0.1285714286,0.0785714286,0.7428571429,1.7785714286,0.8357142857,0,3.9642857143,0.1785714286,0,0,4.1642857143,0.65,0.1071428571,0,0,0.1614285714,1.7621428571,6.6628571429,0,0.6357142857,0.725,15.94,
05-19,0.7625,2.825,0.0375,0.475,2.8625,0.4125,6.475,1.575,12.1625,0,0.1625,9.7125,0.9375,0.1375,0.5125,0,2.5125,0.0125,15.26,0.92,0,0.69,0.0846153846,4.4428571429,7.1428571429,0,0.0571428571,0.0071428571,0.8,1.75,0.8,0,3.9571428571,0.0714285714,0,0,3.8714285714,0.5571428571,0.0857142857,0,0,0.0767032967,1.68,6.6085714286,0,0.5142857143,0.5571428571,15.26,
05-20,0.675,2.5375,0,0.2625,2.85,0.3625,6.25,1.4,11.7375,0,0.1625,9.1,0.775,0.0125,0.4375,0,2.2125,0,14.49,0.78,0,0.51,0.0153846154,4.1714285714,7.4357142857,0,0.0285714286,0,0.7714285714,1.6285714286,0.7857142857,0,4.3214285714,0.05,0,0,3.5357142857,0.4928571429,0,0,0,0.0136538462,1.5371428571,6.4871428571,0,0.4,0.4928571429,14.49,
05-21,0.7,2.25,0,0.15,2.625,0.275,5.9875,1.2625,10.7875,0,0.1625,8.8375,0.65,0,0.25,0,1.7375,0,13.57,0.61,0,0.34,0,3.7928571429,7.3428571429,0,0,0,0.7642857143,1.5285714286,0.7642857143,0,4.55,0.0357142857,0,0,3.2571428571,0.4285714286,0,0,0,0,1.4221428571,6.2585714286,0,0.3071428571,0.34,13.57,
05-22,0.6875,1.8125,0,0.1,2.3875,0.275,5.675,1.225,10.1375,0,0.1125,8.6125,0.4875,0,0.125,0.0125,1.375,0,12.81,0.45,0,0.3,0,3.5714285714,7.1714285714,0,0,0,0.75,1.5357142857,0.6928571429,0,4.5785714286,0,0.0428571429,0,2.9428571429,0.3928571429,0,0,0,0,1.315,5.9742857143,0,0.2428571429,0.3,12.81,
05-23,0.675,1.525,0,0,2.3625,0.2625,5.525,1.0375,9.7375,0,0.1125,8.425,0.3125,0,0,0,1.225,0,12.08,0.46,0,0.32,0,3.4642857143,7,0,0,0,0.7571428571,1.5071428571,0.5785714286,0,4.6714285714,0,0.0785714286,0,2.7285714286,0.3214285714,0,0,0,0,1.15,5.82,0,0.2,0.3125,12.08,
05-24,0.6,1.4,0,0,2.125,0.1875,5.2625,0.9125,9.5,0,0.075,8.0125,0.1875,0,0,0,1.0375,0,11.44,0.35,0,0.36,0,3.5,6.9928571429,0,0,0,0.9,1.4142857143,0.45,0,4.7857142857,0,0.0928571429,0,2.4642857143,0.2142857143,0,0,0,0,0.9875,5.6085714286,0,0.1785714286,0.1875,11.44,
05-25,0.475,1.2125,0,0,1.85,0.1375,5.025,0.85,9.95,0.025,0.0625,7.4125,0.15,0,0,0,0.7875,0,10.75,0.16,0,0.39,0,3.4714285714,6.8857142857,0,0,0,0.8071428571,1.3642857143,0.2857142857,0,4.7642857143,0,0.0142857143,0,2.0857142857,0.1428571429,0,0,0,0,0.8328571429,5.3971428571,0,0.1,0.1428571429,10.75,
05-26,0.45,1.0125,0,0,1.5125,0.0875,4.75,0.7125,9.95,0.175,0,7.0875,0.1,0,0,0,0.55,0,10.2,0.05,0,0.36,0,3.3571428571,6.6,0,0,0,0.7357142857,1.3071428571,0.1642857143,0,4.6857142857,0,0,0,1.7785714286,0.1071428571,0,0,0,0,0.7264285714,5.12,0,0.0571428571,0.1,10.2,
05-27,0.5875,0.7875,0,0,1.2125,0,4.475,0.7,9.925,0.0875,0,7.025,0.0375,0,0,0,0.3125,0,9.72,0,0,0.42,0,3.1357142857,6.1714285714,0,0,0,0.7214285714,1.2571428571,0.0428571429,0,4.6071428571,0,0,0,1.6142857143,0.0357142857,0,0,0,0,0.7128571429,4.92,0,0.0285714286,0.0357142857,9.925,
05-28,0.6,0.7125,0,0,1.1125,0,4.2,0.5375,9.825,0.2125,0,6.7125,0,0,0,0,0.025,0,9.42,0,0,0.34,0,2.8571428571,5.7642857143,0,0,0,0.6357142857,1.2,0,0,4.8,0,0,0,1.4071428571,0,0,0,0,0,0.6214285714,4.9928571429,0,0,0,9.825,
05-29,0.525,0.5125,0,0.3,1.05,0,3.975,0.35,9.525,0.1125,0,6.25,0,0,0,0,0,0,8.96,0,0,0.18,0,2.7071428571,5.3,0,0,0,0.5428571429,1.0571428571,0,0,4.7714285714,0,0,0,1.1357142857,0,0,0,0,0,0.52,4.8771428571,0,0,0,9.525,
05-30,0.45,0.8375,0,0.3,0.875,0,3.6625,0.15,9.1,0.0125,0,5.9,0,0,0,0,0,0,8.59,0,0,0.08,0,2.5142857143,5.2071428571,0,0,0,0.4714285714,0.9642857143,0,0,4.6571428571,0,0,0,0.9142857143,0,0,0,0,0,0.4628571429,4.7671428571,0,0,0,9.1,
05-31,0.375,0.9125,0,0.175,0.8875,0,3.2,0.0625,8.375,0,0,5.4,0,0,0,0,0,0,8.25,0,0,0,0,2.2285714286,5.1714285714,0,0,0,0.3571428571,0.8928571429,0,0,4.5285714286,0,0,0,0.7571428571,0,0,0,0,0,0.3678571429,4.6571428571,0,0,0,8.375,
06-01,0.2,0.8,0,0.175,1.0125,0,3.05,0,7.8875,0,0,4.925,0,0,0,0,0,0,7.79,0,0,0,0,1.8214285714,4.95,0,0,0,0.2285714286,0.7571428571,0,0,4.4142857143,0,0,0,0.6714285714,0,0,0,0,0,0.2171428571,4.5164285714,0,0,0,7.8875,
06-02,0.125,0.6875,0,0.1125,0.95,0,2.8125,0,7.4,0,0,4.4125,0,0,0,0,0,0,7.28,0,0,0,0,1.5857142857,4.8214285714,0,0,0,0.0857142857,0.65,0,0,4.25,0,0,0,0.5642857143,0,0,0,0,0,0.12,4.2825,0,0,0,7.4,
06-03,0.075,0.6125,0,0.0375,0.825,0,2.5875,0,7.3375,0,0,3.9,0.4375,0,0,0,0,0,6.85,0,0,0,0,1.3071428571,4.7285714286,0,0,0,0.0071428571,0.4928571429,0,0,4.1,0,0,0,0.4785714286,0,0,0,0,0,0.2925,3.94,0,0,0,7.3375,
06-04,0,0.4,0,0,0.8125,0,2.5875,0,7.05,0,0,3.65,0.2375,0,0,0,0,0,6.69,0,0,0,0,1,4.4285714286,0,0,0,0,0.3142857143,0,0,3.9357142857,0,0,0,0.3714285714,0,0,0,0,0,0.1425,3.7071428571,0,0,0,7.05,
06-05,0,0.175,0,0,0.7,0,2.575,0,6.525,0,0,3.7125,0.6125,0,0,0,0,0,6.39,0,0,0.18,0,0.7357142857,4.0928571429,0,0,0,0,0.1571428571,0,0,3.7214285714,0,0,0,0.2642857143,0,0,0,0,0,0.1678571429,3.7142857143,0,0,0,6.525,
06-06,0,0.05,0,0,0.5375,0,2.95,0,6.0125,0,0,3.4625,0.5,0,0,0,0,0,5.95,0,0,0.07,0,0.5071428571,3.7214285714,0,0,0,0,0.0714285714,0,0,3.3642857143,0,0,0,0.1357142857,0,0,0,0,0,0.062,3.3839285714,0,0,0,6.0125,
06-07,0,0,0,0,0.325,0,3.0125,0,5.8875,0,0,3.1125,0.25,0,0,0,0,0,5.59,0,0.03,0,0,0.3285714286,3.4714285714,0,0,0,0,0.0571428571,0,0,3.0142857143,0,0,0,0.0571428571,0,0,0,0,0,0.018,3.0339285714,0,0,0,5.8875,
06-08,0,0,0,0,0.175,0,2.9375,0,5.8375,0,0,2.9125,0.15,0,0,0,0,0,5.4,0,0.02,0,0,0.1285714286,3.1142857143,0,0,0,0,0.0357142857,0,0,2.6714285714,0,0,0,0.0214285714,0,0,0,0,0,0.012,2.9175,0,0,0,5.8375,
06-09,0,0,0,0,0.075,0,2.8375,0,5.975,0,0,2.6875,0.0375,0,0,0,0,0,5.2,0,0,0,0,0.0214285714,2.7785714286,0,0,0,0,0.0142857143,0,0,2.4428571429,0,0,0,0,0,0,0,0,0,0,2.7057142857,0,0,0,5.975,
06-10,0,0,0,0,0,0,2.725,0,5.9,0,0,2.6375,0,0,0,0,0,0,5.09,0,0,0,0,0,2.4357142857,0,0,0,0,0,0,0,2.1571428571,0,0,0,0,0,0,0.0071428571,0,0,0,2.4760714286,0,0,0,5.9,
06-11,0,0,0,0,0,0,2.55,0,5.45,0,0,2.475,0,0,0,0,0,0,4.78,0,0,0,0,0,2.1642857143,0,0,0,0,0,0,0,1.7857142857,0,0,0,0,0,0,0,0,0,0,2.2264285714,0,0,0,5.45,
06-12,0,0,0,0,0,0,2.4625,0,4.8375,0,0,2.45,0,0,0,0,0,0,4.94,0,0,0,0,0,1.9071428571,0,0,0,0,0,0,0,1.4142857143,0,0,0,0,0,0,,0,0,0,2.0157142857,0,0,0,4.94,
06-13,0,0,0,0,0,0,2.2875,0,4.1375,0,0,2.4375,0,0,0,0,0,0,4.74,0,0,0,0,0,1.7357142857,0,0,0,0,0,0,0,1.1928571429,0,0,0,0,0,0,,0,0,0,1.8460714286,0,0,0,4.74,
06-14,0,0,0,0,0,0,2.05,0,3.475,0,0.025,2.3875,0,0,0,0,0,0,4.45,0,0,0,0,0,1.4857142857,0,0,0,0,0,0,0,0.9785714286,0,0,0,0,0,0,,0,0,0,1.5985714286,0,0,0,4.45,
06-15,0,0,0,0,0,0,1.5875,0,3.1125,0,0.0125,2.2875,0,0,0,0,0,0,4.02,0,0,0,0,0,1.1928571429,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,,0,0,0,1.2717857143,0,0,0,4.02,
06-16,0,0,0,0,0,0,1.4125,0,2.95,0,0,2.15,0,0,0,0,0,0,3.65,0,0,0,0,0,0.9785714286,0,0,0,0,0,0,0,0.7071428571,0,0,0,0,0,0,,0,0,0,1.0653571429,0,0,0,3.65,
06-17,0,0,0,0,0,0,1.1,0,3.0875,0,0,2.075,0,0,0,0,0,0,3.14,0,0,0,0,0,0.7285714286,0,0,0,0,0,0,0,0.6571428571,0,0,0,0,0,0,,0,0,0,0.8028571429,0,0,0,3.14,
06-18,0,0,0,0,0,0,1.1,0,3.1625,0,0,1.9875,0,0,0,0,0,0,2.53,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.5357142857,0,0,0,0,0,0,,0,0,0,0.7,0,0,0,3.1625,
06-19,0,0,0,0,0,0,0.925,0,3.05,0,0,1.875,0,0,0,0,0,0,2.05,0,0,0,0,0,0.4714285714,0,0,0,0,0,0,0,0.4214285714,0,0,0,0,0,0,,0,0,0,0.5621428571,0,0,0,3.05,
06-20,0,0,0,0,0,0,0.65,0,2.85,0,0,1.7,0,0,0,0,0,0,1.8,0,0,0,0,0,0.4214285714,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,,0,0,0,0.4671428571,0,0,0,2.85,
06-21,0,0,0,0,0,0,0.3,0,2.7,0,0,1.5375,0,0,0,0,0,0,1.6,0,0,0,0,0,0.2857142857,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,,0,0,0,0.2885714286,0,0,0,2.7,
06-22,0,0,0,0,0,0,0,0,2.55,0,0,1.375,0,0,0,0,0,0,1.45,0,0,0,0,0,0.1285714286,0,0,0,0,0,0,0,0.0142857143,0,0,0,0,0,0,,0,0,0,0.0371428571,0,0,0,2.55,
06-23,0,0,0,0,0,0,0,0,2.4375,0,0,1.2375,0,0,0,0,0,0,1.35,0,0,0,0,0,0.0428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0.0085714286,0,0,0,2.4375,
06-24,0,0,0,0,0,0,0,0,2.3,0,0,1.0875,0,0,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.3,
06-25,0,0,0,0,0,0,0,0,2.15,0,0,0.9125,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.15,
06-26,0,0,0,0,0,0,0,0,2.0375,0,0,0.7125,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2.0375,
06-27,0,0,0,0,0,0,0,0,1.8375,0,0,0.55,0,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.8375,
06-28,0,0,0,0,0,0,0,0,1.7375,0,0,0.375,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.7375,
06-29,0,0,0,0,0,0,0,0,1.5875,0,0,0.175,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.5875,
06-30,0,0,0,0,0,0,0,0,1.4375,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.4375,
07-01,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.25,
07-02,0,0,0,0,0,0,0,0,1.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1.0125,
07-03,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.875,
07-04,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.7,
07-05,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.55,
07-06,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0.3,
07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
08-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
